areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,now,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
나주,나주(전라남도 농업기술원),001,00122017001870,82.3,18.9,450,1,5,0352,002,2017,1776123652874,2017-05-10,1,3,R32006,일미벼,5,76
나주,나주(전라남도 농업기술원),001,00122017001869,84.2,17.4,414,1,5,0352,002,2017,1776123652874,2017-05-10,2,3,R32011,남평벼,5,76
나주,나주(전라남도 농업기술원),001,00122017001866,76.1,18.8,447,1,5,0352,002,2017,1776123652874,2017-05-10,3,3,R32081,미품,5,76
나주,나주(전라남도 농업기술원),001,00122017001867,89.8,17,405,1,5,0352,002,2017,1776123652874,2017-05-10,4,3,R32084,새누리,5,76
나주,나주(전라남도 농업기술원),001,00122017001868,87.8,21.9,521,1,5,0352,002,2017,1776123652874,2017-05-10,5,3,R32090,호평,5,76
나주,나주(전라남도 농업기술원),001,00122017001865,71.6,19.7,469,1,5,0352,002,2017,1776123652874,2017-05-10,6,3,R32092,현품,5,76
대구,대구(경상북도 농업기술원),001,00122017001875,90.7,17.7,421.3,1,5,0340,002,2017,1776123652874,2017-04-30,7,4,R22009,화영벼,5,76
대구,대구(경상북도 농업기술원),001,00122017001873,81.6,17.4,414.1,1,5,0340,002,2017,1776123652874,2017-04-30,8,4,R22083,삼덕,5,76
대구,대구(경상북도 농업기술원),001,00122017001874,81.8,17.1,407,1,5,0340,002,2017,1776123652874,2017-04-30,9,4,R32001,일품벼,5,76
대구,대구(경상북도 농업기술원),001,00122017001872,84.6,19.1,454.6,1,5,0340,002,2017,1776123652874,2017-04-30,10,4,R32015,새추청,5,76
대구,대구(경상북도 농업기술원),001,00122017001871,85.4,17.4,414.1,1,5,0340,002,2017,1776123652874,2017-04-30,11,4,R32093,새일미,5,76
진주,진주(경상남도 농업기술원),001,00122017001885,80.8,17.6,419,1,5,0335,002,2017,1776123652874,2017-05-10,12,6,R22009,화영벼,5,76
진주,진주(경상남도 농업기술원),001,00122017001883,77.2,16.4,390,1,5,0335,002,2017,1776123652874,2017-05-10,13,6,R32008,동안벼,5,76
진주,진주(경상남도 농업기술원),001,00122017001881,80.9,13.9,331,1,5,0335,002,2017,1776123652874,2017-05-10,14,6,R32068,동진1호,5,76
진주,진주(경상남도 농업기술원),001,00122017001882,71.7,14.6,348,1,5,0335,002,2017,1776123652874,2017-05-10,15,6,R32069,주남,5,76
진주,진주(경상남도 농업기술원),001,00122017001884,76.5,14.3,340,1,5,0335,002,2017,1776123652874,2017-05-10,16,6,R32093,새일미,5,76
계화,계화(국립식량과학원),001,00122017001822,74.9,16.3,388,1,5,0343,002,2017,1776123652874,2017-04-30,17,8,R11073,새계화,5,76
철원,철원(국립식량과학원),001,00122017001818,104.3,15.4,426.7,1,5,0331,002,2017,1776123652874,2017-04-20,18,8,R12004,진부벼,5,76
운봉,운봉(국립식량과학원),001,00122017001825,95.8,19.1,529,1,5,0330,002,2017,1776123652874,2017-04-20,19,8,R12004,진부벼,5,76
진부,진부(국립식량과학원),001,00122017001888,89,18.4,511,1,5,0336,002,2017,1776123652874,2017-04-20,20,8,R12004,진부벼,5,76
상주,상주(국립식량과학원),001,00122017001837,88.5,19.9,554,1,5,0329,002,2017,1776123652874,2017-04-25,21,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122017001848,83.5,17.8,495,1,5,0337,002,2017,1776123652874,2017-04-20,22,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122017001849,82,16.6,462,1,5,0337,002,2017,1776123652874,2017-04-20,23,8,R12016,상미,5,76
운봉,운봉(국립식량과학원),001,00122017001824,81.7,19.9,552,1,5,0330,002,2017,1776123652874,2017-04-20,24,8,R12019,삼천벼,5,76
철원,철원(국립식량과학원),001,00122017001817,94.4,15.7,435.5,1,5,0331,002,2017,1776123652874,2017-04-20,25,8,R12072,태봉,5,76
철원,철원(국립식량과학원),001,00122017001816,93.8,18,500.9,1,5,0331,002,2017,1776123652874,2017-04-20,26,8,R12079,운광,5,76
운봉,운봉(국립식량과학원),001,00122017001823,86.9,18.3,507,1,5,0330,002,2017,1776123652874,2017-04-20,27,8,R12079,운광,5,76
상주,상주(국립식량과학원),001,00122017001836,93.7,18.8,523,1,5,0329,002,2017,1776123652874,2017-04-25,28,8,R12079,운광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001841,94.5,13.4,341,1,5,0333,002,2017,1776123652874,2017-04-25,29,8,R12079,운광,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001844,85.7,18,455,1,5,0344,002,2017,1776123652874,2017-04-20,30,8,R12079,운광,5,76
제천,제천(충청북도 농업기술원),001,00122017001847,88.3,16.8,467,1,5,0337,002,2017,1776123652874,2017-04-20,31,8,R12079,운광,5,76
안동,안동(경상북도 농업기술원),001,00122017001879,94.7,14.9,355,1,5,0351,002,2017,1776123652874,2017-04-20,32,8,R12079,운광,5,76
철원,철원(국립식량과학원),001,00122017001815,87.1,19.2,532.4,1,5,0331,002,2017,1776123652874,2017-04-20,33,8,R12080,조운,5,76
상주,상주(국립식량과학원),001,00122017001835,86.3,20.4,566,1,5,0329,002,2017,1776123652874,2017-04-25,34,8,R12085,설레미,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001843,90.5,17,443,1,5,0344,002,2017,1776123652874,2017-04-20,35,8,R12086,오대1호,5,76
진부,진부(국립식량과학원),001,00122017001886,90,16.5,458,1,5,0336,002,2017,1776123652874,2017-04-20,36,8,R12092,한설,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001845,83,17.1,439,1,5,0344,002,2017,1776123652874,2017-04-20,37,8,R12093,오륜,5,76
철원,철원(국립식량과학원),001,00122017001814,101.2,17.4,484.2,1,5,0331,002,2017,1776123652874,2017-04-20,38,8,R13002,오대벼,5,76
운봉,운봉(국립식량과학원),001,00122017001826,86.9,20.1,559,1,5,0330,002,2017,1776123652874,2017-04-20,39,8,R13002,오대벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122017001830,107,16,381,1,5,0332,002,2017,1776123652874,2017-04-20,40,8,R13002,오대벼,5,76
상주,상주(국립식량과학원),001,00122017001838,96.3,19.6,545,1,5,0329,002,2017,1776123652874,2017-04-25,41,8,R13002,오대벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001842,94.3,13.3,352,1,5,0333,002,2017,1776123652874,2017-04-25,42,8,R13002,오대벼,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001846,89.7,15.6,400,1,5,0344,002,2017,1776123652874,2017-04-20,43,8,R13002,오대벼,5,76
제천,제천(충청북도 농업기술원),001,00122017001850,90.7,18.1,503,1,5,0337,002,2017,1776123652874,2017-04-20,44,8,R13002,오대벼,5,76
안동,안동(경상북도 농업기술원),001,00122017001880,99.3,18,427,1,5,0351,002,2017,1776123652874,2017-04-20,45,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122017001889,75,18.9,525,1,5,0336,002,2017,1776123652874,2017-04-20,46,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122017001887,86,20.8,578,1,5,0336,002,2017,1776123652874,2017-04-20,47,8,R13003,진부올벼,5,76
영덕,영덕(국립식량과학원),001,00122017001833,81.1,19.2,457,1,5,0338,002,2017,1776123652874,2017-04-20,48,8,R22009,화영벼,5,76
영덕,영덕(국립식량과학원),001,00122017001832,82.3,18.7,445,1,5,0338,002,2017,1776123652874,2017-04-20,49,8,R22083,삼덕,5,76
영덕,영덕(국립식량과학원),001,00122017001834,80,20.8,495,1,5,0338,002,2017,1776123652874,2017-04-20,50,8,R23004,화성벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001839,77.9,14.3,367,1,5,0333,002,2017,1776123652874,2017-04-25,51,8,R32001,일품벼,5,76
청원,청원(충청북도 농업기술원),001,00122017001852,74.4,17.7,421,1,5,2325,002,2017,1776123652874,2017-04-25,52,8,R32001,일품벼,5,76
안동,안동(경상북도 농업기술원),001,00122017001877,81.8,16.7,396,1,5,0351,002,2017,1776123652874,2017-04-20,53,8,R32001,일품벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122017001829,101.3,18.5,441,1,5,0332,002,2017,1776123652874,2017-04-20,54,8,R32003,대안벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001840,80.8,15.4,421,1,5,0333,002,2017,1776123652874,2017-04-25,55,8,R32003,대안벼,5,76
청원,청원(충청북도 농업기술원),001,00122017001853,78.4,19.2,457,1,5,2325,002,2017,1776123652874,2017-04-25,56,8,R32003,대안벼,5,76
익산,익산(전북특별자치도 농업기술원),001,00122017001864,82.8,15.8,376,1,5,0326,002,2017,1776123652874,2017-04-30,57,8,R32006,일미벼,5,76
계화,계화(국립식량과학원),001,00122017001820,81.7,15,357,1,5,0343,002,2017,1776123652874,2017-04-30,58,8,R32011,남평벼,5,76
영덕,영덕(국립식량과학원),001,00122017001831,79.2,19.5,464,1,5,0338,002,2017,1776123652874,2017-04-20,59,8,R32011,남평벼,5,76
예산,예산(충청남도 농업기술원),001,00122017001856,88.6,21.5,511.7,1,5,0350,002,2017,1776123652874,2017-04-25,60,8,R32011,남평벼,5,76
익산,익산(전북특별자치도 농업기술원),001,00122017001862,85.2,15.5,369,1,5,0326,002,2017,1776123652874,2017-04-30,61,8,R32011,남평벼,5,76
안동,안동(경상북도 농업기술원),001,00122017001878,88.7,24,570,1,5,0351,002,2017,1776123652874,2017-04-20,62,8,R32015,새추청,5,76
익산,익산(전북특별자치도 농업기술원),001,00122017001863,90,14,333,1,5,0326,002,2017,1776123652874,2017-04-30,63,8,R32016,신동진,5,76
계화,계화(국립식량과학원),001,00122017001819,86.9,14.6,348,1,5,0343,002,2017,1776123652874,2017-04-30,64,8,R32068,동진1호,5,76
화성,화성(경기도 경기도농업기술원),001,00122017001828,96.2,17,405,1,5,0332,002,2017,1776123652874,2017-04-20,65,8,R32082,삼광,5,76
청원,청원(충청북도 농업기술원),001,00122017001851,82.3,18.6,443,1,5,2325,002,2017,1776123652874,2017-04-25,66,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122017001859,92.4,23.6,561.7,1,5,0350,002,2017,1776123652874,2017-04-25,67,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122017001855,96.1,21.5,511.7,1,5,0350,002,2017,1776123652874,2017-04-25,68,8,R32084,새누리,5,76
익산,익산(전북특별자치도 농업기술원),001,00122017001860,88.3,15.3,364,1,5,0326,002,2017,1776123652874,2017-04-30,69,8,R32084,새누리,5,76
계화,계화(국립식량과학원),001,00122017001821,87.5,16.1,383,1,5,0343,002,2017,1776123652874,2017-04-30,70,8,R32088,청호,5,76
예산,예산(충청남도 농업기술원),001,00122017001858,80.9,22.2,528.4,1,5,0350,002,2017,1776123652874,2017-04-25,71,8,R32091,호품,5,76
익산,익산(전북특별자치도 농업기술원),001,00122017001861,77.7,15.7,374,1,5,0326,002,2017,1776123652874,2017-04-30,72,8,R32091,호품,5,76
안동,안동(경상북도 농업기술원),001,00122017001876,82,17,405,1,5,0351,002,2017,1776123652874,2017-04-20,73,8,R32093,새일미,5,76
화성,화성(경기도 경기도농업기술원),001,00122017001827,91.3,18,429,1,5,0332,002,2017,1776123652874,2017-04-20,74,8,R33009,추청,5,76
청원,청원(충청북도 농업기술원),001,00122017001854,81,19.9,474,1,5,2325,002,2017,1776123652874,2017-04-25,75,8,R33009,추청,5,76
예산,예산(충청남도 농업기술원),001,00122017001857,90.5,26.5,630.7,1,5,0350,002,2017,1776123652874,2017-04-25,76,8,R33009,추청,5,76
나주,나주(전라남도 농업기술원),001,00122018001941,71.5,15.7,374,1,5,0352,002,2018,1776123653531,2018-05-10,1,3,R32006,일미벼,5,75
나주,나주(전라남도 농업기술원),001,00122018001944,69.4,20.1,478,1,5,0352,002,2018,1776123653531,2018-05-10,2,3,R32081,미품,5,75
나주,나주(전라남도 농업기술원),001,00122018001943,78.5,16.2,386,1,5,0352,002,2018,1776123653531,2018-05-10,3,3,R32084,새누리,5,75
나주,나주(전라남도 농업기술원),001,00122018001942,79.1,18.9,450,1,5,0352,002,2018,1776123653531,2018-05-10,4,3,R32090,호평,5,75
나주,나주(전라남도 농업기술원),001,00122018001945,58.9,18.6,443,1,5,0352,002,2018,1776123653531,2018-05-10,5,3,R32092,현품,5,75
대구,대구(경상북도 농업기술원),001,00122018001946,80.5,17.6,418.9,1,5,0340,002,2018,1776123653531,2018-04-30,6,4,R22009,화영벼,5,75
대구,대구(경상북도 농업기술원),001,00122018001948,76.4,17.7,421.3,1,5,0340,002,2018,1776123653531,2018-04-30,7,4,R22083,삼덕,5,75
대구,대구(경상북도 농업기술원),001,00122018001947,80.8,17.9,427,1,5,0340,002,2018,1776123653531,2018-04-30,8,4,R32001,일품벼,5,75
대구,대구(경상북도 농업기술원),001,00122018001949,78.4,18.4,437.9,1,5,0340,002,2018,1776123653531,2018-04-30,9,4,R32082,삼광,5,75
대구,대구(경상북도 농업기술원),001,00122018001950,78.2,16.9,402.2,1,5,0340,002,2018,1776123653531,2018-04-30,10,4,R32093,새일미,5,75
진주,진주(경상남도 농업기술원),001,00122018001956,72.8,15.2,362,1,5,0335,002,2018,1776123653531,2018-05-10,11,6,R22009,화영벼,5,75
진주,진주(경상남도 농업기술원),001,00122018001958,74.3,16.5,392.7,1,5,0335,002,2018,1776123653531,2018-05-10,12,6,R32008,동안벼,5,75
진주,진주(경상남도 농업기술원),001,00122018001960,74.6,14.2,338,1,5,0335,002,2018,1776123653531,2018-05-10,13,6,R32068,동진1호,5,75
진주,진주(경상남도 농업기술원),001,00122018001959,68,13.3,316.5,1,5,0335,002,2018,1776123653531,2018-05-10,14,6,R32069,주남,5,75
진주,진주(경상남도 농업기술원),001,00122018001957,69.8,13.7,326.1,1,5,0335,002,2018,1776123653531,2018-05-10,15,6,R32093,새일미,5,75
철원,철원(국립식량과학원),001,00122018001893,97,17.3,480,1,5,0331,002,2018,1776123653531,2018-04-20,16,8,R12004,진부벼,5,75
운봉,운봉(국립식량과학원),001,00122018001901,101.5,22.3,619,1,5,0330,002,2018,1776123653531,2018-04-20,17,8,R12004,진부벼,5,75
진부,진부(국립식량과학원),001,00122018001962,84.5,19.2,533,1,5,0336,002,2018,1776123653531,2018-04-20,18,8,R12004,진부벼,5,75
상주,상주(국립식량과학원),001,00122018001905,80.7,16.5,458.7,1,5,0329,002,2018,1776123653531,2018-04-25,19,8,R12005,상주벼,5,75
제천,제천(충청북도 농업기술원),001,00122018001929,80.4,16.4,455.9,1,5,0337,002,2018,1776123653531,2018-04-20,20,8,R12005,상주벼,5,75
제천,제천(충청북도 농업기술원),001,00122018001928,80.6,15.4,428.1,1,5,0337,002,2018,1776123653531,2018-04-20,21,8,R12016,상미,5,75
운봉,운봉(국립식량과학원),001,00122018001900,86.1,21.9,609,1,5,0330,002,2018,1776123653531,2018-04-20,22,8,R12019,삼천벼,5,75
철원,철원(국립식량과학원),001,00122018001892,89.7,17.1,475.4,1,5,0331,002,2018,1776123653531,2018-04-20,23,8,R12072,태봉,5,75
철원,철원(국립식량과학원),001,00122018001891,84.2,15.8,439.7,1,5,0331,002,2018,1776123653531,2018-04-20,24,8,R12079,운광,5,75
운봉,운봉(국립식량과학원),001,00122018001899,89,18,500,1,5,0330,002,2018,1776123653531,2018-04-20,25,8,R12079,운광,5,75
상주,상주(국립식량과학원),001,00122018001904,86.7,15.2,422.6,1,5,0329,002,2018,1776123653531,2018-04-25,26,8,R12079,운광,5,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001917,84.8,14.4,373.7,1,5,0333,002,2018,1776123653531,2018-04-25,27,8,R12079,운광,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001921,76.8,17,416.7,1,5,0344,002,2018,1776123653531,2018-04-20,28,8,R12079,운광,5,75
제천,제천(충청북도 농업기술원),001,00122018001930,83.2,14.6,405.9,1,5,0337,002,2018,1776123653531,2018-04-20,29,8,R12079,운광,5,75
안동,안동(경상북도 농업기술원),001,00122018001952,88,16,380,1,5,0351,002,2018,1776123653531,2018-04-20,30,8,R12079,운광,5,75
철원,철원(국립식량과학원),001,00122018001890,79.1,16.9,470.7,1,5,0331,002,2018,1776123653531,2018-04-20,31,8,R12080,조운,5,75
상주,상주(국립식량과학원),001,00122018001903,81.8,18.7,520.8,1,5,0329,002,2018,1776123653531,2018-04-25,32,8,R12085,설레미,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001922,83.1,14.9,365.2,1,5,0344,002,2018,1776123653531,2018-04-20,33,8,R12086,오대1호,5,75
진부,진부(국립식량과학원),001,00122018001964,85.4,16.6,461,1,5,0336,002,2018,1776123653531,2018-04-20,34,8,R12092,한설,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001920,85.2,19.1,468.1,1,5,0344,002,2018,1776123653531,2018-04-20,35,8,R12093,오륜,5,75
철원,철원(국립식량과학원),001,00122018001894,89.9,18.8,523.6,1,5,0331,002,2018,1776123653531,2018-04-20,36,8,R13002,오대벼,5,75
운봉,운봉(국립식량과학원),001,00122018001902,87.5,18.1,502,1,5,0330,002,2018,1776123653531,2018-04-20,37,8,R13002,오대벼,5,75
상주,상주(국립식량과학원),001,00122018001906,88.7,15.5,429.5,1,5,0329,002,2018,1776123653531,2018-04-25,38,8,R13002,오대벼,5,75
화성,화성(경기도 경기도농업기술원),001,00122018001914,95.6,14.1,335.7,1,5,0332,002,2018,1776123653531,2018-04-20,39,8,R13002,오대벼,5,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001918,83.6,14.6,371.5,1,5,0333,002,2018,1776123653531,2018-04-25,40,8,R13002,오대벼,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001919,79.8,15,365,1,5,0344,002,2018,1776123653531,2018-04-20,41,8,R13002,오대벼,5,75
제천,제천(충청북도 농업기술원),001,00122018001927,84.2,16.3,453.1,1,5,0337,002,2018,1776123653531,2018-04-20,42,8,R13002,오대벼,5,75
안동,안동(경상북도 농업기술원),001,00122018001951,88.9,15.5,368.9,1,5,0351,002,2018,1776123653531,2018-04-20,43,8,R13002,오대벼,5,75
진부,진부(국립식량과학원),001,00122018001961,73.4,17.2,478,1,5,0336,002,2018,1776123653531,2018-04-20,44,8,R13002,오대벼,5,75
진부,진부(국립식량과학원),001,00122018001963,82.6,23.5,653,1,5,0336,002,2018,1776123653531,2018-04-20,45,8,R13003,진부올벼,5,75
영덕,영덕(국립식량과학원),001,00122018001909,72.5,18.1,430.8,1,5,0338,002,2018,1776123653531,2018-04-20,46,8,R22009,화영벼,5,75
영덕,영덕(국립식량과학원),001,00122018001908,72.5,17.4,414.1,1,5,0338,002,2018,1776123653531,2018-04-20,47,8,R22083,삼덕,5,75
영덕,영덕(국립식량과학원),001,00122018001910,72.4,17.3,412,1,5,0338,002,2018,1776123653531,2018-04-20,48,8,R23004,화성벼,5,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001915,73.4,16.2,422.7,1,5,0333,002,2018,1776123653531,2018-04-25,49,8,R32001,일품벼,5,75
청원,청원(충청북도 농업기술원),001,00122018001925,73,17.8,424,1,5,2325,002,2018,1776123653531,2018-04-25,50,8,R32001,일품벼,5,75
안동,안동(경상북도 농업기술원),001,00122018001954,77.2,17.1,406,1,5,0351,002,2018,1776123653531,2018-04-20,51,8,R32001,일품벼,5,75
화성,화성(경기도 경기도농업기술원),001,00122018001913,87.8,17.4,414.3,1,5,0332,002,2018,1776123653531,2018-04-20,52,8,R32003,대안벼,5,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001916,73,15.5,410.1,1,5,0333,002,2018,1776123653531,2018-04-25,53,8,R32003,대안벼,5,75
청원,청원(충청북도 농업기술원),001,00122018001924,75.8,17.6,419,1,5,2325,002,2018,1776123653531,2018-04-25,54,8,R32003,대안벼,5,75
익산,익산(전북특별자치도 농업기술원),001,00122018001936,72.6,15.4,366.5,1,5,0326,002,2018,1776123653531,2018-04-30,55,8,R32006,일미벼,5,75
계화,계화(국립식량과학원),001,00122018001896,70.6,13.8,329,1,5,0343,002,2018,1776123653531,2018-04-30,56,8,R32011,남평벼,5,75
영덕,영덕(국립식량과학원),001,00122018001907,69,16.9,402.2,1,5,0338,002,2018,1776123653531,2018-04-20,57,8,R32011,남평벼,5,75
예산,예산(충청남도 농업기술원),001,00122018001934,77.8,17.7,421.3,1,5,0350,002,2018,1776123653531,2018-04-25,58,8,R32011,남평벼,5,75
익산,익산(전북특별자치도 농업기술원),001,00122018001938,74.8,15.3,364.1,1,5,0326,002,2018,1776123653531,2018-04-30,59,8,R32011,남평벼,5,75
안동,안동(경상북도 농업기술원),001,00122018001953,74.1,21.2,504,1,5,0351,002,2018,1776123653531,2018-04-20,60,8,R32015,새추청,5,75
계화,계화(국립식량과학원),001,00122018001898,85.3,12.5,297,1,5,0343,002,2018,1776123653531,2018-04-30,61,8,R32016,신동진,5,75
익산,익산(전북특별자치도 농업기술원),001,00122018001937,81.6,13.8,330.8,1,5,0326,002,2018,1776123653531,2018-04-30,62,8,R32016,신동진,5,75
계화,계화(국립식량과학원),001,00122018001895,79.6,12.2,290,1,5,0343,002,2018,1776123653531,2018-04-30,63,8,R32068,동진1호,5,75
화성,화성(경기도 경기도농업기술원),001,00122018001912,87.3,16.3,388.1,1,5,0332,002,2018,1776123653531,2018-04-20,64,8,R32082,삼광,5,75
청원,청원(충청북도 농업기술원),001,00122018001926,75.3,17,405,1,5,2325,002,2018,1776123653531,2018-04-25,65,8,R32082,삼광,5,75
예산,예산(충청남도 농업기술원),001,00122018001931,78.5,15.8,376,1,5,0350,002,2018,1776123653531,2018-04-25,66,8,R32082,삼광,5,75
예산,예산(충청남도 농업기술원),001,00122018001935,82.1,17.1,407,1,5,0350,002,2018,1776123653531,2018-04-25,67,8,R32084,새누리,5,75
익산,익산(전북특별자치도 농업기술원),001,00122018001940,81.3,15.1,359.4,1,5,0326,002,2018,1776123653531,2018-04-30,68,8,R32084,새누리,5,75
계화,계화(국립식량과학원),001,00122018001897,75.9,14.7,350,1,5,0343,002,2018,1776123653531,2018-04-30,69,8,R32088,청호,5,75
예산,예산(충청남도 농업기술원),001,00122018001932,78.8,15.7,373.7,1,5,0350,002,2018,1776123653531,2018-04-25,70,8,R32091,호품,5,75
익산,익산(전북특별자치도 농업기술원),001,00122018001939,71.8,15.7,373.7,1,5,0326,002,2018,1776123653531,2018-04-30,71,8,R32091,호품,5,75
안동,안동(경상북도 농업기술원),001,00122018001955,77.8,17.4,415,1,5,0351,002,2018,1776123653531,2018-04-20,72,8,R32093,새일미,5,75
화성,화성(경기도 경기도농업기술원),001,00122018001911,86.8,20.1,478.6,1,5,0332,002,2018,1776123653531,2018-04-20,73,8,R33009,추청,5,75
청원,청원(충청북도 농업기술원),001,00122018001923,75.2,18.1,431,1,5,2325,002,2018,1776123653531,2018-04-25,74,8,R33009,추청,5,75
예산,예산(충청남도 농업기술원),001,00122018001933,81.1,20.4,485.5,1,5,0350,002,2018,1776123653531,2018-04-25,75,8,R33009,추청,5,75
나주,나주(전라남도 농업기술원),001,00122019002250,,,,1,,0352,002,2019,1776123654071,2019-05-10,1,3,R32006,일미벼,5,75
나주,나주(전라남도 농업기술원),001,00122019002251,,,,1,,0352,002,2019,1776123654071,2019-05-10,2,3,R32016,신동진,5,75
나주,나주(전라남도 농업기술원),001,00122019002253,,,,1,,0352,002,2019,1776123654071,2019-05-10,3,3,R32081,미품,5,75
나주,나주(전라남도 농업기술원),001,00122019002254,,,,1,,0352,002,2019,1776123654071,2019-05-10,4,3,R32092,현품,5,75
나주,나주(전라남도 농업기술원),001,00122019002252,,,,1,,0352,002,2019,1776123654071,2019-05-10,5,3,R46054,새청무,5,75
대구,대구(경상북도 농업기술원),001,00122019002255,,,,1,,0340,002,2019,1776123654071,2019-04-30,6,4,R22009,화영벼,5,75
대구,대구(경상북도 농업기술원),001,00122019002257,,,,1,,0340,002,2019,1776123654071,2019-04-30,7,4,R22083,삼덕,5,75
대구,대구(경상북도 농업기술원),001,00122019002256,,,,1,,0340,002,2019,1776123654071,2019-04-30,8,4,R32001,일품벼,5,75
대구,대구(경상북도 농업기술원),001,00122019002258,,,,1,,0340,002,2019,1776123654071,2019-04-30,9,4,R32082,삼광,5,75
대구,대구(경상북도 농업기술원),001,00122019002259,,,,1,,0340,002,2019,1776123654071,2019-04-30,10,4,R32093,새일미,5,75
진주,진주(경상남도 농업기술원),001,00122019002267,,,,1,,0335,002,2019,1776123654071,2019-05-10,11,6,R32008,동안벼,5,75
진주,진주(경상남도 농업기술원),001,00122019002268,,,,1,,0335,002,2019,1776123654071,2019-05-10,12,6,R32068,동진1호,5,75
진주,진주(경상남도 농업기술원),001,00122019002266,,,,1,,0335,002,2019,1776123654071,2019-05-10,13,6,R32093,새일미,5,75
진주,진주(경상남도 농업기술원),001,00122019002265,,,,1,,0335,002,2019,1776123654071,2019-05-10,14,6,R46055,해품,5,75
진주,진주(경상남도 농업기술원),001,00122019002269,,,,1,,0335,002,2019,1776123654071,2019-05-10,15,6,R46056,영호진미,5,75
철원,철원(국립식량과학원),001,00122019002200,,,,1,,0331,002,2019,1776123654071,2019-04-20,16,8,R12004,진부벼,5,75
운봉,운봉(국립식량과학원),001,00122019002209,,,,1,,0330,002,2019,1776123654071,2019-04-20,17,8,R12004,진부벼,5,75
진부,진부(국립식량과학원),001,00122019002271,,,,1,,0336,002,2019,1776123654071,2019-04-20,18,8,R12004,진부벼,5,75
상주,상주(국립식량과학원),001,00122019002213,,,,1,,0329,002,2019,1776123654071,2019-04-25,19,8,R12005,상주벼,5,75
제천,제천(충청북도 농업기술원),001,00122019002238,,,,1,,0337,002,2019,1776123654071,2019-04-20,20,8,R12005,상주벼,5,75
제천,제천(충청북도 농업기술원),001,00122019002237,,,,1,,0337,002,2019,1776123654071,2019-04-20,21,8,R12016,상미,5,75
운봉,운봉(국립식량과학원),001,00122019002210,,,,1,,0330,002,2019,1776123654071,2019-04-20,22,8,R12019,삼천벼,5,75
철원,철원(국립식량과학원),001,00122019002201,,,,1,,0331,002,2019,1776123654071,2019-04-20,23,8,R12072,태봉,5,75
철원,철원(국립식량과학원),001,00122019002202,,,,1,,0331,002,2019,1776123654071,2019-04-20,24,8,R12079,운광,5,75
운봉,운봉(국립식량과학원),001,00122019002211,,,,1,,0330,002,2019,1776123654071,2019-04-20,25,8,R12079,운광,5,75
상주,상주(국립식량과학원),001,00122019002214,,,,1,,0329,002,2019,1776123654071,2019-04-25,26,8,R12079,운광,5,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002225,,,,1,,0333,002,2019,1776123654071,2019-04-25,27,8,R12079,운광,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002230,,,,1,,0344,002,2019,1776123654071,2019-04-20,28,8,R12079,운광,5,75
제천,제천(충청북도 농업기술원),001,00122019002239,,,,1,,0337,002,2019,1776123654071,2019-04-20,29,8,R12079,운광,5,75
안동,안동(경상북도 농업기술원),001,00122019002261,,,,1,,0351,002,2019,1776123654071,2019-04-20,30,8,R12079,운광,5,75
철원,철원(국립식량과학원),001,00122019002203,,,,1,,0331,002,2019,1776123654071,2019-04-20,31,8,R12080,조운,5,75
상주,상주(국립식량과학원),001,00122019002215,,,,1,,0329,002,2019,1776123654071,2019-04-25,32,8,R12085,설레미,5,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002231,,,,1,,0344,002,2019,1776123654071,2019-04-20,33,8,R12086,오대1호,5,75
진부,진부(국립식량과학원),001,00122019002273,,,,1,,0336,002,2019,1776123654071,2019-04-20,34,8,R12092,한설,5,75
