areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,now,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
제천,제천(충청북도 농업기술원),001,00122022002451,88.5,15.7,436.5,1,5,0337,002,2022,1776123658461,15.7,43,8,R13002,오대벼,5,76
안동,안동(경상북도 농업기술원),001,00122022002476,100.1,19.5,464.1,1,5,0351,002,2022,1776123658461,19.5,44,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122022002486,77.96666666666665,16.233333333333334,451.2866666666667,1,5,0336,002,2022,1776123658461,16.233333333333334,45,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122022002488,87.48333333333335,22.483333333333334,625.0366666666667,1,5,0336,002,2022,1776123658461,22.483333333333334,46,8,R13003,진부올벼,5,76
영덕,영덕(국립식량과학원),001,00122022002432,86.1,15.5,368.90000000000003,1,5,0338,002,2022,1776123658461,15.5,47,8,R22009,화영벼,5,76
영덕,영덕(국립식량과학원),001,00122022002433,83.2,14.5,345.1,1,5,0338,002,2022,1776123658461,14.5,48,8,R22083,삼덕,5,76
영덕,영덕(국립식량과학원),001,00122022002431,83.8,14.8,352.24,1,5,0338,002,2022,1776123658461,14.8,49,8,R23004,화성벼,5,76
청원,청원(충청북도 농업기술원),001,00122022002449,72,17.2,409.4,1,5,2325,002,2022,1776123658461,17.2,50,8,R32001,일품벼,5,76
안동,안동(경상북도 농업기술원),001,00122022002479,78.5,18,428.8,1,5,0351,002,2022,1776123658461,18,51,8,R32001,일품벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122022002436,95.2,19.7,468.86,1,5,0332,002,2022,1776123658461,19.7,52,8,R32003,대안벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002441,76,13.1,311.1,1,5,0333,002,2022,1776123658461,13.1,53,8,R32003,대안벼,5,76
청원,청원(충청북도 농업기술원),001,00122022002448,80.7,18.1,430.8,1,5,2325,002,2022,1776123658461,18.1,54,8,R32003,대안벼,5,76
계화,계화(국립식량과학원),001,00122022002421,71.2,15.9,379,1,5,0343,002,2022,1776123658461,15.9,55,8,R32011,남평벼,5,76
영덕,영덕(국립식량과학원),001,00122022002434,79.5,14.7,349.86,1,5,0338,002,2022,1776123658461,14.7,56,8,R32011,남평벼,5,76
익산,익산(전북특별자치도 농업기술원),001,00122022002462,78.4,16.5,392.7,1,5,0326,002,2022,1776123658461,16.5,57,8,R32011,남평벼,5,76
안동,안동(경상북도 농업기술원),001,00122022002478,83.2,20.5,487.9,1,5,0351,002,2022,1776123658461,20.5,58,8,R32015,새추청,5,76
계화,계화(국립식량과학원),001,00122022002419,81.4,13.1,312,1,5,0343,002,2022,1776123658461,13.1,59,8,R32016,신동진,5,76
익산,익산(전북특별자치도 농업기술원),001,00122022002461,84.1,15.4,366.52000000000004,1,5,0326,002,2022,1776123658461,15.4,60,8,R32016,신동진,5,76
계화,계화(국립식량과학원),001,00122022002422,79.3,13.1,312,1,5,0343,002,2022,1776123658461,13.1,61,8,R32068,동진1호,5,76
화성,화성(경기도 경기도농업기술원),001,00122022002437,96.6,18.1,430.78000000000003,1,5,0332,002,2022,1776123658461,18.1,62,8,R32082,삼광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002442,79.5,13.4,324.8,1,5,0333,002,2022,1776123658461,13.4,63,8,R32082,삼광,5,76
청원,청원(충청북도 농업기술원),001,00122022002450,79.2,17.8,423.6,1,5,2325,002,2022,1776123658461,17.8,64,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122022002455,85.8,19.1,454.6,1,5,0350,002,2022,1776123658461,19.1,65,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122022002459,89.5,16.3,387.9,1,5,0350,002,2022,1776123658461,16.3,66,8,R32084,새누리,5,76
익산,익산(전북특별자치도 농업기술원),001,00122022002464,83.8,16,380.8,1,5,0326,002,2022,1776123658461,16,67,8,R32084,새누리,5,76
계화,계화(국립식량과학원),001,00122022002420,73.1,16.2,386,1,5,0343,002,2022,1776123658461,16.2,68,8,R32088,청호,5,76
예산,예산(충청남도 농업기술원),001,00122022002456,77.9,19.5,464.1,1,5,0350,002,2022,1776123658461,19.5,69,8,R32091,호품,5,76
익산,익산(전북특별자치도 농업기술원),001,00122022002463,73.8,16.6,395.08000000000004,1,5,0326,002,2022,1776123658461,16.6,70,8,R32091,호품,5,76
예산,예산(충청남도 농업기술원),001,00122022002458,84.1,17.3,411.7,1,5,0350,002,2022,1776123658461,17.3,71,8,R32093,새일미,5,76
안동,안동(경상북도 농업기술원),001,00122022002480,79.6,16.4,391.1,1,5,0351,002,2022,1776123658461,16.4,72,8,R32093,새일미,5,76
화성,화성(경기도 경기도농업기술원),001,00122022002438,91.4,20.6,490.28000000000003,1,5,0332,002,2022,1776123658461,20.6,73,8,R33009,추청,5,76
청원,청원(충청북도 농업기술원),001,00122022002447,78.2,18.6,442.7,1,5,2325,002,2022,1776123658461,18.6,74,8,R33009,추청,5,76
예산,예산(충청남도 농업기술원),001,00122022002457,81.2,18.3,435.5,1,5,0350,002,2022,1776123658461,18.3,75,8,R33009,추청,5,76
익산,익산(전북특별자치도 농업기술원),001,00122022002460,74.1,16.5,392.7,1,5,0326,002,2022,1776123658461,16.5,76,8,R46058,예찬,5,76
나주,나주(전라남도 농업기술원),001,00122023002559,88.8,14.5,345,1,5,0352,002,2023,1776123660826,14.5,1,3,R32006,일미벼,5,76
나주,나주(전라남도 농업기술원),001,00122023002560,95.4,14.8,352,1,5,0352,002,2023,1776123660826,14.8,2,3,R32016,신동진,5,76
나주,나주(전라남도 농업기술원),001,00122023002562,81.8,16.9,402,1,5,0352,002,2023,1776123660826,16.9,3,3,R32081,미품,5,76
나주,나주(전라남도 농업기술원),001,00122023002563,76.2,17.2,409,1,5,0352,002,2023,1776123660826,17.2,4,3,R32092,현품,5,76
나주,나주(전라남도 농업기술원),001,00122023002564,90.6,14.1,336,1,5,0352,002,2023,1776123660826,14.1,5,3,R32093,새일미,5,76
나주,나주(전라남도 농업기술원),001,00122023002561,92,16.4,390,1,5,0352,002,2023,1776123660826,16.4,6,3,R46054,새청무,5,76
대구,대구(경상북도 농업기술원),001,00122023002565,80.4,13.5,321.3,1,5,0340,002,2023,1776123660826,13.5,7,4,R22009,화영벼,5,76
대구,대구(경상북도 농업기술원),001,00122023002567,82.5,15.6,371.3,1,5,0340,002,2023,1776123660826,15.6,8,4,R22083,삼덕,5,76
대구,대구(경상북도 농업기술원),001,00122023002566,81,16,380.8,1,5,0340,002,2023,1776123660826,16,9,4,R32001,일품벼,5,76
대구,대구(경상북도 농업기술원),001,00122023002568,85.3,16.5,392.7,1,5,0340,002,2023,1776123660826,16.5,10,4,R32082,삼광,5,76
대구,대구(경상북도 농업기술원),001,00122023002569,84,16.5,392.7,1,5,0340,002,2023,1776123660826,16.5,11,4,R32093,새일미,5,76
진주,진주(경상남도 농업기술원),001,00122023002577,89.98166666666667,15.016666666666665,357.39666666666664,1,5,0335,002,2023,1776123660826,15.016666666666665,12,6,R32008,동안벼,5,76
진주,진주(경상남도 농업기술원),001,00122023002578,94.15499999999998,13.949999999999997,332.00999999999993,1,5,0335,002,2023,1776123660826,13.949999999999997,13,6,R32068,동진1호,5,76
진주,진주(경상남도 농업기술원),001,00122023002576,89.76666666666665,14.516666666666665,345.49666666666667,1,5,0335,002,2023,1776123660826,14.516666666666665,14,6,R32093,새일미,5,76
진주,진주(경상남도 농업기술원),001,00122023002575,80.88666666666667,15.516666666666665,369.2966666666667,1,5,0335,002,2023,1776123660826,15.516666666666665,15,6,R46055,해품,5,76
진주,진주(경상남도 농업기술원),001,00122023002579,78.67333333333334,17.566666666666666,418.0866666666667,1,5,0335,002,2023,1776123660826,17.566666666666666,16,6,R46056,영호진미,5,76
계화,계화(국립식량과학원),001,00122023002514,89.6,13.8,329,1,5,0343,002,2023,1776123660826,13.8,17,8,R10123,참동진,5,76
익산,익산(전북특별자치도 농업기술원),001,00122023002557,88.2,16,380.8,1,5,0326,002,2023,1776123660826,16,18,8,R10123,참동진,5,76
철원,철원(국립식량과학원),001,00122023002509,107.9,21.7,602.2,1,5,0331,002,2023,1776123660826,21.7,19,8,R12004,진부벼,5,76
운봉,운봉(국립식량과학원),001,00122023002518,92.5,15.2,422,1,5,0330,002,2023,1776123660826,15.2,20,8,R12004,진부벼,5,76
진부,진부(국립식량과학원),001,00122023002581,88.63333333333332,20.916666666666668,581.4833333333333,1,5,0336,002,2023,1776123660826,20.916666666666668,21,8,R12004,진부벼,5,76
상주,상주(국립식량과학원),001,00122023002522,77.93333333333332,20.966666666666665,582.8733333333333,1,5,0329,002,2023,1776123660826,20.966666666666665,22,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122023002547,86.6,21.5,597.7,1,5,0337,002,2023,1776123660826,21.5,23,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122023002546,85.8,20.6,572.6,1,5,0337,002,2023,1776123660826,20.6,24,8,R12016,상미,5,76
운봉,운봉(국립식량과학원),001,00122023002519,85.5,15.7,436,1,5,0330,002,2023,1776123660826,15.7,25,8,R12019,삼천벼,5,76
철원,철원(국립식량과학원),001,00122023002510,100.4,19.7,548.3,1,5,0331,002,2023,1776123660826,19.7,26,8,R12072,태봉,5,76
철원,철원(국립식량과학원),001,00122023002511,88.3,19,529.1,1,5,0331,002,2023,1776123660826,19,27,8,R12079,운광,5,76
운봉,운봉(국립식량과학원),001,00122023002520,86.2,16.9,469,1,5,0330,002,2023,1776123660826,16.9,28,8,R12079,운광,5,76
상주,상주(국립식량과학원),001,00122023002523,89.06666666666667,22.766666666666665,632.9133333333333,1,5,0329,002,2023,1776123660826,22.766666666666665,29,8,R12079,운광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002534,89.1,15.2,340.4,1,5,0333,002,2023,1776123660826,15.2,30,8,R12079,운광,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002539,83.5,14.7,324.3,1,5,0344,002,2023,1776123660826,14.7,31,8,R12079,운광,5,76
제천,제천(충청북도 농업기술원),001,00122023002548,89,16.8,467,1,5,0337,002,2023,1776123660826,16.8,32,8,R12079,운광,5,76
안동,안동(경상북도 농업기술원),001,00122023002571,90.4,15,357,1,5,0351,002,2023,1776123660826,15,33,8,R12079,운광,5,76
철원,철원(국립식량과학원),001,00122023002512,93.2,22.1,612.5,1,5,0331,002,2023,1776123660826,22.1,34,8,R12080,조운,5,76
상주,상주(국립식량과학원),001,00122023002524,81.66666666666667,24.766666666666665,688.5133333333333,1,5,0329,002,2023,1776123660826,24.766666666666665,35,8,R12085,설레미,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002540,90.1,13.4,298.8,1,5,0344,002,2023,1776123660826,13.4,36,8,R12086,오대1호,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002538,91.3,15.4,342,1,5,0344,002,2023,1776123660826,15.4,37,8,R12093,오륜,5,76
예산,예산(충청남도 농업기술원),001,00122023002551,80.025,16.6,395.08000000000004,1,5,0350,002,2023,1776123660826,16.6,38,8,R12122,친들,5,76
안동,안동(경상북도 농업기술원),001,00122023002570,88.5,17.4,414.1,1,5,0351,002,2023,1776123660826,17.4,39,8,R12123,해담쌀,5,76
철원,철원(국립식량과학원),001,00122023002508,99.1,21.8,599.6,1,5,0331,002,2023,1776123660826,21.8,40,8,R13002,오대벼,5,76
운봉,운봉(국립식량과학원),001,00122023002517,88,16,444,1,5,0330,002,2023,1776123660826,16,41,8,R13002,오대벼,5,76
상주,상주(국립식량과학원),001,00122023002521,88.95,22.38333333333333,622.2566666666665,1,5,0329,002,2023,1776123660826,22.38333333333333,42,8,R13002,오대벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122023002529,95.9,16.6,395.1,1,5,0332,002,2023,1776123660826,16.6,43,8,R13002,오대벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002533,92.4,16.3,361.8,1,5,0333,002,2023,1776123660826,16.3,44,8,R13002,오대벼,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002537,81.3,17.6,394.6,1,5,0344,002,2023,1776123660826,17.6,45,8,R13002,오대벼,5,76
제천,제천(충청북도 농업기술원),001,00122023002545,91.1,15.8,439.2,1,5,0337,002,2023,1776123660826,15.8,46,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122023002580,71.96666666666665,22.066666666666666,613.4533333333334,1,5,0336,002,2023,1776123660826,22.066666666666666,47,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122023002582,89.66666666666667,25,695,1,5,0336,002,2023,1776123660826,25,48,8,R13003,진부올벼,5,76
영덕,영덕(국립식량과학원),001,00122023002526,82.4,17.6,418.88000000000005,1,5,0338,002,2023,1776123660826,17.6,49,8,R22009,화영벼,5,76
영덕,영덕(국립식량과학원),001,00122023002527,81,17.6,418.88000000000005,1,5,0338,002,2023,1776123660826,17.6,50,8,R22083,삼덕,5,76
영덕,영덕(국립식량과학원),001,00122023002525,78.3,16.2,385.56,1,5,0338,002,2023,1776123660826,16.2,51,8,R23004,화성벼,5,76
청원,청원(충청북도 농업기술원),001,00122023002543,71.2,18,428.4,1,5,2325,002,2023,1776123660826,18,52,8,R32001,일품벼,5,76
안동,안동(경상북도 농업기술원),001,00122023002573,90,16.9,401.8,1,5,0351,002,2023,1776123660826,16.9,53,8,R32001,일품벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122023002530,95.7,19,452.2,1,5,0332,002,2023,1776123660826,19,54,8,R32003,대안벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002535,83.6,17.2,386.9,1,5,0333,002,2023,1776123660826,17.2,55,8,R32003,대안벼,5,76
청원,청원(충청북도 농업기술원),001,00122023002542,75.1,19.8,471.2,1,5,2325,002,2023,1776123660826,19.8,56,8,R32003,대안벼,5,76
계화,계화(국립식량과학원),001,00122023002515,79.2,17.8,424,1,5,0343,002,2023,1776123660826,17.8,57,8,R32011,남평벼,5,76
영덕,영덕(국립식량과학원),001,00122023002528,77.2,15.1,359.38,1,5,0338,002,2023,1776123660826,15.1,58,8,R32011,남평벼,5,76
익산,익산(전북특별자치도 농업기술원),001,00122023002556,78.7,16.7,397.5,1,5,0326,002,2023,1776123660826,16.7,59,8,R32011,남평벼,5,76
계화,계화(국립식량과학원),001,00122023002513,84.7,14.4,343,1,5,0343,002,2023,1776123660826,14.4,60,8,R32016,신동진,5,76
익산,익산(전북특별자치도 농업기술원),001,00122023002555,85.7,15.2,361.8,1,5,0326,002,2023,1776123660826,15.2,61,8,R32016,신동진,5,76
계화,계화(국립식량과학원),001,00122023002516,87.4,17.8,424,1,5,0343,002,2023,1776123660826,17.8,62,8,R32068,동진1호,5,76
화성,화성(경기도 경기도농업기술원),001,00122023002531,94.6,17.8,423.6,1,5,0332,002,2023,1776123660826,17.8,63,8,R32082,삼광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002536,77.9,15,328,1,5,0333,002,2023,1776123660826,15,64,8,R32082,삼광,5,76
청원,청원(충청북도 농업기술원),001,00122023002544,76.1,18,428.4,1,5,2325,002,2023,1776123660826,18,65,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122023002549,87.76666666666666,18.666666666666664,444.26666666666665,1,5,0350,002,2023,1776123660826,18.666666666666664,66,8,R32082,삼광,5,76
안동,안동(경상북도 농업기술원),001,00122023002572,99.2,18.6,443.1,1,5,0351,002,2023,1776123660826,18.6,67,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122023002553,90.42499999999998,17.775,423.04499999999996,1,5,0350,002,2023,1776123660826,17.775,68,8,R32084,새누리,5,76
익산,익산(전북특별자치도 농업기술원),001,00122023002558,85.9,16.2,385.6,1,5,0326,002,2023,1776123660826,16.2,69,8,R32084,새누리,5,76
예산,예산(충청남도 농업기술원),001,00122023002552,83.275,16.6,395.08000000000004,1,5,0350,002,2023,1776123660826,16.6,70,8,R32093,새일미,5,76
안동,안동(경상북도 농업기술원),001,00122023002574,90.6,16,380.8,1,5,0351,002,2023,1776123660826,16,71,8,R32093,새일미,5,76
화성,화성(경기도 경기도농업기술원),001,00122023002532,93,19.2,457,1,5,0332,002,2023,1776123660826,19.2,72,8,R33009,추청,5,76
청원,청원(충청북도 농업기술원),001,00122023002541,72.8,18.9,449.8,1,5,2325,002,2023,1776123660826,18.9,73,8,R33009,추청,5,76
진부,진부(국립식량과학원),001,00122023002583,90.88333333333332,20.21666666666667,562.0233333333334,1,5,0336,002,2023,1776123660826,20.21666666666667,74,8,R46057,한설,5,76
예산,예산(충청남도 농업기술원),001,00122023002550,76.225,18.775,446.845,1,5,0350,002,2023,1776123660826,18.775,75,8,R46058,예찬,5,76
익산,익산(전북특별자치도 농업기술원),001,00122023002554,74.9,16.9,402.2,1,5,0326,002,2023,1776123660826,16.9,76,8,R46058,예찬,5,76
나주,나주(전라남도 농업기술원),001,00122024002694,81.6,14.1,336,1,5,0352,002,2024,1776123661372,14.1,1,3,R32006,일미벼,5,76
나주,나주(전라남도 농업기술원),001,00122024002695,86.6,12.3,293,1,5,0352,002,2024,1776123661372,12.3,2,3,R32016,신동진,5,76
나주,나주(전라남도 농업기술원),001,00122024002697,73,14.3,340,1,5,0352,002,2024,1776123661372,14.3,3,3,R32081,미품,5,76
나주,나주(전라남도 농업기술원),001,00122024002698,70.2,16.1,383,1,5,0352,002,2024,1776123661372,16.1,4,3,R32092,현품,5,76
나주,나주(전라남도 농업기술원),001,00122024002699,81.5,13.1,312,1,5,0352,002,2024,1776123661372,13.1,5,3,R32093,새일미,5,76
나주,나주(전라남도 농업기술원),001,00122024002696,84.5,14.1,336,1,5,0352,002,2024,1776123661372,14.1,6,3,R46054,새청무,5,76
대구,대구(경상북도 농업기술원),001,00122024002700,80.2,14.5,345.1,1,5,0340,002,2024,1776123661372,14.5,7,4,R22009,화영벼,5,76
대구,대구(경상북도 농업기술원),001,00122024002702,83.9,14.9,354.6,1,5,0340,002,2024,1776123661372,14.9,8,4,R22083,삼덕,5,76
대구,대구(경상북도 농업기술원),001,00122024002701,78.2,15.9,378.4,1,5,0340,002,2024,1776123661372,15.9,9,4,R32001,일품벼,5,76
대구,대구(경상북도 농업기술원),001,00122024002703,81.7,15.5,368.9,1,5,0340,002,2024,1776123661372,15.5,10,4,R32082,삼광,5,76
대구,대구(경상북도 농업기술원),001,00122024002704,82.9,14.4,342.7,1,5,0340,002,2024,1776123661372,14.4,11,4,R32093,새일미,5,76
진주,진주(경상남도 농업기술원),001,00122024002712,81.46166666666666,14.003801169590645,333.29046783625733,1,5,0335,002,2024,1776123661372,14.003801169590645,12,6,R32008,동안벼,5,76
진주,진주(경상남도 농업기술원),001,00122024002713,83.30666666666666,13.165141612200436,313.3303703703704,1,5,0335,002,2024,1776123661372,13.165141612200436,13,6,R32068,동진1호,5,76
진주,진주(경상남도 농업기술원),001,00122024002711,82.14833333333333,14.925438596491228,355.22543859649124,1,5,0335,002,2024,1776123661372,14.925438596491228,14,6,R32093,새일미,5,76
진주,진주(경상남도 농업기술원),001,00122024002710,75.38333333333334,14.685500515995875,349.5149122807018,1,5,0335,002,2024,1776123661372,14.685500515995875,15,6,R46055,해품,5,76
진주,진주(경상남도 농업기술원),001,00122024002714,75.44666666666667,18.47017543859649,439.5901754385964,1,5,0335,002,2024,1776123661372,18.47017543859649,16,6,R46056,영호진미,5,76
계화,계화(국립식량과학원),001,00122024002649,87.925,15.116666666666667,360,1,5,0343,002,2024,1776123661372,15.116666666666667,17,8,R10123,참동진,5,76
익산,익산(전북특별자치도 농업기술원),001,00122024002692,89.4,16.7,397.5,1,5,0326,002,2024,1776123661372,16.7,18,8,R10123,참동진,5,76
철원,철원(국립식량과학원),001,00122024002644,99.6,18.8,521.4,1,5,0331,002,2024,1776123661372,18.8,19,8,R12004,진부벼,5,76
운봉,운봉(국립식량과학원),001,00122024002653,90.525,16.683333333333334,463.7966666666667,1,5,0330,002,2024,1776123661372,16.683333333333334,20,8,R12004,진부벼,5,76
진부,진부(국립식량과학원),001,00122024002716,94.55,19.099999999999998,530.9799999999999,1,5,0336,002,2024,1776123661372,19.099999999999998,21,8,R12004,진부벼,5,76
상주,상주(국립식량과학원),001,00122024002657,78.56666666666666,15,417,1,5,0329,002,2024,1776123661372,15,22,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122024002682,84.7,18.1,419.8,1,5,0337,002,2024,1776123661372,18.1,23,8,R12005,상주벼,5,76
제천,제천(충청북도 농업기술원),001,00122024002681,88.1,17.5,486.5,1,5,0337,002,2024,1776123661372,17.5,24,8,R12016,상미,5,76
운봉,운봉(국립식량과학원),001,00122024002654,81.5,15.761904761904763,438.1809523809524,1,5,0330,002,2024,1776123661372,15.761904761904763,25,8,R12019,삼천벼,5,76
철원,철원(국립식량과학원),001,00122024002645,94.9,16.8,466.6,1,5,0331,002,2024,1776123661372,16.8,26,8,R12072,태봉,5,76
철원,철원(국립식량과학원),001,00122024002646,93.1,17.4,482.8,1,5,0331,002,2024,1776123661372,17.4,27,8,R12079,운광,5,76
운봉,운봉(국립식량과학원),001,00122024002655,84.45,14.916666666666666,414.68333333333334,1,5,0330,002,2024,1776123661372,14.916666666666666,28,8,R12079,운광,5,76
상주,상주(국립식량과학원),001,00122024002658,85.16666666666667,15.7,436.46,1,5,0329,002,2024,1776123661372,15.7,29,8,R12079,운광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002669,79.5,13.2,284.5,1,5,0333,002,2024,1776123661372,13.2,30,8,R12079,운광,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002674,79.1,11.5,292.8,1,5,0344,002,2024,1776123661372,11.5,31,8,R12079,운광,5,76
제천,제천(충청북도 농업기술원),001,00122024002683,91.6,14.8,411.4,1,5,0337,002,2024,1776123661372,14.8,32,8,R12079,운광,5,76
안동,안동(경상북도 농업기술원),001,00122024002706,84.1,13.3,316.5,1,5,0351,002,2024,1776123661372,13.3,33,8,R12079,운광,5,76
철원,철원(국립식량과학원),001,00122024002647,86.9,18.3,508.8,1,5,0331,002,2024,1776123661372,18.3,34,8,R12080,조운,5,76
상주,상주(국립식량과학원),001,00122024002659,78.23333333333333,20.566666666666666,571.7533333333333,1,5,0329,002,2024,1776123661372,20.566666666666666,35,8,R12085,설레미,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002675,86,12,293.2,1,5,0344,002,2024,1776123661372,12,36,8,R12086,오대1호,5,76
진부,진부(국립식량과학원),001,00122024002718,99.76666666666667,15,417,1,5,0336,002,2024,1776123661372,15,37,8,R12092,한설,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002673,87,12.2,307.7,1,5,0344,002,2024,1776123661372,12.2,38,8,R12093,오륜,5,76
예산,예산(충청남도 농업기술원),001,00122024002686,76.8,19.7,468.86,1,5,0350,002,2024,1776123661372,19.7,39,8,R12122,친들,5,76
안동,안동(경상북도 농업기술원),001,00122024002705,86.4,17.4,414.1,1,5,0351,002,2024,1776123661372,17.4,40,8,R12123,해담쌀,5,76
철원,철원(국립식량과학원),001,00122024002643,96,18.3,509.6,1,5,0331,002,2024,1776123661372,18.3,41,8,R13002,오대벼,5,76
운봉,운봉(국립식량과학원),001,00122024002652,84.05,14,389.2,1,5,0330,002,2024,1776123661372,14,42,8,R13002,오대벼,5,76
상주,상주(국립식량과학원),001,00122024002656,95.81666666666666,17.466666666666665,485.5733333333333,1,5,0329,002,2024,1776123661372,17.466666666666665,43,8,R13002,오대벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122024002664,98.785,18.7125,438,1,5,0332,002,2024,1776123661372,18.7125,44,8,R13002,오대벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002668,87.3,14.5,313.5,1,5,0333,002,2024,1776123661372,14.5,45,8,R13002,오대벼,5,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002672,75.2,12.1,305.8,1,5,0344,002,2024,1776123661372,12.1,46,8,R13002,오대벼,5,76
제천,제천(충청북도 농업기술원),001,00122024002680,80.9,14.2,394.8,1,5,0337,002,2024,1776123661372,14.2,47,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122024002715,79.96666666666665,18.15,504.57,1,5,0336,002,2024,1776123661372,18.15,48,8,R13002,오대벼,5,76
진부,진부(국립식량과학원),001,00122024002717,79.78333333333333,23.150000000000002,643.57,1,5,0336,002,2024,1776123661372,23.150000000000002,49,8,R13003,진부올벼,5,76
영덕,영덕(국립식량과학원),001,00122024002661,70.23333333333333,14.183333333333332,337.56333333333333,1,5,0338,002,2024,1776123661372,14.183333333333332,50,8,R22009,화영벼,5,76
영덕,영덕(국립식량과학원),001,00122024002662,73.71666666666667,16.599999999999998,395.08,1,5,0338,002,2024,1776123661372,16.599999999999998,51,8,R22083,삼덕,5,76
영덕,영덕(국립식량과학원),001,00122024002660,72.03333333333333,16.2,385.56,1,5,0338,002,2024,1776123661372,16.2,52,8,R23004,화성벼,5,76
청원,청원(충청북도 농업기술원),001,00122024002678,82.8,17.5,333.2,1,5,2325,002,2024,1776123661372,17.5,53,8,R32001,일품벼,5,76
안동,안동(경상북도 농업기술원),001,00122024002708,82.3,16.8,399.8,1,5,0351,002,2024,1776123661372,16.8,54,8,R32001,일품벼,5,76
화성,화성(경기도 경기도농업기술원),001,00122024002665,100.12,21.1125,494,1,5,0332,002,2024,1776123661372,21.1125,55,8,R32003,대안벼,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002670,81.2,15.5,335.8,1,5,0333,002,2024,1776123661372,15.5,56,8,R32003,대안벼,5,76
청원,청원(충청북도 농업기술원),001,00122024002677,79.7,17.5,416.5,1,5,2325,002,2024,1776123661372,17.5,57,8,R32003,대안벼,5,76
계화,계화(국립식량과학원),001,00122024002650,78.7,18.6,443,1,5,0343,002,2024,1776123661372,18.6,58,8,R32011,남평벼,5,76
영덕,영덕(국립식량과학원),001,00122024002663,74.8,17.383333333333333,413.72333333333336,1,5,0338,002,2024,1776123661372,17.383333333333333,59,8,R32011,남평벼,5,76
익산,익산(전북특별자치도 농업기술원),001,00122024002691,78.3,19.3,459.3,1,5,0326,002,2024,1776123661372,19.3,60,8,R32011,남평벼,5,76
계화,계화(국립식량과학원),001,00122024002648,86.81666666666666,15.666666666666666,373,1,5,0343,002,2024,1776123661372,15.666666666666666,61,8,R32016,신동진,5,76
익산,익산(전북특별자치도 농업기술원),001,00122024002690,86.7,15.1,359.4,1,5,0326,002,2024,1776123661372,15.1,62,8,R32016,신동진,5,76
계화,계화(국립식량과학원),001,00122024002651,81.8,18.616666666666667,443,1,5,0343,002,2024,1776123661372,18.616666666666667,63,8,R32068,동진1호,5,76
화성,화성(경기도 경기도농업기술원),001,00122024002666,98.84812500000001,19.2375,450,1,5,0332,002,2024,1776123661372,19.2375,64,8,R32082,삼광,5,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002671,84,15.6,338,1,5,0333,002,2024,1776123661372,15.6,65,8,R32082,삼광,5,76
청원,청원(충청북도 농업기술원),001,00122024002679,81.6,15.5,357,1,5,2325,002,2024,1776123661372,15.5,66,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122024002684,81.2,19.6,466.4800000000001,1,5,0350,002,2024,1776123661372,19.6,67,8,R32082,삼광,5,76
안동,안동(경상북도 농업기술원),001,00122024002707,84.2,16.9,402.2,1,5,0351,002,2024,1776123661372,16.9,68,8,R32082,삼광,5,76
예산,예산(충청남도 농업기술원),001,00122024002688,88.9,17.8,423.64000000000004,1,5,0350,002,2024,1776123661372,17.8,69,8,R32084,새누리,5,76
