areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
청원,청원(충청북도 농업기술원),001,00122019002234,,,,1,,2325,002,2019,2019-04-25,49,8,R32001,일품벼,4,75
안동,안동(경상북도 농업기술원),001,00122019002263,,,,1,,0351,002,2019,2019-04-20,50,8,R32001,일품벼,4,75
화성,화성(경기도 경기도농업기술원),001,00122019002221,,,,1,,0332,002,2019,2019-04-20,51,8,R32003,대안벼,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002226,,,,1,,0333,002,2019,2019-04-25,52,8,R32003,대안벼,4,75
청원,청원(충청북도 농업기술원),001,00122019002233,,,,1,,2325,002,2019,2019-04-25,53,8,R32003,대안벼,4,75
익산,익산(전북특별자치도 농업기술원),001,00122019002245,,,,1,,0326,002,2019,2019-04-30,54,8,R32006,일미벼,4,75
계화,계화(국립식량과학원),001,00122019002206,,,,1,,0343,002,2019,2019-04-30,55,8,R32011,남평벼,4,75
영덕,영덕(국립식량과학원),001,00122019002219,,,,1,,0338,002,2019,2019-04-20,56,8,R32011,남평벼,4,75
익산,익산(전북특별자치도 농업기술원),001,00122019002247,,,,1,,0326,002,2019,2019-04-30,57,8,R32011,남평벼,4,75
안동,안동(경상북도 농업기술원),001,00122019002262,,,,1,,0351,002,2019,2019-04-20,58,8,R32015,새추청,4,75
계화,계화(국립식량과학원),001,00122019002204,,,,1,,0343,002,2019,2019-04-30,59,8,R32016,신동진,4,75
익산,익산(전북특별자치도 농업기술원),001,00122019002246,,,,1,,0326,002,2019,2019-04-30,60,8,R32016,신동진,4,75
계화,계화(국립식량과학원),001,00122019002207,,,,1,,0343,002,2019,2019-04-30,61,8,R32068,동진1호,4,75
화성,화성(경기도 경기도농업기술원),001,00122019002222,,,,1,,0332,002,2019,2019-04-20,62,8,R32082,삼광,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002227,,,,1,,0333,002,2019,2019-04-25,63,8,R32082,삼광,4,75
청원,청원(충청북도 농업기술원),001,00122019002235,,,,1,,2325,002,2019,2019-04-25,64,8,R32082,삼광,4,75
예산,예산(충청남도 농업기술원),001,00122019002240,,,,1,,0350,002,2019,2019-04-25,65,8,R32082,삼광,4,75
예산,예산(충청남도 농업기술원),001,00122019002244,,,,1,,0350,002,2019,2019-04-25,66,8,R32084,새누리,4,75
익산,익산(전북특별자치도 농업기술원),001,00122019002249,,,,1,,0326,002,2019,2019-04-30,67,8,R32084,새누리,4,75
계화,계화(국립식량과학원),001,00122019002205,,,,1,,0343,002,2019,2019-04-30,68,8,R32088,청호,4,75
예산,예산(충청남도 농업기술원),001,00122019002241,,,,1,,0350,002,2019,2019-04-25,69,8,R32091,호품,4,75
익산,익산(전북특별자치도 농업기술원),001,00122019002248,,,,1,,0326,002,2019,2019-04-30,70,8,R32091,호품,4,75
예산,예산(충청남도 농업기술원),001,00122019002243,,,,1,,0350,002,2019,2019-04-25,71,8,R32093,새일미,4,75
안동,안동(경상북도 농업기술원),001,00122019002264,,,,1,,0351,002,2019,2019-04-20,72,8,R32093,새일미,4,75
화성,화성(경기도 경기도농업기술원),001,00122019002223,,,,1,,0332,002,2019,2019-04-20,73,8,R33009,추청,4,75
청원,청원(충청북도 농업기술원),001,00122019002232,,,,1,,2325,002,2019,2019-04-25,74,8,R33009,추청,4,75
예산,예산(충청남도 농업기술원),001,00122019002242,,,,1,,0350,002,2019,2019-04-25,75,8,R33009,추청,4,75
나주,나주(전라남도 농업기술원),001,00122020002174,,,,1,,0352,002,2020,2020-05-10,1,3,R32006,일미벼,4,76
나주,나주(전라남도 농업기술원),001,00122020002175,,,,1,,0352,002,2020,2020-05-10,2,3,R32016,신동진,4,76
나주,나주(전라남도 농업기술원),001,00122020002177,,,,1,,0352,002,2020,2020-05-10,3,3,R32081,미품,4,76
나주,나주(전라남도 농업기술원),001,00122020002178,,,,1,,0352,002,2020,2020-05-10,4,3,R32092,현품,4,76
나주,나주(전라남도 농업기술원),001,00122020002179,,,,1,,0352,002,2020,2020-05-10,5,3,R32093,새일미,4,76
나주,나주(전라남도 농업기술원),001,00122020002176,,,,1,,0352,002,2020,2020-05-10,6,3,R46054,새청무,4,76
대구,대구(경상북도 농업기술원),001,00122020002180,,,,1,,0340,002,2020,2020-04-30,7,4,R22009,화영벼,4,76
대구,대구(경상북도 농업기술원),001,00122020002182,,,,1,,0340,002,2020,2020-04-30,8,4,R22083,삼덕,4,76
대구,대구(경상북도 농업기술원),001,00122020002181,,,,1,,0340,002,2020,2020-04-30,9,4,R32001,일품벼,4,76
대구,대구(경상북도 농업기술원),001,00122020002183,,,,1,,0340,002,2020,2020-04-30,10,4,R32082,삼광,4,76
대구,대구(경상북도 농업기술원),001,00122020002184,,,,1,,0340,002,2020,2020-04-30,11,4,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122020002192,,,,1,,0335,002,2020,2020-05-10,12,6,R32008,동안벼,4,76
진주,진주(경상남도 농업기술원),001,00122020002193,,,,1,,0335,002,2020,2020-05-10,13,6,R32068,동진1호,4,76
진주,진주(경상남도 농업기술원),001,00122020002191,,,,1,,0335,002,2020,2020-05-10,14,6,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122020002190,,,,1,,0335,002,2020,2020-05-10,15,6,R46055,해품,4,76
진주,진주(경상남도 농업기술원),001,00122020002194,,,,1,,0335,002,2020,2020-05-10,16,6,R46056,영호진미,4,76
철원,철원(국립식량과학원),001,00122020002124,,,,1,,0331,002,2020,2020-04-20,17,8,R12004,진부벼,4,76
운봉,운봉(국립식량과학원),001,00122020002133,,,,1,,0330,002,2020,2020-04-20,18,8,R12004,진부벼,4,76
진부,진부(국립식량과학원),001,00122020002196,,,,1,,0336,002,2020,2020-04-20,19,8,R12004,진부벼,4,76
상주,상주(국립식량과학원),001,00122020002137,,,,1,,0329,002,2020,2020-04-25,20,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122020002162,,,,1,,0337,002,2020,2020-04-20,21,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122020002161,,,,1,,0337,002,2020,2020-04-20,22,8,R12016,상미,4,76
운봉,운봉(국립식량과학원),001,00122020002134,,,,1,,0330,002,2020,2020-04-20,23,8,R12019,삼천벼,4,76
철원,철원(국립식량과학원),001,00122020002125,,,,1,,0331,002,2020,2020-04-20,24,8,R12072,태봉,4,76
철원,철원(국립식량과학원),001,00122020002126,,,,1,,0331,002,2020,2020-04-20,25,8,R12079,운광,4,76
운봉,운봉(국립식량과학원),001,00122020002135,,,,1,,0330,002,2020,2020-04-20,26,8,R12079,운광,4,76
상주,상주(국립식량과학원),001,00122020002138,,,,1,,0329,002,2020,2020-04-25,27,8,R12079,운광,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002149,,,,1,,0333,002,2020,2020-04-25,28,8,R12079,운광,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002154,,,,1,,0344,002,2020,2020-04-20,29,8,R12079,운광,4,76
제천,제천(충청북도 농업기술원),001,00122020002163,,,,1,,0337,002,2020,2020-04-20,30,8,R12079,운광,4,76
안동,안동(경상북도 농업기술원),001,00122020002186,,,,1,,0351,002,2020,2020-04-20,31,8,R12079,운광,4,76
철원,철원(국립식량과학원),001,00122020002127,,,,1,,0331,002,2020,2020-04-20,32,8,R12080,조운,4,76
상주,상주(국립식량과학원),001,00122020002139,,,,1,,0329,002,2020,2020-04-25,33,8,R12085,설레미,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002155,,,,1,,0344,002,2020,2020-04-20,34,8,R12086,오대1호,4,76
진부,진부(국립식량과학원),001,00122020002198,,,,1,,0336,002,2020,2020-04-20,35,8,R12092,한설,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002153,,,,1,,0344,002,2020,2020-04-20,36,8,R12093,오륜,4,76
철원,철원(국립식량과학원),001,00122020002123,,,,1,,0331,002,2020,2020-04-20,37,8,R13002,오대벼,4,76
운봉,운봉(국립식량과학원),001,00122020002132,,,,1,,0330,002,2020,2020-04-20,38,8,R13002,오대벼,4,76
상주,상주(국립식량과학원),001,00122020002136,,,,1,,0329,002,2020,2020-04-25,39,8,R13002,오대벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122020002144,,,,1,,0332,002,2020,2020-04-20,40,8,R13002,오대벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002148,,,,1,,0333,002,2020,2020-04-25,41,8,R13002,오대벼,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122020002152,,,,1,,0344,002,2020,2020-04-20,42,8,R13002,오대벼,4,76
제천,제천(충청북도 농업기술원),001,00122020002160,,,,1,,0337,002,2020,2020-04-20,43,8,R13002,오대벼,4,76
안동,안동(경상북도 농업기술원),001,00122020002185,,,,1,,0351,002,2020,2020-04-20,44,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122020002195,,,,1,,0336,002,2020,2020-04-20,45,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122020002197,,,,1,,0336,002,2020,2020-04-20,46,8,R13003,진부올벼,4,76
영덕,영덕(국립식량과학원),001,00122020002141,,,,1,,0338,002,2020,2020-04-20,47,8,R22009,화영벼,4,76
영덕,영덕(국립식량과학원),001,00122020002142,,,,1,,0338,002,2020,2020-04-20,48,8,R22083,삼덕,4,76
영덕,영덕(국립식량과학원),001,00122020002140,,,,1,,0338,002,2020,2020-04-20,49,8,R23004,화성벼,4,76
청원,청원(충청북도 농업기술원),001,00122020002158,,,,1,,2325,002,2020,2020-04-25,50,8,R32001,일품벼,4,76
안동,안동(경상북도 농업기술원),001,00122020002188,,,,1,,0351,002,2020,2020-04-20,51,8,R32001,일품벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122020002145,,,,1,,0332,002,2020,2020-04-20,52,8,R32003,대안벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002150,,,,1,,0333,002,2020,2020-04-25,53,8,R32003,대안벼,4,76
청원,청원(충청북도 농업기술원),001,00122020002157,,,,1,,2325,002,2020,2020-04-25,54,8,R32003,대안벼,4,76
익산,익산(전북특별자치도 농업기술원),001,00122020002169,,,,1,,0326,002,2020,2020-04-30,55,8,R32006,일미벼,4,76
계화,계화(국립식량과학원),001,00122020002130,,,,1,,0343,002,2020,2020-04-30,56,8,R32011,남평벼,4,76
영덕,영덕(국립식량과학원),001,00122020002143,,,,1,,0338,002,2020,2020-04-20,57,8,R32011,남평벼,4,76
익산,익산(전북특별자치도 농업기술원),001,00122020002171,,,,1,,0326,002,2020,2020-04-30,58,8,R32011,남평벼,4,76
안동,안동(경상북도 농업기술원),001,00122020002187,,,,1,,0351,002,2020,2020-04-20,59,8,R32015,새추청,4,76
계화,계화(국립식량과학원),001,00122020002128,,,,1,,0343,002,2020,2020-04-30,60,8,R32016,신동진,4,76
익산,익산(전북특별자치도 농업기술원),001,00122020002170,,,,1,,0326,002,2020,2020-04-30,61,8,R32016,신동진,4,76
계화,계화(국립식량과학원),001,00122020002131,,,,1,,0343,002,2020,2020-04-30,62,8,R32068,동진1호,4,76
화성,화성(경기도 경기도농업기술원),001,00122020002146,,,,1,,0332,002,2020,2020-04-20,63,8,R32082,삼광,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122020002151,,,,1,,0333,002,2020,2020-04-25,64,8,R32082,삼광,4,76
청원,청원(충청북도 농업기술원),001,00122020002159,,,,1,,2325,002,2020,2020-04-25,65,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122020002164,,,,1,,0350,002,2020,2020-04-25,66,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122020002168,,,,1,,0350,002,2020,2020-04-25,67,8,R32084,새누리,4,76
익산,익산(전북특별자치도 농업기술원),001,00122020002173,,,,1,,0326,002,2020,2020-04-30,68,8,R32084,새누리,4,76
계화,계화(국립식량과학원),001,00122020002129,,,,1,,0343,002,2020,2020-04-30,69,8,R32088,청호,4,76
예산,예산(충청남도 농업기술원),001,00122020002165,,,,1,,0350,002,2020,2020-04-25,70,8,R32091,호품,4,76
익산,익산(전북특별자치도 농업기술원),001,00122020002172,,,,1,,0326,002,2020,2020-04-30,71,8,R32091,호품,4,76
예산,예산(충청남도 농업기술원),001,00122020002167,,,,1,,0350,002,2020,2020-04-25,72,8,R32093,새일미,4,76
안동,안동(경상북도 농업기술원),001,00122020002189,,,,1,,0351,002,2020,2020-04-20,73,8,R32093,새일미,4,76
화성,화성(경기도 경기도농업기술원),001,00122020002147,,,,1,,0332,002,2020,2020-04-20,74,8,R33009,추청,4,76
청원,청원(충청북도 농업기술원),001,00122020002156,,,,1,,2325,002,2020,2020-04-25,75,8,R33009,추청,4,76
예산,예산(충청남도 농업기술원),001,00122020002166,,,,1,,0350,002,2020,2020-04-25,76,8,R33009,추청,4,76
나주,나주(전라남도 농업기술원),001,00122021002365,72.4,17.2,409,1,4,0352,002,2021,2021-05-10,1,3,R32006,일미벼,4,76
나주,나주(전라남도 농업기술원),001,00122021002366,77.8,14.9,355,1,4,0352,002,2021,2021-05-10,2,3,R32016,신동진,4,76
나주,나주(전라남도 농업기술원),001,00122021002368,61.6,17.6,419,1,4,0352,002,2021,2021-05-10,3,3,R32081,미품,4,76
나주,나주(전라남도 농업기술원),001,00122021002369,61.4,18.9,450,1,4,0352,002,2021,2021-05-10,4,3,R32092,현품,4,76
나주,나주(전라남도 농업기술원),001,00122021002370,75.9,16.8,400,1,4,0352,002,2021,2021-05-10,5,3,R32093,새일미,4,76
나주,나주(전라남도 농업기술원),001,00122021002367,71.6,16.8,400,1,4,0352,002,2021,2021-05-10,6,3,R46054,새청무,4,76
대구,대구(경상북도 농업기술원),001,00122021002371,71.2,20,476,1,4,0340,002,2021,2021-04-30,7,4,R22009,화영벼,4,76
대구,대구(경상북도 농업기술원),001,00122021002373,69,20.7,492.7,1,4,0340,002,2021,2021-04-30,8,4,R22083,삼덕,4,76
대구,대구(경상북도 농업기술원),001,00122021002372,63.5,20.3,483.1,1,4,0340,002,2021,2021-04-30,9,4,R32001,일품벼,4,76
대구,대구(경상북도 농업기술원),001,00122021002374,68.4,21.7,516.5,1,4,0340,002,2021,2021-04-30,10,4,R32082,삼광,4,76
대구,대구(경상북도 농업기술원),001,00122021002375,70.1,20.7,492.7,1,4,0340,002,2021,2021-04-30,11,4,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122021002383,70.9,23.5,559.3000000000001,1,4,0335,002,2021,2021-05-10,12,6,R32008,동안벼,4,76
진주,진주(경상남도 농업기술원),001,00122021002384,75,22,523.6,1,4,0335,002,2021,2021-05-10,13,6,R32068,동진1호,4,76
진주,진주(경상남도 농업기술원),001,00122021002382,71.1,21.2,504.56,1,4,0335,002,2021,2021-05-10,14,6,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122021002381,65.8,24.6,585.48,1,4,0335,002,2021,2021-05-10,15,6,R46055,해품,4,76
진주,진주(경상남도 농업기술원),001,00122021002385,59.3,21.9,521.22,1,4,0335,002,2021,2021-05-10,16,6,R46056,영호진미,4,76
철원,철원(국립식량과학원),001,00122021002315,71.9,21.183333333333333,588.8966666666666,1,4,0331,002,2021,2021-04-20,17,8,R12004,진부벼,4,76
운봉,운봉(국립식량과학원),001,00122021002324,74.9,15.4,428,1,4,0330,002,2021,2021-04-20,18,8,R12004,진부벼,4,76
진부,진부(국립식량과학원),001,00122021002387,62.9,22.8,633.3,1,4,0336,002,2021,2021-04-20,19,8,R12004,진부벼,4,76
상주,상주(국립식량과학원),001,00122021002328,64.5,18.8,522,1,4,0329,002,2021,2021-04-25,20,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122021002353,63.2,17.9,497.6,1,4,0337,002,2021,2021-04-20,21,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122021002352,66.7,18.7,520,1,4,0337,002,2021,2021-04-20,22,8,R12016,상미,4,76
운봉,운봉(국립식량과학원),001,00122021002325,66.2,19,528,1,4,0330,002,2021,2021-04-20,23,8,R12019,삼천벼,4,76
철원,철원(국립식량과학원),001,00122021002316,68.89999999999999,19.900000000000002,553.22,1,4,0331,002,2021,2021-04-20,24,8,R12072,태봉,4,76
철원,철원(국립식량과학원),001,00122021002317,64.3,22.3,619.94,1,4,0331,002,2021,2021-04-20,25,8,R12079,운광,4,76
운봉,운봉(국립식량과학원),001,00122021002326,74.8,18,500,1,4,0330,002,2021,2021-04-20,26,8,R12079,운광,4,76
상주,상주(국립식량과학원),001,00122021002329,70.1,16.8,468,1,4,0329,002,2021,2021-04-25,27,8,R12079,운광,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002340,66.3,11.9,261.1,1,4,0333,002,2021,2021-04-25,28,8,R12079,운광,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002345,63.6,16.7,354,1,4,0344,002,2021,2021-04-20,29,8,R12079,운광,4,76
제천,제천(충청북도 농업기술원),001,00122021002354,70.8,15.9,442,1,4,0337,002,2021,2021-04-20,30,8,R12079,운광,4,76
안동,안동(경상북도 농업기술원),001,00122021002377,69.6,16.7,397.5,1,4,0351,002,2021,2021-04-20,31,8,R12079,운광,4,76
철원,철원(국립식량과학원),001,00122021002318,64.8,21.733333333333334,604.1866666666667,1,4,0331,002,2021,2021-04-20,32,8,R12080,조운,4,76
상주,상주(국립식량과학원),001,00122021002330,65.1,22.1,614,1,4,0329,002,2021,2021-04-25,33,8,R12085,설레미,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002346,63.9,16.1,337.5,1,4,0344,002,2021,2021-04-20,34,8,R12086,오대1호,4,76
진부,진부(국립식량과학원),001,00122021002389,67.3,20,555.6,1,4,0336,002,2021,2021-04-20,35,8,R12092,한설,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002344,64.8,18.5,389.6,1,4,0344,002,2021,2021-04-20,36,8,R12093,오륜,4,76
철원,철원(국립식량과학원),001,00122021002314,66.8,21.066666666666666,585.6533333333333,1,4,0331,002,2021,2021-04-20,37,8,R13002,오대벼,4,76
운봉,운봉(국립식량과학원),001,00122021002323,73,16.3,453,1,4,0330,002,2021,2021-04-20,38,8,R13002,오대벼,4,76
상주,상주(국립식량과학원),001,00122021002327,74.6,16.5,459,1,4,0329,002,2021,2021-04-25,39,8,R13002,오대벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122021002335,81.54874999999998,18.95,451.01,1,4,0332,002,2021,2021-04-20,40,8,R13002,오대벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002339,68.5,10.9,248.9,1,4,0333,002,2021,2021-04-25,41,8,R13002,오대벼,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122021002343,65.9,17.2,361.2,1,4,0344,002,2021,2021-04-20,42,8,R13002,오대벼,4,76
제천,제천(충청북도 농업기술원),001,00122021002351,68.9,16.4,55.9,1,4,0337,002,2021,2021-04-20,43,8,R13002,오대벼,4,76
안동,안동(경상북도 농업기술원),001,00122021002376,71.2,17.7,422.1,1,4,0351,002,2021,2021-04-20,44,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122021002386,57.1,20.8,577.8,1,4,0336,002,2021,2021-04-20,45,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122021002388,66.3,27.9,775,1,4,0336,002,2021,2021-04-20,46,8,R13003,진부올벼,4,76
영덕,영덕(국립식량과학원),001,00122021002332,60.2,18.1,431,1,4,0338,002,2021,2021-04-20,47,8,R22009,화영벼,4,76
영덕,영덕(국립식량과학원),001,00122021002333,59.8,19.7,469,1,4,0338,002,2021,2021-04-20,48,8,R22083,삼덕,4,76
영덕,영덕(국립식량과학원),001,00122021002331,57,18.5,440,1,4,0338,002,2021,2021-04-20,49,8,R23004,화성벼,4,76
청원,청원(충청북도 농업기술원),001,00122021002349,54.4,18.3,435.5,1,4,2325,002,2021,2021-04-25,50,8,R32001,일품벼,4,76
안동,안동(경상북도 농업기술원),001,00122021002379,58.1,23.2,551,1,4,0351,002,2021,2021-04-20,51,8,R32001,일품벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122021002336,76.47625,26.5,630.7,1,4,0332,002,2021,2021-04-20,52,8,R32003,대안벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002341,50.5,14.2,320.2,1,4,0333,002,2021,2021-04-25,53,8,R32003,대안벼,4,76
청원,청원(충청북도 농업기술원),001,00122021002348,61.2,19.5,464.1,1,4,2325,002,2021,2021-04-25,54,8,R32003,대안벼,4,76
계화,계화(국립식량과학원),001,00122021002321,62.7,18.2,404,1,4,0343,002,2021,2021-04-30,55,8,R32011,남평벼,4,76
영덕,영덕(국립식량과학원),001,00122021002334,57.2,20.7,493,1,4,0338,002,2021,2021-04-20,56,8,R32011,남평벼,4,76
익산,익산(전북특별자치도 농업기술원),001,00122021002362,62.7,20.3,483.1,1,4,0326,002,2021,2021-04-30,57,8,R32011,남평벼,4,76
안동,안동(경상북도 농업기술원),001,00122021002378,60,23.9,569.2,1,4,0351,002,2021,2021-04-20,58,8,R32015,새추청,4,76
계화,계화(국립식량과학원),001,00122021002319,65.6,14.8,329,1,4,0343,002,2021,2021-04-30,59,8,R32016,신동진,4,76
익산,익산(전북특별자치도 농업기술원),001,00122021002361,67.2,17,404.6,1,4,0326,002,2021,2021-04-30,60,8,R32016,신동진,4,76
계화,계화(국립식량과학원),001,00122021002322,69.3,17.6,391,1,4,0343,002,2021,2021-04-30,61,8,R32068,동진1호,4,76
화성,화성(경기도 경기도농업기술원),001,00122021002337,79.3,21.4,509.9,1,4,0332,002,2021,2021-04-20,62,8,R32082,삼광,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122021002342,51.2,12,269.9,1,4,0333,002,2021,2021-04-25,63,8,R32082,삼광,4,76
청원,청원(충청북도 농업기술원),001,00122021002350,58.5,18.4,437.9,1,4,2325,002,2021,2021-04-25,64,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122021002355,69.3,23.1,550.4,1,4,0350,002,2021,2021-04-25,65,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122021002359,70.4,20.9,496.2,1,4,0350,002,2021,2021-04-25,66,8,R32084,새누리,4,76
익산,익산(전북특별자치도 농업기술원),001,00122021002364,67.8,19.5,464.1,1,4,0326,002,2021,2021-04-30,67,8,R32084,새누리,4,76
계화,계화(국립식량과학원),001,00122021002320,59.5,17.3,384,1,4,0343,002,2021,2021-04-30,68,8,R32088,청호,4,76
예산,예산(충청남도 농업기술원),001,00122021002356,64.8,21.8,519.4,1,4,0350,002,2021,2021-04-25,69,8,R32091,호품,4,76
익산,익산(전북특별자치도 농업기술원),001,00122021002363,64.2,20.5,487.9,1,4,0326,002,2021,2021-04-30,70,8,R32091,호품,4,76
예산,예산(충청남도 농업기술원),001,00122021002358,72.5,22.4,532.5,1,4,0350,002,2021,2021-04-25,71,8,R32093,새일미,4,76
안동,안동(경상북도 농업기술원),001,00122021002380,67.6,21.7,516.9,1,4,0351,002,2021,2021-04-20,72,8,R32093,새일미,4,76
화성,화성(경기도 경기도농업기술원),001,00122021002338,72.69625,25.950000000000003,617.6100000000001,1,4,0332,002,2021,2021-04-20,73,8,R33009,추청,4,76
청원,청원(충청북도 농업기술원),001,00122021002347,52.3,18.7,445.1,1,4,2325,002,2021,2021-04-25,74,8,R33009,추청,4,76
예산,예산(충청남도 농업기술원),001,00122021002357,62.8,25.1,598,1,4,0350,002,2021,2021-04-25,75,8,R33009,추청,4,76
익산,익산(전북특별자치도 농업기술원),001,00122021002360,64.4,20.4,485.5,1,4,0326,002,2021,2021-04-30,76,8,R46058,예찬,4,76
나주,나주(전라남도 농업기술원),001,00122022002465,40.8,15.1,359,1,4,0352,002,2022,15.1,1,3,R32006,일미벼,4,76
나주,나주(전라남도 농업기술원),001,00122022002466,45.4,12.2,290,1,4,0352,002,2022,12.2,2,3,R32016,신동진,4,76
나주,나주(전라남도 농업기술원),001,00122022002468,39,14.6,347,1,4,0352,002,2022,14.6,3,3,R32081,미품,4,76
나주,나주(전라남도 농업기술원),001,00122022002469,37.9,16.1,383,1,4,0352,002,2022,16.1,4,3,R32092,현품,4,76
나주,나주(전라남도 농업기술원),001,00122022002470,40.5,13.5,321,1,4,0352,002,2022,13.5,5,3,R32093,새일미,4,76
나주,나주(전라남도 농업기술원),001,00122022002467,42,15.4,367,1,4,0352,002,2022,15.4,6,3,R46054,새청무,4,76
대구,대구(경상북도 농업기술원),001,00122022002471,48,18.2,433.2,1,4,0340,002,2022,18.2,7,4,R22009,화영벼,4,76
대구,대구(경상북도 농업기술원),001,00122022002473,47.5,17.7,421.3,1,4,0340,002,2022,17.7,8,4,R22083,삼덕,4,76
대구,대구(경상북도 농업기술원),001,00122022002472,43.6,17.5,416.5,1,4,0340,002,2022,17.5,9,4,R32001,일품벼,4,76
대구,대구(경상북도 농업기술원),001,00122022002474,45.2,17.6,418.9,1,4,0340,002,2022,17.6,10,4,R32082,삼광,4,76
대구,대구(경상북도 농업기술원),001,00122022002475,43.8,17.4,414.1,1,4,0340,002,2022,17.4,11,4,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122022002483,36.298,17.34,412.692,1,4,0335,002,2022,17.34,12,6,R32008,동안벼,4,76
진주,진주(경상남도 농업기술원),001,00122022002484,40.931000000000004,15.620000000000001,371.75600000000003,1,4,0335,002,2022,15.620000000000001,13,6,R32068,동진1호,4,76
진주,진주(경상남도 농업기술원),001,00122022002482,34.404999999999994,16,380.8,1,4,0335,002,2022,16,14,6,R32093,새일미,4,76
진주,진주(경상남도 농업기술원),001,00122022002481,35.123000000000005,16.14,384.132,1,4,0335,002,2022,16.14,15,6,R46055,해품,4,76
진주,진주(경상남도 농업기술원),001,00122022002485,31.941999999999996,17.2,409.36,1,4,0335,002,2022,17.2,16,6,R46056,영호진미,4,76
철원,철원(국립식량과학원),001,00122022002415,53.145740740740734,21.981194817108132,610.5887449196704,1,4,0331,002,2022,21.981194817108132,17,8,R12004,진부벼,4,76
운봉,운봉(국립식량과학원),001,00122022002424,52.1,13.9,382,1,4,0330,002,2022,13.9,18,8,R12004,진부벼,4,76
진부,진부(국립식량과학원),001,00122022002487,46.43333333333334,21.7,603.26,1,4,0336,002,2022,21.7,19,8,R12004,진부벼,4,76
상주,상주(국립식량과학원),001,00122022002428,46.36666666666667,17.25,479.55,1,4,0329,002,2022,17.25,20,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122022002453,55.9,17.1,475.3,1,4,0337,002,2022,17.1,21,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122022002452,53.4,16.7,464.2,1,4,0337,002,2022,16.7,22,8,R12016,상미,4,76
운봉,운봉(국립식량과학원),001,00122022002425,53,19.6,539,1,4,0330,002,2022,19.6,23,8,R12019,삼천벼,4,76
철원,철원(국립식량과학원),001,00122022002416,53.8125925925926,19.925925925925924,553.4979423868314,1,4,0331,002,2022,19.925925925925924,24,8,R12072,태봉,4,76
철원,철원(국립식량과학원),001,00122022002417,47.18416666666667,20.096078431372547,563.6437908496732,1,4,0331,002,2022,20.096078431372547,25,8,R12079,운광,4,76
운봉,운봉(국립식량과학원),001,00122022002426,52.2,17.9,492,1,4,0330,002,2022,17.9,26,8,R12079,운광,4,76
상주,상주(국립식량과학원),001,00122022002429,50.666666666666664,17.316666666666666,481.40333333333336,1,4,0329,002,2022,17.316666666666666,27,8,R12079,운광,4,76
