areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
철원,철원(국립식량과학원),001,00122017001818,73.2,19.5,541.6,1,4,0331,002,2017,2017-04-20,18,8,R12004,진부벼,4,76
운봉,운봉(국립식량과학원),001,00122017001825,71.1,21,584,1,4,0330,002,2017,2017-04-20,19,8,R12004,진부벼,4,76
진부,진부(국립식량과학원),001,00122017001888,67,21,583,1,4,0336,002,2017,2017-04-20,20,8,R12004,진부벼,4,76
상주,상주(국립식량과학원),001,00122017001837,68.7,22.6,628.7,1,4,0329,002,2017,2017-04-25,21,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122017001848,64.6,19.2,533.8,1,4,0337,002,2017,2017-04-20,22,8,R12005,상주벼,4,76
제천,제천(충청북도 농업기술원),001,00122017001849,66.2,18,500.4,1,4,0337,002,2017,2017-04-20,23,8,R12016,상미,4,76
운봉,운봉(국립식량과학원),001,00122017001824,62.7,21.8,606,1,4,0330,002,2017,2017-04-20,24,8,R12019,삼천벼,4,76
철원,철원(국립식량과학원),001,00122017001817,77,19.6,545.8,1,4,0331,002,2017,2017-04-20,25,8,R12072,태봉,4,76
철원,철원(국립식량과학원),001,00122017001816,68.9,21.6,601.4,1,4,0331,002,2017,2017-04-20,26,8,R12079,운광,4,76
운봉,운봉(국립식량과학원),001,00122017001823,68,21.6,601,1,4,0330,002,2017,2017-04-20,27,8,R12079,운광,4,76
상주,상주(국립식량과학원),001,00122017001836,74.2,20.4,568,1,4,0329,002,2017,2017-04-25,28,8,R12079,운광,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001841,70.3,14.1,358.8,1,4,0333,002,2017,2017-04-25,29,8,R12079,운광,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001844,70.5,17.8,449.5,1,4,0344,002,2017,2017-04-20,30,8,R12079,운광,4,76
제천,제천(충청북도 농업기술원),001,00122017001847,70.4,17,472.6,1,4,0337,002,2017,2017-04-20,31,8,R12079,운광,4,76
안동,안동(경상북도 농업기술원),001,00122017001879,74.8,15.6,372.1,1,4,0351,002,2017,2017-04-20,32,8,R12079,운광,4,76
철원,철원(국립식량과학원),001,00122017001815,70.5,21.4,594.5,1,4,0331,002,2017,2017-04-20,33,8,R12080,조운,4,76
상주,상주(국립식량과학원),001,00122017001835,66.6,22,612.1,1,4,0329,002,2017,2017-04-25,34,8,R12085,설레미,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001843,71.1,17.3,450.6,1,4,0344,002,2017,2017-04-20,35,8,R12086,오대1호,4,76
진부,진부(국립식량과학원),001,00122017001886,67.1,18,494,1,4,0336,002,2017,2017-04-20,36,8,R12092,한설,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001845,76.1,17.7,453.8,1,4,0344,002,2017,2017-04-20,37,8,R12093,오륜,4,76
철원,철원(국립식량과학원),001,00122017001814,71.4,21.5,596.8,1,4,0331,002,2017,2017-04-20,38,8,R13002,오대벼,4,76
운봉,운봉(국립식량과학원),001,00122017001826,69.1,22.5,625,1,4,0330,002,2017,2017-04-20,39,8,R13002,오대벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122017001830,84.8,17.4,414.3,1,4,0332,002,2017,2017-04-20,40,8,R13002,오대벼,4,76
상주,상주(국립식량과학원),001,00122017001838,76.9,21.7,602.3,1,4,0329,002,2017,2017-04-25,41,8,R13002,오대벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001842,69.8,13.8,365.1,1,4,0333,002,2017,2017-04-25,42,8,R13002,오대벼,4,76
강릉,강릉(강원특별자치도 농업기술원),001,00122017001846,73.8,15.8,405.2,1,4,0344,002,2017,2017-04-20,43,8,R13002,오대벼,4,76
제천,제천(충청북도 농업기술원),001,00122017001850,70,17.8,494.8,1,4,0337,002,2017,2017-04-20,44,8,R13002,오대벼,4,76
안동,안동(경상북도 농업기술원),001,00122017001880,78.3,19.4,462.1,1,4,0351,002,2017,2017-04-20,45,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122017001889,63.4,20.4,567,1,4,0336,002,2017,2017-04-20,46,8,R13002,오대벼,4,76
진부,진부(국립식량과학원),001,00122017001887,64.1,24,669,1,4,0336,002,2017,2017-04-20,47,8,R13003,진부올벼,4,76
영덕,영덕(국립식량과학원),001,00122017001833,68.1,24.6,585.48,1,4,0338,002,2017,2017-04-20,48,8,R22009,화영벼,4,76
영덕,영덕(국립식량과학원),001,00122017001832,70.4,24,571.2,1,4,0338,002,2017,2017-04-20,49,8,R22083,삼덕,4,76
영덕,영덕(국립식량과학원),001,00122017001834,64,24.1,573.6,1,4,0338,002,2017,2017-04-20,50,8,R23004,화성벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001839,61.3,16.3,417.9,1,4,0333,002,2017,2017-04-25,51,8,R32001,일품벼,4,76
청원,청원(충청북도 농업기술원),001,00122017001852,58.6,18.2,433.2,1,4,2325,002,2017,2017-04-25,52,8,R32001,일품벼,4,76
안동,안동(경상북도 농업기술원),001,00122017001877,64.7,17.7,420.1,1,4,0351,002,2017,2017-04-20,53,8,R32001,일품벼,4,76
화성,화성(경기도 경기도농업기술원),001,00122017001829,82.6,20.8,495.2,1,4,0332,002,2017,2017-04-20,54,8,R32003,대안벼,4,76
춘천,춘천(강원특별자치도 농업기술원),001,00122017001840,67.7,16.9,461.8,1,4,0333,002,2017,2017-04-25,55,8,R32003,대안벼,4,76
청원,청원(충청북도 농업기술원),001,00122017001853,63.3,19.7,468.9,1,4,2325,002,2017,2017-04-25,56,8,R32003,대안벼,4,76
익산,익산(전북특별자치도 농업기술원),001,00122017001864,71.6,19.4,461.7,1,4,0326,002,2017,2017-04-30,57,8,R32006,일미벼,4,76
계화,계화(국립식량과학원),001,00122017001820,65.2,17.3,411,1,4,0343,002,2017,2017-04-30,58,8,R32011,남평벼,4,76
영덕,영덕(국립식량과학원),001,00122017001831,67.1,25,595,1,4,0338,002,2017,2017-04-20,59,8,R32011,남평벼,4,76
예산,예산(충청남도 농업기술원),001,00122017001856,79.9,23.6,562.8,1,4,0350,002,2017,2017-04-25,60,8,R32011,남평벼,4,76
익산,익산(전북특별자치도 농업기술원),001,00122017001862,72,19.1,454.6,1,4,0326,002,2017,2017-04-30,61,8,R32011,남평벼,4,76
안동,안동(경상북도 농업기술원),001,00122017001878,73.2,25.9,615.6,1,4,0351,002,2017,2017-04-20,62,8,R32015,새추청,4,76
익산,익산(전북특별자치도 농업기술원),001,00122017001863,80.2,16.3,387.9,1,4,0326,002,2017,2017-04-30,63,8,R32016,신동진,4,76
계화,계화(국립식량과학원),001,00122017001819,75.6,16.8,401,1,4,0343,002,2017,2017-04-30,64,8,R32068,동진1호,4,76
화성,화성(경기도 경기도농업기술원),001,00122017001828,81.3,18.6,442.9,1,4,0332,002,2017,2017-04-20,65,8,R32082,삼광,4,76
청원,청원(충청북도 농업기술원),001,00122017001851,66.7,19.5,464.1,1,4,2325,002,2017,2017-04-25,66,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122017001859,80.7,25.2,599.9,1,4,0350,002,2017,2017-04-25,67,8,R32082,삼광,4,76
예산,예산(충청남도 농업기술원),001,00122017001855,56.2,23.3,555.1,1,4,0350,002,2017,2017-04-25,68,8,R32084,새누리,4,76
익산,익산(전북특별자치도 농업기술원),001,00122017001860,77,18.7,445.1,1,4,0326,002,2017,2017-04-30,69,8,R32084,새누리,4,76
계화,계화(국립식량과학원),001,00122017001821,64.7,17.7,421,1,4,0343,002,2017,2017-04-30,70,8,R32088,청호,4,76
예산,예산(충청남도 농업기술원),001,00122017001858,74.3,23.5,559.4,1,4,0350,002,2017,2017-04-25,71,8,R32091,호품,4,76
익산,익산(전북특별자치도 농업기술원),001,00122017001861,68.5,19.3,459.3,1,4,0326,002,2017,2017-04-30,72,8,R32091,호품,4,76
안동,안동(경상북도 농업기술원),001,00122017001876,81.6,22.6,537.9,1,4,0351,002,2017,2017-04-20,73,8,R32093,새일미,4,76
화성,화성(경기도 경기도농업기술원),001,00122017001827,75.9,23.5,559.5,1,4,0332,002,2017,2017-04-20,74,8,R33009,추청,4,76
청원,청원(충청북도 농업기술원),001,00122017001854,61.4,19.8,471.2,1,4,2325,002,2017,2017-04-25,75,8,R33009,추청,4,76
예산,예산(충청남도 농업기술원),001,00122017001857,76,27.7,660.1,1,4,0350,002,2017,2017-04-25,76,8,R33009,추청,4,76
나주,나주(전라남도 농업기술원),001,00122018001941,61.9,18.4,438,1,4,0352,002,2018,2018-05-10,1,3,R32006,일미벼,4,75
나주,나주(전라남도 농업기술원),001,00122018001944,56.3,21.5,512,1,4,0352,002,2018,2018-05-10,2,3,R32081,미품,4,75
나주,나주(전라남도 농업기술원),001,00122018001943,65.8,17,405,1,4,0352,002,2018,2018-05-10,3,3,R32084,새누리,4,75
나주,나주(전라남도 농업기술원),001,00122018001942,63.3,20.1,478,1,4,0352,002,2018,2018-05-10,4,3,R32090,호평,4,75
나주,나주(전라남도 농업기술원),001,00122018001945,51,20.7,493,1,4,0352,002,2018,2018-05-10,5,3,R32092,현품,4,75
대구,대구(경상북도 농업기술원),001,00122018001946,74.8,20.3,483.1,1,4,0340,002,2018,2018-04-30,6,4,R22009,화영벼,4,75
대구,대구(경상북도 농업기술원),001,00122018001948,74,22.3,530.7,1,4,0340,002,2018,2018-04-30,7,4,R22083,삼덕,4,75
대구,대구(경상북도 농업기술원),001,00122018001947,69.9,21.6,514.1,1,4,0340,002,2018,2018-04-30,8,4,R32001,일품벼,4,75
대구,대구(경상북도 농업기술원),001,00122018001949,71.3,22.7,540.3,1,4,0340,002,2018,2018-04-30,9,4,R32082,삼광,4,75
대구,대구(경상북도 농업기술원),001,00122018001950,74,22.3,530.7,1,4,0340,002,2018,2018-04-30,10,4,R32093,새일미,4,75
진주,진주(경상남도 농업기술원),001,00122018001956,60.6,15.3,364.1,1,4,0335,002,2018,2018-05-10,11,6,R22009,화영벼,4,75
진주,진주(경상남도 농업기술원),001,00122018001958,59.3,16.5,392.7,1,4,0335,002,2018,2018-05-10,12,6,R32008,동안벼,4,75
진주,진주(경상남도 농업기술원),001,00122018001960,62,15,357,1,4,0335,002,2018,2018-05-10,13,6,R32068,동진1호,4,75
진주,진주(경상남도 농업기술원),001,00122018001959,50.8,14.3,340.3,1,4,0335,002,2018,2018-05-10,14,6,R32069,주남,4,75
진주,진주(경상남도 농업기술원),001,00122018001957,57.8,15.1,359.4,1,4,0335,002,2018,2018-05-10,15,6,R32093,새일미,4,75
철원,철원(국립식량과학원),001,00122018001893,76.8,17.7,493,1,4,0331,002,2018,2018-04-20,16,8,R12004,진부벼,4,75
운봉,운봉(국립식량과학원),001,00122018001901,79.3,22.9,635,1,4,0330,002,2018,2018-04-20,17,8,R12004,진부벼,4,75
진부,진부(국립식량과학원),001,00122018001962,66.9,21.8,606,1,4,0336,002,2018,2018-04-20,18,8,R12004,진부벼,4,75
상주,상주(국립식량과학원),001,00122018001905,62.8,17.4,483.7,1,4,0329,002,2018,2018-04-25,19,8,R12005,상주벼,4,75
제천,제천(충청북도 농업기술원),001,00122018001929,62.6,18.2,506,1,4,0337,002,2018,2018-04-20,20,8,R12005,상주벼,4,75
제천,제천(충청북도 농업기술원),001,00122018001928,63.9,19.9,553.2,1,4,0337,002,2018,2018-04-20,21,8,R12016,상미,4,75
운봉,운봉(국립식량과학원),001,00122018001900,66.8,23.3,647,1,4,0330,002,2018,2018-04-20,22,8,R12019,삼천벼,4,75
철원,철원(국립식량과학원),001,00122018001892,75.2,17.5,485.1,1,4,0331,002,2018,2018-04-20,23,8,R12072,태봉,4,75
철원,철원(국립식량과학원),001,00122018001891,69.1,18,499,1,4,0331,002,2018,2018-04-20,24,8,R12079,운광,4,75
운봉,운봉(국립식량과학원),001,00122018001899,71.7,19.3,537,1,4,0330,002,2018,2018-04-20,25,8,R12079,운광,4,75
상주,상주(국립식량과학원),001,00122018001904,65.9,16.1,447.6,1,4,0329,002,2018,2018-04-25,26,8,R12079,운광,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001917,70.6,18.6,483.5,1,4,0333,002,2018,2018-04-25,27,8,R12079,운광,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001921,56.8,14.7,360.3,1,4,0344,002,2018,2018-04-20,28,8,R12079,운광,4,75
제천,제천(충청북도 농업기술원),001,00122018001930,66.9,16,444.8,1,4,0337,002,2018,2018-04-20,29,8,R12079,운광,4,75
안동,안동(경상북도 농업기술원),001,00122018001952,75.5,16,380,1,4,0351,002,2018,2018-04-20,30,8,R12079,운광,4,75
철원,철원(국립식량과학원),001,00122018001890,67.5,18.9,525,1,4,0331,002,2018,2018-04-20,31,8,R12080,조운,4,75
상주,상주(국립식량과학원),001,00122018001903,64.1,21.6,600.9,1,4,0329,002,2018,2018-04-25,32,8,R12085,설레미,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001922,60.1,13.7,335.8,1,4,0344,002,2018,2018-04-20,33,8,R12086,오대1호,4,75
진부,진부(국립식량과학원),001,00122018001964,67.9,19.2,533,1,4,0336,002,2018,2018-04-20,34,8,R12092,한설,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001920,58.3,15,367.6,1,4,0344,002,2018,2018-04-20,35,8,R12093,오륜,4,75
철원,철원(국립식량과학원),001,00122018001894,72.7,18,499.5,1,4,0331,002,2018,2018-04-20,36,8,R13002,오대벼,4,75
운봉,운봉(국립식량과학원),001,00122018001902,72.1,19.8,550,1,4,0330,002,2018,2018-04-20,37,8,R13002,오대벼,4,75
상주,상주(국립식량과학원),001,00122018001906,69.9,16,444.8,1,4,0329,002,2018,2018-04-25,38,8,R13002,오대벼,4,75
화성,화성(경기도 경기도농업기술원),001,00122018001914,77.7,15.9,378.6,1,4,0332,002,2018,2018-04-20,39,8,R13002,오대벼,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001918,71.3,18,457.6,1,4,0333,002,2018,2018-04-25,40,8,R13002,오대벼,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001919,63.4,14,340.6,1,4,0344,002,2018,2018-04-20,41,8,R13002,오대벼,4,75
제천,제천(충청북도 농업기술원),001,00122018001927,66.9,16,444.8,1,4,0337,002,2018,2018-04-20,42,8,R13002,오대벼,4,75
안동,안동(경상북도 농업기술원),001,00122018001951,78.3,17.1,406.6,1,4,0351,002,2018,2018-04-20,43,8,R13002,오대벼,4,75
진부,진부(국립식량과학원),001,00122018001961,64,19.6,544,1,4,0336,002,2018,2018-04-20,44,8,R13002,오대벼,4,75
진부,진부(국립식량과학원),001,00122018001963,65.6,24.7,686,1,4,0336,002,2018,2018-04-20,45,8,R13003,진부올벼,4,75
영덕,영덕(국립식량과학원),001,00122018001909,61.2,19.5,464.1,1,4,0338,002,2018,2018-04-20,46,8,R22009,화영벼,4,75
영덕,영덕(국립식량과학원),001,00122018001908,58.8,18.6,442.7,1,4,0338,002,2018,2018-04-20,47,8,R22083,삼덕,4,75
영덕,영덕(국립식량과학원),001,00122018001910,56.4,18.1,431,1,4,0338,002,2018,2018-04-20,48,8,R23004,화성벼,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001915,60.7,22,573.8,1,4,0333,002,2018,2018-04-25,49,8,R32001,일품벼,4,75
청원,청원(충청북도 농업기술원),001,00122018001925,56.8,17.9,442.7,1,4,2325,002,2018,2018-04-25,50,8,R32001,일품벼,4,75
안동,안동(경상북도 농업기술원),001,00122018001954,65.3,18.5,439.1,1,4,0351,002,2018,2018-04-20,51,8,R32001,일품벼,4,75
화성,화성(경기도 경기도농업기술원),001,00122018001913,70.9,21.8,519,1,4,0332,002,2018,2018-04-20,52,8,R32003,대안벼,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001916,63.3,20.1,532.6,1,4,0333,002,2018,2018-04-25,53,8,R32003,대안벼,4,75
청원,청원(충청북도 농업기술원),001,00122018001924,60.3,19.3,435.5,1,4,2325,002,2018,2018-04-25,54,8,R32003,대안벼,4,75
익산,익산(전북특별자치도 농업기술원),001,00122018001936,65.8,20.3,483.1,1,4,0326,002,2018,2018-04-30,55,8,R32006,일미벼,4,75
계화,계화(국립식량과학원),001,00122018001896,50.3,13,304,1,4,0343,002,2018,2018-04-30,56,8,R32011,남평벼,4,75
영덕,영덕(국립식량과학원),001,00122018001907,55.3,19.3,459.3,1,4,0338,002,2018,2018-04-20,57,8,R32011,남평벼,4,75
예산,예산(충청남도 농업기술원),001,00122018001934,62.8,19.6,466.5,1,4,0350,002,2018,2018-04-25,58,8,R32011,남평벼,4,75
익산,익산(전북특별자치도 농업기술원),001,00122018001938,65.7,19.6,466.5,1,4,0326,002,2018,2018-04-30,59,8,R32011,남평벼,4,75
안동,안동(경상북도 농업기술원),001,00122018001953,68.3,21.1,501.4,1,4,0351,002,2018,2018-04-20,60,8,R32015,새추청,4,75
계화,계화(국립식량과학원),001,00122018001898,61.3,12,289,1,4,0343,002,2018,2018-04-30,61,8,R32016,신동진,4,75
익산,익산(전북특별자치도 농업기술원),001,00122018001937,68.9,17.2,409.4,1,4,0326,002,2018,2018-04-30,62,8,R32016,신동진,4,75
계화,계화(국립식량과학원),001,00122018001895,59.6,12.3,293,1,4,0343,002,2018,2018-04-30,63,8,R32068,동진1호,4,75
화성,화성(경기도 경기도농업기술원),001,00122018001912,72.6,19.1,454.8,1,4,0332,002,2018,2018-04-20,64,8,R32082,삼광,4,75
청원,청원(충청북도 농업기술원),001,00122018001926,62.2,18.6,426,1,4,2325,002,2018,2018-04-25,65,8,R32082,삼광,4,75
예산,예산(충청남도 농업기술원),001,00122018001931,62.3,16.9,402.2,1,4,0350,002,2018,2018-04-25,66,8,R32082,삼광,4,75
예산,예산(충청남도 농업기술원),001,00122018001935,66.9,18.1,430.8,1,4,0350,002,2018,2018-04-25,67,8,R32084,새누리,4,75
익산,익산(전북특별자치도 농업기술원),001,00122018001940,66.2,18.8,447.4,1,4,0326,002,2018,2018-04-30,68,8,R32084,새누리,4,75
계화,계화(국립식량과학원),001,00122018001897,48.7,13,319,1,4,0343,002,2018,2018-04-30,69,8,R32088,청호,4,75
예산,예산(충청남도 농업기술원),001,00122018001932,59,17.2,409.4,1,4,0350,002,2018,2018-04-25,70,8,R32091,호품,4,75
익산,익산(전북특별자치도 농업기술원),001,00122018001939,59.9,20.1,478.4,1,4,0326,002,2018,2018-04-30,71,8,R32091,호품,4,75
안동,안동(경상북도 농업기술원),001,00122018001955,74.8,18.6,441.9,1,4,0351,002,2018,2018-04-20,72,8,R32093,새일미,4,75
화성,화성(경기도 경기도농업기술원),001,00122018001911,71.6,25.2,600,1,4,0332,002,2018,2018-04-20,73,8,R33009,추청,4,75
청원,청원(충청북도 농업기술원),001,00122018001923,58.5,18.2,433.2,1,4,2325,002,2018,2018-04-25,74,8,R33009,추청,4,75
예산,예산(충청남도 농업기술원),001,00122018001933,60.9,24,571.2,1,4,0350,002,2018,2018-04-25,75,8,R33009,추청,4,75
나주,나주(전라남도 농업기술원),001,00122019002250,,,,1,,0352,002,2019,2019-05-10,1,3,R32006,일미벼,4,75
나주,나주(전라남도 농업기술원),001,00122019002251,,,,1,,0352,002,2019,2019-05-10,2,3,R32016,신동진,4,75
나주,나주(전라남도 농업기술원),001,00122019002253,,,,1,,0352,002,2019,2019-05-10,3,3,R32081,미품,4,75
나주,나주(전라남도 농업기술원),001,00122019002254,,,,1,,0352,002,2019,2019-05-10,4,3,R32092,현품,4,75
나주,나주(전라남도 농업기술원),001,00122019002252,,,,1,,0352,002,2019,2019-05-10,5,3,R46054,새청무,4,75
대구,대구(경상북도 농업기술원),001,00122019002255,,,,1,,0340,002,2019,2019-04-30,6,4,R22009,화영벼,4,75
대구,대구(경상북도 농업기술원),001,00122019002257,,,,1,,0340,002,2019,2019-04-30,7,4,R22083,삼덕,4,75
대구,대구(경상북도 농업기술원),001,00122019002256,,,,1,,0340,002,2019,2019-04-30,8,4,R32001,일품벼,4,75
대구,대구(경상북도 농업기술원),001,00122019002258,,,,1,,0340,002,2019,2019-04-30,9,4,R32082,삼광,4,75
대구,대구(경상북도 농업기술원),001,00122019002259,,,,1,,0340,002,2019,2019-04-30,10,4,R32093,새일미,4,75
진주,진주(경상남도 농업기술원),001,00122019002267,,,,1,,0335,002,2019,2019-05-10,11,6,R32008,동안벼,4,75
진주,진주(경상남도 농업기술원),001,00122019002268,,,,1,,0335,002,2019,2019-05-10,12,6,R32068,동진1호,4,75
진주,진주(경상남도 농업기술원),001,00122019002266,,,,1,,0335,002,2019,2019-05-10,13,6,R32093,새일미,4,75
진주,진주(경상남도 농업기술원),001,00122019002265,,,,1,,0335,002,2019,2019-05-10,14,6,R46055,해품,4,75
진주,진주(경상남도 농업기술원),001,00122019002269,,,,1,,0335,002,2019,2019-05-10,15,6,R46056,영호진미,4,75
철원,철원(국립식량과학원),001,00122019002200,,,,1,,0331,002,2019,2019-04-20,16,8,R12004,진부벼,4,75
운봉,운봉(국립식량과학원),001,00122019002209,,,,1,,0330,002,2019,2019-04-20,17,8,R12004,진부벼,4,75
진부,진부(국립식량과학원),001,00122019002271,,,,1,,0336,002,2019,2019-04-20,18,8,R12004,진부벼,4,75
상주,상주(국립식량과학원),001,00122019002213,,,,1,,0329,002,2019,2019-04-25,19,8,R12005,상주벼,4,75
제천,제천(충청북도 농업기술원),001,00122019002238,,,,1,,0337,002,2019,2019-04-20,20,8,R12005,상주벼,4,75
제천,제천(충청북도 농업기술원),001,00122019002237,,,,1,,0337,002,2019,2019-04-20,21,8,R12016,상미,4,75
운봉,운봉(국립식량과학원),001,00122019002210,,,,1,,0330,002,2019,2019-04-20,22,8,R12019,삼천벼,4,75
철원,철원(국립식량과학원),001,00122019002201,,,,1,,0331,002,2019,2019-04-20,23,8,R12072,태봉,4,75
철원,철원(국립식량과학원),001,00122019002202,,,,1,,0331,002,2019,2019-04-20,24,8,R12079,운광,4,75
운봉,운봉(국립식량과학원),001,00122019002211,,,,1,,0330,002,2019,2019-04-20,25,8,R12079,운광,4,75
상주,상주(국립식량과학원),001,00122019002214,,,,1,,0329,002,2019,2019-04-25,26,8,R12079,운광,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002225,,,,1,,0333,002,2019,2019-04-25,27,8,R12079,운광,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002230,,,,1,,0344,002,2019,2019-04-20,28,8,R12079,운광,4,75
제천,제천(충청북도 농업기술원),001,00122019002239,,,,1,,0337,002,2019,2019-04-20,29,8,R12079,운광,4,75
안동,안동(경상북도 농업기술원),001,00122019002261,,,,1,,0351,002,2019,2019-04-20,30,8,R12079,운광,4,75
철원,철원(국립식량과학원),001,00122019002203,,,,1,,0331,002,2019,2019-04-20,31,8,R12080,조운,4,75
상주,상주(국립식량과학원),001,00122019002215,,,,1,,0329,002,2019,2019-04-25,32,8,R12085,설레미,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002231,,,,1,,0344,002,2019,2019-04-20,33,8,R12086,오대1호,4,75
진부,진부(국립식량과학원),001,00122019002273,,,,1,,0336,002,2019,2019-04-20,34,8,R12092,한설,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002229,,,,1,,0344,002,2019,2019-04-20,35,8,R12093,오륜,4,75
철원,철원(국립식량과학원),001,00122019002199,,,,1,,0331,002,2019,2019-04-20,36,8,R13002,오대벼,4,75
운봉,운봉(국립식량과학원),001,00122019002208,,,,1,,0330,002,2019,2019-04-20,37,8,R13002,오대벼,4,75
상주,상주(국립식량과학원),001,00122019002212,,,,1,,0329,002,2019,2019-04-25,38,8,R13002,오대벼,4,75
화성,화성(경기도 경기도농업기술원),001,00122019002220,,,,1,,0332,002,2019,2019-04-20,39,8,R13002,오대벼,4,75
춘천,춘천(강원특별자치도 농업기술원),001,00122019002224,,,,1,,0333,002,2019,2019-04-25,40,8,R13002,오대벼,4,75
강릉,강릉(강원특별자치도 농업기술원),001,00122019002228,,,,1,,0344,002,2019,2019-04-20,41,8,R13002,오대벼,4,75
제천,제천(충청북도 농업기술원),001,00122019002236,,,,1,,0337,002,2019,2019-04-20,42,8,R13002,오대벼,4,75
안동,안동(경상북도 농업기술원),001,00122019002260,,,,1,,0351,002,2019,2019-04-20,43,8,R13002,오대벼,4,75
진부,진부(국립식량과학원),001,00122019002270,,,,1,,0336,002,2019,2019-04-20,44,8,R13002,오대벼,4,75
진부,진부(국립식량과학원),001,00122019002272,,,,1,,0336,002,2019,2019-04-20,45,8,R13003,진부올벼,4,75
영덕,영덕(국립식량과학원),001,00122019002217,,,,1,,0338,002,2019,2019-04-20,46,8,R22009,화영벼,4,75
영덕,영덕(국립식량과학원),001,00122019002218,,,,1,,0338,002,2019,2019-04-20,47,8,R22083,삼덕,4,75
영덕,영덕(국립식량과학원),001,00122019002216,,,,1,,0338,002,2019,2019-04-20,48,8,R23004,화성벼,4,75
