rnum,crpstDsgnRegistId,cropsSpchcknCode,exprYear,exprAreaCode,spciesCode,examForm,pajong,exam1,exam2,exam3,exam4,exam5,exam6,exam7,examinTmrd,srchExaminTmrd,exprSpchcknCode,areaNm,sortSn,totCnt,areaNm_full,spciesNm
26,00122020002135,001,2020,0330,R12079,1,2020-04-20,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),운광
27,00122020002138,001,2020,0329,R12079,1,2020-04-25,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),운광
28,00122020002149,001,2020,0333,R12079,1,2020-04-25,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
29,00122020002154,001,2020,0344,R12079,1,2020-04-20,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
30,00122020002163,001,2020,0337,R12079,1,2020-04-20,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),운광
31,00122020002186,001,2020,0351,R12079,1,2020-04-20,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),운광
32,00122020002127,001,2020,0331,R12080,1,2020-04-20,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),조운
33,00122020002139,001,2020,0329,R12085,1,2020-04-25,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),설레미
34,00122020002155,001,2020,0344,R12086,1,2020-04-20,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
35,00122020002198,001,2020,0336,R12092,1,2020-04-20,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),한설
36,00122020002153,001,2020,0344,R12093,1,2020-04-20,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
37,00122020002123,001,2020,0331,R13002,1,2020-04-20,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),오대벼
38,00122020002132,001,2020,0330,R13002,1,2020-04-20,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),오대벼
39,00122020002136,001,2020,0329,R13002,1,2020-04-25,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),오대벼
40,00122020002144,001,2020,0332,R13002,1,2020-04-20,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122020002148,001,2020,0333,R13002,1,2020-04-25,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
42,00122020002152,001,2020,0344,R13002,1,2020-04-20,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
43,00122020002160,001,2020,0337,R13002,1,2020-04-20,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),오대벼
44,00122020002185,001,2020,0351,R13002,1,2020-04-20,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),오대벼
45,00122020002195,001,2020,0336,R13002,1,2020-04-20,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),오대벼
46,00122020002197,001,2020,0336,R13003,1,2020-04-20,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),진부올벼
47,00122020002141,001,2020,0338,R22009,1,2020-04-20,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),화영벼
48,00122020002142,001,2020,0338,R22083,1,2020-04-20,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),삼덕
49,00122020002140,001,2020,0338,R23004,1,2020-04-20,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),화성벼
50,00122020002158,001,2020,2325,R32001,1,2020-04-25,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),일품벼
51,00122020002188,001,2020,0351,R32001,1,2020-04-20,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),일품벼
52,00122020002145,001,2020,0332,R32003,1,2020-04-20,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
53,00122020002150,001,2020,0333,R32003,1,2020-04-25,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
54,00122020002157,001,2020,2325,R32003,1,2020-04-25,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),대안벼
55,00122020002169,001,2020,0326,R32006,1,2020-04-30,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),일미벼
56,00122020002130,001,2020,0343,R32011,1,2020-04-30,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),남평벼
57,00122020002143,001,2020,0338,R32011,1,2020-04-20,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),남평벼
58,00122020002171,001,2020,0326,R32011,1,2020-04-30,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
59,00122020002187,001,2020,0351,R32015,1,2020-04-20,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),새추청
60,00122020002128,001,2020,0343,R32016,1,2020-04-30,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),신동진
61,00122020002170,001,2020,0326,R32016,1,2020-04-30,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
62,00122020002131,001,2020,0343,R32068,1,2020-04-30,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),동진1호
63,00122020002146,001,2020,0332,R32082,1,2020-04-20,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
64,00122020002151,001,2020,0333,R32082,1,2020-04-25,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
65,00122020002159,001,2020,2325,R32082,1,2020-04-25,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),삼광
66,00122020002164,001,2020,0350,R32082,1,2020-04-25,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),삼광
67,00122020002168,001,2020,0350,R32084,1,2020-04-25,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),새누리
68,00122020002173,001,2020,0326,R32084,1,2020-04-30,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
69,00122020002129,001,2020,0343,R32088,1,2020-04-30,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),청호
70,00122020002165,001,2020,0350,R32091,1,2020-04-25,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),호품
71,00122020002172,001,2020,0326,R32091,1,2020-04-30,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
72,00122020002167,001,2020,0350,R32093,1,2020-04-25,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),새일미
73,00122020002189,001,2020,0351,R32093,1,2020-04-20,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),새일미
74,00122020002147,001,2020,0332,R33009,1,2020-04-20,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),추청
75,00122020002156,001,2020,2325,R33009,1,2020-04-25,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),추청
76,00122020002166,001,2020,0350,R33009,1,2020-04-25,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),추청
1,00122021002365,001,2021,0352,R32006,1,2021-05-10,729,93.5,28.6,612,84.1,24.1,554,9,9,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122021002366,001,2021,0352,R32016,1,2021-05-10,736,86.4,35.4,622,84.6,30,563,9,9,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122021002368,001,2021,0352,R32081,1,2021-05-10,747,89.5,28.9,623,83.3,24.1,563,9,9,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122021002369,001,2021,0352,R32092,1,2021-05-10,722,90.1,30.8,609,84.4,26,550,9,9,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122021002370,001,2021,0352,R32093,1,2021-05-10,730,93.8,27.8,609,83.4,23.2,550,9,9,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122021002367,001,2021,0352,R46054,1,2021-05-10,727,89.6,28.5,603,82.9,23.6,545,9,9,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122021002371,001,2021,0340,R22009,1,2021-04-30,769,90.4,27.6,632,82.1,23.5,581,9,9,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122021002373,001,2021,0340,R22083,1,2021-04-30,880,84,26.4,724,82.3,22.8,666,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122021002372,001,2021,0340,R32001,1,2021-04-30,719,85.8,26.5,588,81.9,22.5,541,9,9,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122021002374,001,2021,0340,R32082,1,2021-04-30,800,90,25.9,658,82.3,22.1,605,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122021002375,001,2021,0340,R32093,1,2021-04-30,798,87,26.1,657,82.4,22.2,604,9,9,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122021002383,001,2021,0335,R32008,1,2021-05-10,724,85.8,28.3,597,82.5,24.2,550,9,9,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122021002384,001,2021,0335,R32068,1,2021-05-10,735,79.5,27.1,602,81.9,22.7,554,9,9,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122021002382,001,2021,0335,R32093,1,2021-05-10,705,93.1,26.5,584,82.9,22.3,538,9,9,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122021002381,001,2021,0335,R46055,1,2021-05-10,682,89.2,25.9,560,82,22.1,515,9,9,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122021002385,001,2021,0335,R46056,1,2021-05-10,727,91.7,27.4,605,83.2,23,553,9,9,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122021002315,001,2021,0331,R12004,1,2021-04-20,742,94.62609844650298,29.149999999999995,620,83.53333333333333,24.53333333333333,570,9,9,002,철원,8,76,철원(국립식량과학원),진부벼
18,00122021002324,001,2021,0330,R12004,1,2021-04-20,841,96.7,31,706,83.9,25.2,649,9,9,002,운봉,8,76,운봉(국립식량과학원),진부벼
19,00122021002387,001,2021,0336,R12004,1,2021-04-20,888,92.9,29.1,753,84.7,25.2,692,9,9,002,진부,8,76,진부(국립식량과학원),진부벼
20,00122021002328,001,2021,0329,R12005,1,2021-04-25,802,89.7,25.4,646,80.6,21.1,595,9,9,002,상주,8,76,상주(국립식량과학원),상주벼
21,00122021002353,001,2021,0337,R12005,1,2021-04-20,647,83.5,25,536,82.9,21.7,493,9,9,002,제천,8,76,제천(충청북도 농업기술원),상주벼
22,00122021002352,001,2021,0337,R12016,1,2021-04-20,636,92.1,26.2,529,83.1,23.8,486,9,9,002,제천,8,76,제천(충청북도 농업기술원),상미
23,00122021002325,001,2021,0330,R12019,1,2021-04-20,958,92.4,27.6,806,84.1,22.9,742,9,9,002,운봉,8,76,운봉(국립식량과학원),삼천벼
24,00122021002316,001,2021,0331,R12072,1,2021-04-20,812,90.31817643468719,26.3,672,82.7,22.36,618,9,9,002,철원,8,76,철원(국립식량과학원),태봉
25,00122021002317,001,2021,0331,R12079,1,2021-04-20,761,91.02168386799961,27.88333333333333,634,83.16666666666667,23.64,583,9,9,002,철원,8,76,철원(국립식량과학원),운광
26,00122021002326,001,2021,0330,R12079,1,2021-04-20,1158,90.8,26.5,972,83.9,22.3,894,9,9,002,운봉,8,76,운봉(국립식량과학원),운광
27,00122021002329,001,2021,0329,R12079,1,2021-04-25,896,83.9,26.9,726,81.1,22.9,668,9,9,002,상주,8,76,상주(국립식량과학원),운광
28,00122021002340,001,2021,0333,R12079,1,2021-04-25,585,89.3,26,475,81.1,21.1,437,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
29,00122021002345,001,2021,0344,R12079,1,2021-04-20,802,78.6,28.9,655,81.7,23.6,603,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
30,00122021002354,001,2021,0337,R12079,1,2021-04-20,714,81.7,27.2,594,83.2,24,547,9,9,002,제천,8,76,제천(충청북도 농업기술원),운광
31,00122021002377,001,2021,0351,R12079,1,2021-04-20,867,84.9,26,700,80.7,21.8,645,9,9,002,안동,8,76,안동(경상북도 농업기술원),운광
32,00122021002318,001,2021,0331,R12080,1,2021-04-20,595,94.18122529927797,26.599999999999998,488,81.96666666666667,22.106666666666665,449,9,9,002,철원,8,76,철원(국립식량과학원),조운
33,00122021002330,001,2021,0329,R12085,1,2021-04-25,797,91,25.1,643,80.7,20.7,592,9,9,002,상주,8,76,상주(국립식량과학원),설레미
34,00122021002346,001,2021,0344,R12086,1,2021-04-20,758,94.3,27.7,624,82.3,22.8,574,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
35,00122021002389,001,2021,0336,R12092,1,2021-04-20,706,78.1,26.1,591,83.7,22.4,543,9,9,002,진부,8,76,진부(국립식량과학원),한설
36,00122021002344,001,2021,0344,R12093,1,2021-04-20,719,92.1,26.2,604,83.9,22,555,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
37,00122021002314,001,2021,0331,R13002,1,2021-04-20,711,88.40282593294783,30.8,587,82.53333333333333,26.28,540,9,9,002,철원,8,76,철원(국립식량과학원),오대벼
38,00122021002323,001,2021,0330,R13002,1,2021-04-20,905,92,31.1,759,83.9,25,699,9,9,002,운봉,8,76,운봉(국립식량과학원),오대벼
39,00122021002327,001,2021,0329,R13002,1,2021-04-25,761,83.8,30.5,613,80.6,24.7,564,9,9,002,상주,8,76,상주(국립식량과학원),오대벼
40,00122021002335,001,2021,0332,R13002,1,2021-04-20,676,87.1,30.5,564,83.4,25.5,519,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122021002339,001,2021,0333,R13002,1,2021-04-25,557,96.5,29.5,453,81.3,24,417,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
42,00122021002343,001,2021,0344,R13002,1,2021-04-20,777,91.6,32,642,82.7,26.5,591,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
43,00122021002351,001,2021,0337,R13002,1,2021-04-20,661,82.2,29,544,82.3,25.5,500,9,9,002,제천,8,76,제천(충청북도 농업기술원),오대벼
44,00122021002376,001,2021,0351,R13002,1,2021-04-20,639,83.3,30.3,483,75.7,24.5,444,9,9,002,안동,8,76,안동(경상북도 농업기술원),오대벼
45,00122021002386,001,2021,0336,R13002,1,2021-04-20,747,81.5,30.3,626,83.9,26.1,576,9,9,002,진부,8,76,진부(국립식량과학원),오대벼
46,00122021002388,001,2021,0336,R13003,1,2021-04-20,695,76.8,30.6,587,84.5,26.5,540,9,9,002,진부,8,76,진부(국립식량과학원),진부올벼
47,00122021002332,001,2021,0338,R22009,1,2021-04-20,735,83.3,26.2,609,83,21.6,561,9,9,002,영덕,8,76,영덕(국립식량과학원),화영벼
48,00122021002333,001,2021,0338,R22083,1,2021-04-20,777,83.5,24.6,639,82.7,21,588,9,9,002,영덕,8,76,영덕(국립식량과학원),삼덕
49,00122021002331,001,2021,0338,R23004,1,2021-04-20,716,82.8,24.3,593,82.4,21.2,546,9,9,002,영덕,8,76,영덕(국립식량과학원),화성벼
50,00122021002349,001,2021,2325,R32001,1,2021-04-25,739,90.2,26.2,613,82.9,23.1,564,9,9,002,청원,8,76,청원(충청북도 농업기술원),일품벼
51,00122021002379,001,2021,0351,R32001,1,2021-04-20,853,88,26.8,686,80.4,21.5,631,9,9,002,안동,8,76,안동(경상북도 농업기술원),일품벼
52,00122021002336,001,2021,0332,R32003,1,2021-04-20,694,94.1,29.4,582,83.8,24.6,536,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
53,00122021002341,001,2021,0333,R32003,1,2021-04-25,573,92.3,28.5,470,82,23.4,432,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
54,00122021002348,001,2021,2325,R32003,1,2021-04-25,672,92.2,28,555,82.6,24.1,511,9,9,002,청원,8,76,청원(충청북도 농업기술원),대안벼
55,00122021002321,001,2021,0343,R32011,1,2021-04-30,772,86.2,26.4,644,83.4,22.5,592,9,9,002,계화,8,76,계화(국립식량과학원),남평벼
56,00122021002334,001,2021,0338,R32011,1,2021-04-20,778,77.5,24.9,639,81.6,20.9,588,9,9,002,영덕,8,76,영덕(국립식량과학원),남평벼
57,00122021002362,001,2021,0326,R32011,1,2021-04-30,727,88.5,26.1,591,81.3,21,544,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
58,00122021002378,001,2021,0351,R32015,1,2021-04-20,888,89.4,27.3,701,79,22.4,645,9,9,002,안동,8,76,안동(경상북도 농업기술원),새추청
59,00122021002319,001,2021,0343,R32016,1,2021-04-30,733,80.3,30.5,617,84.1,27,567,9,9,002,계화,8,76,계화(국립식량과학원),신동진
60,00122021002361,001,2021,0326,R32016,1,2021-04-30,736,85.8,33.3,607,82.5,28.7,558,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
61,00122021002322,001,2021,0343,R32068,1,2021-04-30,847,78.2,28.9,709,83.8,24.5,652,9,9,002,계화,8,76,계화(국립식량과학원),동진1호
62,00122021002337,001,2021,0332,R32082,1,2021-04-20,725,96.1,27.1,612,84.4,23.5,563,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
63,00122021002342,001,2021,0333,R32082,1,2021-04-25,568,95.8,26.1,469,82.7,21.6,432,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
64,00122021002350,001,2021,2325,R32082,1,2021-04-25,868,97.9,27.5,726,83.6,23.9,668,9,9,002,청원,8,76,청원(충청북도 농업기술원),삼광
65,00122021002355,001,2021,0350,R32082,1,2021-04-25,853,93.2,26.8,712,82.4,22.7,663,9,9,002,예산,8,76,예산(충청남도 농업기술원),삼광
66,00122021002359,001,2021,0350,R32084,1,2021-04-25,885,89.9,29,721,81.8,24.2,665,9,9,002,예산,8,76,예산(충청남도 농업기술원),새누리
67,00122021002364,001,2021,0326,R32084,1,2021-04-30,722,89.9,29,591,81.8,24.2,544,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
68,00122021002320,001,2021,0343,R32088,1,2021-04-30,870,80.2,28.5,729,83.8,24.3,670,9,9,002,계화,8,76,계화(국립식량과학원),청호
69,00122021002356,001,2021,0350,R32091,1,2021-04-25,920,85.8,33.3,767,82.5,28.7,716,9,9,002,예산,8,76,예산(충청남도 농업기술원),호품
70,00122021002363,001,2021,0326,R32091,1,2021-04-30,728,90.9,28.2,605,81.8,24,557,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
71,00122021002358,001,2021,0350,R32093,1,2021-04-25,904,90.9,28.2,751,81.8,24,695,9,9,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122021002380,001,2021,0351,R32093,1,2021-04-20,828,78.7,27.5,638,77,22.4,587,9,9,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122021002338,001,2021,0332,R33009,1,2021-04-20,651,96.8,25.6,546,83.9,21.9,502,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122021002347,001,2021,2325,R33009,1,2021-04-25,667,92.8,25.7,556,83.4,21.3,512,9,9,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122021002357,001,2021,0350,R33009,1,2021-04-25,823,88.5,26.1,682,81.3,21,633,9,9,002,예산,8,76,예산(충청남도 농업기술원),추청
76,00122021002360,001,2021,0326,R46058,1,2021-04-30,739,93.2,26.8,609,82.4,22.7,560,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122022002465,001,2022,0352,R32006,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122022002466,001,2022,0352,R32016,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122022002468,001,2022,0352,R32081,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122022002469,001,2022,0352,R32092,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122022002470,001,2022,0352,R32093,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122022002467,001,2022,0352,R46054,1,,,,,,,,,,9,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122022002471,001,2022,0340,R22009,1,,,,,,,,,,9,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122022002473,001,2022,0340,R22083,1,,,,,,,,,,9,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122022002472,001,2022,0340,R32001,1,,,,,,,,,,9,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122022002474,001,2022,0340,R32082,1,,,,,,,,,,9,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122022002475,001,2022,0340,R32093,1,,,,,,,,,,9,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122022002483,001,2022,0335,R32008,1,,,,,,,,,,9,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122022002484,001,2022,0335,R32068,1,,,,,,,,,,9,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122022002482,001,2022,0335,R32093,1,,,,,,,,,,9,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122022002481,001,2022,0335,R46055,1,,,,,,,,,,9,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122022002485,001,2022,0335,R46056,1,,,,,,,,,,9,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122022002415,001,2022,0331,R12004,1,,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),진부벼
18,00122022002424,001,2022,0330,R12004,1,,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),진부벼
19,00122022002487,001,2022,0336,R12004,1,,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),진부벼
20,00122022002428,001,2022,0329,R12005,1,,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),상주벼
21,00122022002453,001,2022,0337,R12005,1,,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),상주벼
22,00122022002452,001,2022,0337,R12016,1,,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),상미
23,00122022002425,001,2022,0330,R12019,1,,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),삼천벼
24,00122022002416,001,2022,0331,R12072,1,,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),태봉
25,00122022002417,001,2022,0331,R12079,1,,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),운광
26,00122022002426,001,2022,0330,R12079,1,,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),운광
27,00122022002429,001,2022,0329,R12079,1,,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),운광
28,00122022002440,001,2022,0333,R12079,1,,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
29,00122022002445,001,2022,0344,R12079,1,,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
30,00122022002454,001,2022,0337,R12079,1,,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),운광
31,00122022002477,001,2022,0351,R12079,1,,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),운광
32,00122022002418,001,2022,0331,R12080,1,,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),조운
33,00122022002430,001,2022,0329,R12085,1,,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),설레미
34,00122022002446,001,2022,0344,R12086,1,,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
35,00122022002489,001,2022,0336,R12092,1,,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),한설
36,00122022002444,001,2022,0344,R12093,1,,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
37,00122022002414,001,2022,0331,R13002,1,,,,,,,,,,9,002,철원,8,76,철원(국립식량과학원),오대벼
38,00122022002423,001,2022,0330,R13002,1,,,,,,,,,,9,002,운봉,8,76,운봉(국립식량과학원),오대벼
39,00122022002427,001,2022,0329,R13002,1,,,,,,,,,,9,002,상주,8,76,상주(국립식량과학원),오대벼
40,00122022002435,001,2022,0332,R13002,1,,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122022002439,001,2022,0333,R13002,1,,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
42,00122022002443,001,2022,0344,R13002,1,,,,,,,,,,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
43,00122022002451,001,2022,0337,R13002,1,,,,,,,,,,9,002,제천,8,76,제천(충청북도 농업기술원),오대벼
44,00122022002476,001,2022,0351,R13002,1,,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),오대벼
45,00122022002486,001,2022,0336,R13002,1,,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),오대벼
46,00122022002488,001,2022,0336,R13003,1,,,,,,,,,,9,002,진부,8,76,진부(국립식량과학원),진부올벼
47,00122022002432,001,2022,0338,R22009,1,,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),화영벼
48,00122022002433,001,2022,0338,R22083,1,,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),삼덕
49,00122022002431,001,2022,0338,R23004,1,,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),화성벼
50,00122022002449,001,2022,2325,R32001,1,,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),일품벼
51,00122022002479,001,2022,0351,R32001,1,,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),일품벼
52,00122022002436,001,2022,0332,R32003,1,,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
53,00122022002441,001,2022,0333,R32003,1,,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
54,00122022002448,001,2022,2325,R32003,1,,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),대안벼
55,00122022002421,001,2022,0343,R32011,1,,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),남평벼
56,00122022002434,001,2022,0338,R32011,1,,,,,,,,,,9,002,영덕,8,76,영덕(국립식량과학원),남평벼
57,00122022002462,001,2022,0326,R32011,1,,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
58,00122022002478,001,2022,0351,R32015,1,,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),새추청
59,00122022002419,001,2022,0343,R32016,1,,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),신동진
60,00122022002461,001,2022,0326,R32016,1,,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
61,00122022002422,001,2022,0343,R32068,1,,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),동진1호
62,00122022002437,001,2022,0332,R32082,1,,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
63,00122022002442,001,2022,0333,R32082,1,,,,,,,,,,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
64,00122022002450,001,2022,2325,R32082,1,,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),삼광
65,00122022002455,001,2022,0350,R32082,1,,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),삼광
66,00122022002459,001,2022,0350,R32084,1,,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),새누리
67,00122022002464,001,2022,0326,R32084,1,,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
68,00122022002420,001,2022,0343,R32088,1,,,,,,,,,,9,002,계화,8,76,계화(국립식량과학원),청호
69,00122022002456,001,2022,0350,R32091,1,,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),호품
