areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam10,exam11,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
대구,대구(경상북도 농업기술원),001,00122022002474,86.6, , ,13.1,3,1.8,2022-04-30,130,2022-05-30,,,1,1,0340,002,2022,13.1,10,4,R32082,삼광,1,76
대구,대구(경상북도 농업기술원),001,00122022002475,88.6, , ,13.2,3.3,1.7,2022-04-30,130,2022-05-30,,,1,1,0340,002,2022,13.2,11,4,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122022002483,98.9, , ,18.3,3.9,1.7,2022-05-10,130,2022-06-05,,,1,1,0335,002,2022,18.3,12,6,R32008,동안벼,1,76
진주,진주(경상남도 농업기술원),001,00122022002484,99.5, , ,17.8,3.7,1.6,2022-05-10,130,2022-06-05,,,1,1,0335,002,2022,17.8,13,6,R32068,동진1호,1,76
진주,진주(경상남도 농업기술원),001,00122022002482,98.6, , ,17.5,3.8,1.6,2022-05-10,130,2022-06-05,,,1,1,0335,002,2022,17.5,14,6,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122022002481,99.1, , ,16.6,3.5,1.6,2022-05-10,130,2022-06-05,,,1,1,0335,002,2022,16.6,15,6,R46055,해품,1,76
진주,진주(경상남도 농업기술원),001,00122022002485,98.5, , ,15,3.7,1.5,2022-05-10,130,2022-06-05,,,1,1,0335,002,2022,15,16,6,R46056,영호진미,1,76
철원,철원(국립식량과학원),001,00122022002415,91.2, , ,22.4,4.3,2.4,2022-04-20,130,2022-05-20,,,1,1,0331,002,2022,22.4,17,8,R12004,진부벼,1,76
운봉,운봉(국립식량과학원),001,00122022002424,95.3, , ,22.5,4.9,2.1,2022-04-20,130,2022-05-20,,,1,1,0330,002,2022,22.5,18,8,R12004,진부벼,1,76
진부,진부(국립식량과학원),001,00122022002487,92.5, , ,16.2,4.2,1.9,2022-04-20,120,2022-05-20,,,1,1,0336,002,2022,16.2,19,8,R12004,진부벼,1,76
상주,상주(국립식량과학원),001,00122022002428,91.3, , ,15.9,4.1,2.1,2022-04-25,130,2022-05-24,,,1,1,0329,002,2022,15.9,20,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122022002453,94.8, , ,15.3,3.7,2.6,2022-04-20,130,2022-05-20,,,1,1,0337,002,2022,15.3,21,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122022002452,94, , ,14.3,4,2.7,2022-04-20,130,2022-05-20,,,1,1,0337,002,2022,14.3,22,8,R12016,상미,1,76
운봉,운봉(국립식량과학원),001,00122022002425,84, , ,18.1,4.7,1.6,2022-04-20,130,2022-05-20,,,1,1,0330,002,2022,18.1,23,8,R12019,삼천벼,1,76
철원,철원(국립식량과학원),001,00122022002416,84.2, , ,24.4,4.6,2.9,2022-04-20,130,2022-05-20,,,1,1,0331,002,2022,24.4,24,8,R12072,태봉,1,76
철원,철원(국립식량과학원),001,00122022002417,89.9, , ,16.9,5,2.4,2022-04-20,130,2022-05-20,,,1,1,0331,002,2022,16.9,25,8,R12079,운광,1,76
운봉,운봉(국립식량과학원),001,00122022002426,96.9, , ,16,4.9,1.6,2022-04-20,130,2022-05-20,,,1,1,0330,002,2022,16,26,8,R12079,운광,1,76
상주,상주(국립식량과학원),001,00122022002429,91, , ,14.4,4.2,1.8,2022-04-25,130,2022-05-24,,,1,1,0329,002,2022,14.4,27,8,R12079,운광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002440,57, , ,14.6,4.3,3.4,2022-04-25,130,2022-05-24,,,1,1,0333,002,2022,14.6,28,8,R12079,운광,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002445,64.4, , ,12.4,4.3,3.1,2022-04-20,130,2022-05-20,,,1,1,0344,002,2022,12.4,29,8,R12079,운광,1,76
제천,제천(충청북도 농업기술원),001,00122022002454,95, , ,12.7,4,2.6,2022-04-20,130,2022-05-20,,,1,1,0337,002,2022,12.7,30,8,R12079,운광,1,76
안동,안동(경상북도 농업기술원),001,00122022002477,82.9, , ,13.1,3.1,2.5,2022-04-20,120,2022-05-18,,,1,1,0351,002,2022,13.1,31,8,R12079,운광,1,76
철원,철원(국립식량과학원),001,00122022002418,96.4, , ,23,4.4,2.4,2022-04-20,130,2022-05-20,,,1,1,0331,002,2022,23,32,8,R12080,조운,1,76
상주,상주(국립식량과학원),001,00122022002430,90, , ,17.4,4,1.7,2022-04-25,130,2022-05-24,,,1,1,0329,002,2022,17.4,33,8,R12085,설레미,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002446,95.4, , ,13.7,4,2.7,2022-04-20,130,2022-05-20,,,1,1,0344,002,2022,13.7,34,8,R12086,오대1호,1,76
진부,진부(국립식량과학원),001,00122022002489,95.3, , ,17.5,3.8,2,2022-04-20,120,2022-05-20,,,1,1,0336,002,2022,17.5,35,8,R12092,한설,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002444,99, , ,16.2,4,2.4,2022-04-20,130,2022-05-20,,,1,1,0344,002,2022,16.2,36,8,R12093,오륜,1,76
철원,철원(국립식량과학원),001,00122022002414,93.9, , ,22.1,4.1,2.38,2022-04-20,130,2022-05-20,,,1,1,0331,002,2022,22.1,37,8,R13002,오대벼,1,76
운봉,운봉(국립식량과학원),001,00122022002423,98.9, , ,20.9,4.6,1.8,2022-04-20,130,2022-05-20,,,1,1,0330,002,2022,20.9,38,8,R13002,오대벼,1,76
상주,상주(국립식량과학원),001,00122022002427,91.7, , ,17.8,4.4,2.1,2022-04-25,130,2022-05-24,,,1,1,0329,002,2022,17.8,39,8,R13002,오대벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122022002435,98.8, , ,20.9,3.4,3.05,2022-04-20,130,2022-05-20,,,1,1,0332,002,2022,20.9,40,8,R13002,오대벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002439,89.8, , ,18.9,3.8,3.2,2022-04-25,130,2022-05-24,,,1,1,0333,002,2022,18.9,41,8,R13002,오대벼,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002443,92.5, , ,14.1,3.8,2.7,2022-04-20,130,2022-05-20,,,1,1,0344,002,2022,14.1,42,8,R13002,오대벼,1,76
제천,제천(충청북도 농업기술원),001,00122022002451,94.6, , ,15.7,3.9,2.7,2022-04-20,130,2022-05-20,,,1,1,0337,002,2022,15.7,43,8,R13002,오대벼,1,76
안동,안동(경상북도 농업기술원),001,00122022002476,84.2, , ,19.2,3.1,2.5,2022-04-20,120,2022-05-18,,,1,1,0351,002,2022,19.2,44,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122022002486,95.1, , ,16.5,4.7,2.3,2022-04-20,120,2022-05-20,,,1,1,0336,002,2022,16.5,45,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122022002488,93.9, , ,19.2,4.4,2.3,2022-04-20,120,2022-05-20,,,1,1,0336,002,2022,19.2,46,8,R13003,진부올벼,1,76
영덕,영덕(국립식량과학원),001,00122022002432,80.3, , ,13.4,3.6,2.68,2022-04-20,130,2022-05-25,,,1,1,0338,002,2022,13.4,47,8,R22009,화영벼,1,76
영덕,영덕(국립식량과학원),001,00122022002433,81.8, , ,13.3,3.7,2.21,2022-04-20,130,2022-05-25,,,1,1,0338,002,2022,13.3,48,8,R22083,삼덕,1,76
영덕,영덕(국립식량과학원),001,00122022002431,81, , ,14.1,3.6,2.58,2022-04-20,130,2022-05-25,,,1,1,0338,002,2022,14.1,49,8,R23004,화성벼,1,76
청원,청원(충청북도 농업기술원),001,00122022002449,93, , ,14.9,3.4,2.2,2022-04-25,130,2022-05-25,,,1,1,2325,002,2022,14.9,50,8,R32001,일품벼,1,76
안동,안동(경상북도 농업기술원),001,00122022002479,92.3, , ,15.1,3,1.9,2022-04-20,120,2022-05-18,,,1,1,0351,002,2022,15.1,51,8,R32001,일품벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122022002436,97.9, , ,19.8,3,2.74,2022-04-20,130,2022-05-20,,,1,1,0332,002,2022,19.8,52,8,R32003,대안벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002441,95.8, , ,19.4,4.1,2.8,2022-04-25,130,2022-05-24,,,1,1,0333,002,2022,19.4,53,8,R32003,대안벼,1,76
청원,청원(충청북도 농업기술원),001,00122022002448,93.5, , ,17.5,3.7,2.5,2022-04-25,130,2022-05-25,,,1,1,2325,002,2022,17.5,54,8,R32003,대안벼,1,76
계화,계화(국립식량과학원),001,00122022002421,80.6, , ,27,4.6,2.1,2022-05-02,130,2022-05-30,,,1,1,0343,002,2022,27,55,8,R32011,남평벼,1,76
영덕,영덕(국립식량과학원),001,00122022002434,82.5, , ,14.6,3.5,2.61,2022-04-20,130,2022-05-25,,,1,1,0338,002,2022,14.6,56,8,R32011,남평벼,1,76
익산,익산(전북특별자치도 농업기술원),001,00122022002462,93.4, , ,14.5,3.9,2.8,2022-04-30,130,2022-05-30,,,1,1,0326,002,2022,14.5,57,8,R32011,남평벼,1,76
안동,안동(경상북도 농업기술원),001,00122022002478,91.7, , ,17,2.6,1.9,2022-04-20,120,2022-05-18,,,1,1,0351,002,2022,17,58,8,R32015,새추청,1,76
계화,계화(국립식량과학원),001,00122022002419,81, , ,25.2,5.1,2.5,2022-04-30,130,2022-05-30,,,1,1,0343,002,2022,25.2,59,8,R32016,신동진,1,76
익산,익산(전북특별자치도 농업기술원),001,00122022002461,90.2, , ,16.1,3.7,3,2022-04-30,130,2022-05-30,,,1,1,0326,002,2022,16.1,60,8,R32016,신동진,1,76
계화,계화(국립식량과학원),001,00122022002422,83, , ,25.1,4.5,1.9,2022-05-03,130,2022-05-30,,,1,1,0343,002,2022,25.1,61,8,R32068,동진1호,1,76
화성,화성(경기도 경기도농업기술원),001,00122022002437,94.3, , ,19.4,3.5,3.2,2022-04-20,130,2022-05-20,,,1,1,0332,002,2022,19.4,62,8,R32082,삼광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002442,93.9, , ,17.5,4,2.6,2022-04-25,130,2022-05-24,,,1,1,0333,002,2022,17.5,63,8,R32082,삼광,1,76
청원,청원(충청북도 농업기술원),001,00122022002450,94, , ,17.7,3.4,2.4,2022-04-25,130,2022-05-25,,,1,1,2325,002,2022,17.7,64,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122022002455,90.8, , ,18.2,3.4,1.8,2022-04-25,130,2022-05-25,,,1,1,0350,002,2022,18.2,65,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122022002459,94.3, , ,20.3,3.3,2.1,2022-04-25,130,2022-05-25,,,1,1,0350,002,2022,20.3,66,8,R32084,새누리,1,76
익산,익산(전북특별자치도 농업기술원),001,00122022002464,95.5, , ,14.8,3.7,2.7,2022-04-30,130,2022-05-30,,,1,1,0326,002,2022,14.8,67,8,R32084,새누리,1,76
계화,계화(국립식량과학원),001,00122022002420,79.1, , ,28.8,4.8,2.5,2022-05-01,130,2022-05-30,,,1,1,0343,002,2022,28.8,68,8,R32088,청호,1,76
예산,예산(충청남도 농업기술원),001,00122022002456,91.3, , ,15.5,3.3,1.9,2022-04-25,130,2022-05-25,,,1,1,0350,002,2022,15.5,69,8,R32091,호품,1,76
익산,익산(전북특별자치도 농업기술원),001,00122022002463,87.8, , ,13,3.8,2.7,2022-04-30,130,2022-05-30,,,1,1,0326,002,2022,13,70,8,R32091,호품,1,76
예산,예산(충청남도 농업기술원),001,00122022002458,95.1, , ,17.9,3.5,1.8,2022-04-25,130,2022-05-25,,,1,1,0350,002,2022,17.9,71,8,R32093,새일미,1,76
안동,안동(경상북도 농업기술원),001,00122022002480,94.1, , ,18.8,3.4,2.1,2022-04-20,120,2022-05-18,,,1,1,0351,002,2022,18.8,72,8,R32093,새일미,1,76
화성,화성(경기도 경기도농업기술원),001,00122022002438,98.7, , ,18,3,2.14,2022-04-20,130,2022-05-20,,,1,1,0332,002,2022,18,73,8,R33009,추청,1,76
청원,청원(충청북도 농업기술원),001,00122022002447,94.8, , ,16.5,3.7,2.2,2022-04-25,130,2022-05-25,,,1,1,2325,002,2022,16.5,74,8,R33009,추청,1,76
예산,예산(충청남도 농업기술원),001,00122022002457,95.7, , ,17.2,3.5,1.5,2022-04-25,130,2022-05-25,,,1,1,0350,002,2022,17.2,75,8,R33009,추청,1,76
익산,익산(전북특별자치도 농업기술원),001,00122022002460,95.1, , ,13.8,3.8,2.7,2022-04-30,130,2022-05-30,,,1,1,0326,002,2022,13.8,76,8,R46058,예찬,1,76
나주,나주(전라남도 농업기술원),001,00122023002559,68.4, , ,17.9,3.9,2.21,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,17.9,1,3,R32006,일미벼,1,76
나주,나주(전라남도 농업기술원),001,00122023002560,77.6, , ,19.3,5.1,2.17,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,19.3,2,3,R32016,신동진,1,76
나주,나주(전라남도 농업기술원),001,00122023002562,85.6, , ,19.6,4.2,2.14,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,19.6,3,3,R32081,미품,1,76
나주,나주(전라남도 농업기술원),001,00122023002563,90.9, , ,19,4,2.01,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,19,4,3,R32092,현품,1,76
나주,나주(전라남도 농업기술원),001,00122023002564,84.7, , ,19.2,5.2,2.05,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,19.2,5,3,R32093,새일미,1,76
나주,나주(전라남도 농업기술원),001,00122023002561,93.4, , ,19.1,3.6,2.23,2023-05-10,130,2022-06-05,,,1,1,0352,002,2023,19.1,6,3,R46054,새청무,1,76
대구,대구(경상북도 농업기술원),001,00122023002565,87.2, , ,17.9,2.8,2.2,2023-04-30,130,2022-05-30,,,1,1,0340,002,2023,17.9,7,4,R22009,화영벼,1,76
대구,대구(경상북도 농업기술원),001,00122023002567,90.9, , ,17.6,2.7,2.4,2023-04-30,130,2022-05-30,,,1,1,0340,002,2023,17.6,8,4,R22083,삼덕,1,76
대구,대구(경상북도 농업기술원),001,00122023002566,97.9, , ,16,2.6,2,2023-04-30,130,2022-05-30,,,1,1,0340,002,2023,16,9,4,R32001,일품벼,1,76
대구,대구(경상북도 농업기술원),001,00122023002568,92.4, , ,17.5,3,2.1,2023-04-30,130,2022-05-30,,,1,1,0340,002,2023,17.5,10,4,R32082,삼광,1,76
대구,대구(경상북도 농업기술원),001,00122023002569,91.2, , ,18.7,3,2.4,2023-04-30,130,2022-05-30,,,1,1,0340,002,2023,18.7,11,4,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122023002577,99.04076738609115, , ,22.56833333333334,4.028333333333333,1.8733333333333333,2023-05-10,130,2022-06-05,,,1,1,0335,002,2023,22.56833333333334,12,6,R32008,동안벼,1,76
진주,진주(경상남도 농업기술원),001,00122023002578,98.09782608695651, , ,18.758333333333336,4.233333333333333,2.143333333333333,2023-05-10,130,2022-06-05,,,1,1,0335,002,2023,18.758333333333336,13,6,R32068,동진1호,1,76
진주,진주(경상남도 농업기술원),001,00122023002576,97.4293059125964, , ,20.71166666666667,4.0249999999999995,1.6966666666666665,2023-05-10,130,2022-06-05,,,1,1,0335,002,2023,20.71166666666667,14,6,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122023002575,98.25000000000001, , ,15.305000000000001,4.045,1.4333333333333333,2023-05-10,130,2022-06-05,,,1,1,0335,002,2023,15.305000000000001,15,6,R46055,해품,1,76
진주,진주(경상남도 농업기술원),001,00122023002579,99.52267303102624, , ,15.788333333333334,4.026666666666666,1.6933333333333333,2023-05-10,130,2022-06-05,,,1,1,0335,002,2023,15.788333333333334,16,6,R46056,영호진미,1,76
계화,계화(국립식량과학원),001,00122023002514,95, , ,25.3,5,2,2023-05-01,130,2023-05-25,,,1,1,0343,002,2023,25.3,17,8,R10123,참동진,1,76
익산,익산(전북특별자치도 농업기술원),001,00122023002557,92.7, , ,16.6,4.1,3.5,2023-04-30,130,2022-05-30,,,1,1,0326,002,2023,16.6,18,8,R10123,참동진,1,76
철원,철원(국립식량과학원),001,00122023002509,91.68618266978922, , ,18.227254901960787,4.218333333333333,1.95,2023-04-20,130,2023-05-20,,,1,1,0331,002,2023,18.227254901960787,19,8,R12004,진부벼,1,76
운봉,운봉(국립식량과학원),001,00122023002518,80.6, , ,21.7,4.4,2.3,2023-04-20,130,2023-05-20,,,1,1,0330,002,2023,21.7,20,8,R12004,진부벼,1,76
진부,진부(국립식량과학원),001,00122023002581,91.01125905618646, , ,15.963492063492063,4.46031746031746,2.42,2023-04-20,120,2022-05-20,,,1,1,0336,002,2023,15.963492063492063,21,8,R12004,진부벼,1,76
상주,상주(국립식량과학원),001,00122023002522,90.03194949393344, , ,17.026666666666667,4.071666666666666,2.3,2023-04-25,130,2023-05-25,,,1,1,0329,002,2023,17.026666666666667,22,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122023002547,94.1, , ,16.4,3.3,2,2023-04-20,130,2023-06-05,,,1,1,0337,002,2023,16.4,23,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122023002546,93.6, , ,14.9,3.4,2,2023-04-20,130,2023-06-05,,,1,1,0337,002,2023,14.9,24,8,R12016,상미,1,76
운봉,운봉(국립식량과학원),001,00122023002519,92.7, , ,17.6,4.5,1.7,2023-04-20,130,2023-05-20,,,1,1,0330,002,2023,17.6,25,8,R12019,삼천벼,1,76
철원,철원(국립식량과학원),001,00122023002510,85.72954822954823, , ,16.36222222222222,4.2683333333333335,1.755,2023-04-20,130,2023-05-20,,,1,1,0331,002,2023,16.36222222222222,26,8,R12072,태봉,1,76
철원,철원(국립식량과학원),001,00122023002511,87.50514244324847, , ,14.306501547987615,4.5183333333333335,2.29,2023-04-20,130,2023-05-20,,,1,1,0331,002,2023,14.306501547987615,27,8,R12079,운광,1,76
운봉,운봉(국립식량과학원),001,00122023002520,92.6, , ,17.7,5,1.8,2023-04-20,130,2023-05-25,,,1,1,0330,002,2023,17.7,28,8,R12079,운광,1,76
상주,상주(국립식량과학원),001,00122023002523,87.58576051779933, , ,14.485,4.078333333333334,2.43,2023-04-25,130,2023-05-25,,,1,1,0329,002,2023,14.485,29,8,R12079,운광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002534,91, , ,11,4.3,2.8,2023-04-25,130,2023-06-05,,,1,1,0333,002,2023,11,30,8,R12079,운광,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002539,92.1, , ,12.1,4.2,2.6,2023-04-20,130,2023-05-30,,,1,1,0344,002,2023,12.1,31,8,R12079,운광,1,76
제천,제천(충청북도 농업기술원),001,00122023002548,94.7, , ,14.9,3.3,2,2023-04-20,130,2023-06-05,,,1,1,0337,002,2023,14.9,32,8,R12079,운광,1,76
안동,안동(경상북도 농업기술원),001,00122023002571,96.4, , ,13.3,2.7,1.8,2023-04-20,120,2022-05-18,,,1,1,0351,002,2023,13.3,33,8,R12079,운광,1,76
철원,철원(국립식량과학원),001,00122023002512,91.49274462513233, , ,16.824298245614034,4.113333333333333,1.9333333333333333,2023-04-20,130,2023-05-25,,,1,1,0331,002,2023,16.824298245614034,34,8,R12080,조운,1,76
상주,상주(국립식량과학원),001,00122023002524,94.77777777777777, , ,19.252666666666666,4.04,2.58,2023-04-25,130,2023-05-25,,,1,1,0329,002,2023,19.252666666666666,35,8,R12085,설레미,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002540,86.3, , ,13.9,4.2,2.7,2023-04-20,130,2023-05-30,,,1,1,0344,002,2023,13.9,36,8,R12086,오대1호,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002538,94.5, , ,15.7,4,2.3,2023-04-20,130,2023-05-30,,,1,1,0344,002,2023,15.7,37,8,R12093,오륜,1,76
예산,예산(충청남도 농업기술원),001,00122023002551,75.9, , ,14.5,3.5,1.96,2023-04-25,130,2016-05-20,,,1,1,0350,002,2023,14.5,38,8,R12122,친들,1,76
안동,안동(경상북도 농업기술원),001,00122023002570,95.5, , ,13.9,3,2.1,2023-04-20,120,2022-05-18,,,1,1,0351,002,2023,13.9,39,8,R12123,해담쌀,1,76
철원,철원(국립식량과학원),001,00122023002508,90.76426282690492, , ,15.911666666666667,4.17,2.17,2023-04-20,130,2023-05-20,,,1,1,0331,002,2023,15.911666666666667,40,8,R13002,오대벼,1,76
운봉,운봉(국립식량과학원),001,00122023002517,99.5, , ,20.8,4.4,2.1,2023-04-20,130,2023-05-20,,,1,1,0330,002,2023,20.8,41,8,R13002,오대벼,1,76
상주,상주(국립식량과학원),001,00122023002521,90.48332629801604, , ,17.643333333333334,4.081666666666666,2.44,2023-04-25,130,2023-05-25,,,1,1,0329,002,2023,17.643333333333334,42,8,R13002,오대벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122023002529,94.5, , ,13.9,3.2,2.1,2023-04-20,130,2023-05-30,,,1,1,0332,002,2023,13.9,43,8,R13002,오대벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002533,94.7, , ,13.7,4.2,2.9,2023-04-25,130,2023-06-05,,,1,1,0333,002,2023,13.7,44,8,R13002,오대벼,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002537,92.4, , ,14.1,3.9,2.9,2023-04-20,130,2023-05-30,,,1,1,0344,002,2023,14.1,45,8,R13002,오대벼,1,76
제천,제천(충청북도 농업기술원),001,00122023002545,93.8, , ,17.9,3,2.3,2023-04-20,130,2023-05-18,,,1,1,0337,002,2023,17.9,46,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122023002580,94.80967239902871, , ,15.966666666666666,4.131746031746032,2.813333333333333,2023-04-20,120,2022-05-20,,,1,1,0336,002,2023,15.966666666666666,47,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122023002582,92.25172595840202, , ,17.14761904761905,4.241269841269842,2.4933333333333336,2023-04-20,120,2022-05-20,,,1,1,0336,002,2023,17.14761904761905,48,8,R13003,진부올벼,1,76
영덕,영덕(국립식량과학원),001,00122023002526,85.1, , ,13.1,3.8,1.65,2023-04-20,130,2023-05-30,,,1,1,0338,002,2023,13.1,49,8,R22009,화영벼,1,76
영덕,영덕(국립식량과학원),001,00122023002527,81.1, , ,11.9,3.7,1.65,2023-04-20,130,2023-05-30,,,1,1,0338,002,2023,11.9,50,8,R22083,삼덕,1,76
영덕,영덕(국립식량과학원),001,00122023002525,93.4, , ,14.2,3.5,2.23,2023-04-20,130,2023-05-30,,,1,1,0338,002,2023,14.2,51,8,R23004,화성벼,1,76
청원,청원(충청북도 농업기술원),001,00122023002543,93.6, , ,13.5,3,2.3,2023-04-25,130,2023-05-18,,,1,1,2325,002,2023,13.5,52,8,R32001,일품벼,1,76
안동,안동(경상북도 농업기술원),001,00122023002573,98.7, , ,15.3,2.8,1.9,2023-04-20,120,2022-05-18,,,1,1,0351,002,2023,15.3,53,8,R32001,일품벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122023002530,92.3, , ,14.4,3.8,1.8,2023-04-20,130,2023-06-05,,,1,1,0332,002,2023,14.4,54,8,R32003,대안벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002535,93.9, , ,17,4.2,2.9,2023-04-25,130,2023-06-05,,,1,1,0333,002,2023,17,55,8,R32003,대안벼,1,76
청원,청원(충청북도 농업기술원),001,00122023002542,93.2, , ,20.7,3.2,2.8,2023-04-25,130,2023-05-18,,,1,1,2325,002,2023,20.7,56,8,R32003,대안벼,1,76
계화,계화(국립식량과학원),001,00122023002515,96.4, , ,21.5,4.8,1.7,2023-05-02,130,2023-05-25,,,1,1,0343,002,2023,21.5,57,8,R32011,남평벼,1,76
영덕,영덕(국립식량과학원),001,00122023002528,78.6, , ,11.4,3.7,1.36,2023-04-20,130,2023-05-30,,,1,1,0338,002,2023,11.4,58,8,R32011,남평벼,1,76
익산,익산(전북특별자치도 농업기술원),001,00122023002556,94, , ,14.9,4.2,3.3,2023-04-30,130,2022-05-30,,,1,1,0326,002,2023,14.9,59,8,R32011,남평벼,1,76
계화,계화(국립식량과학원),001,00122023002513,98.4, , ,24.9,5.1,2,2023-04-30,130,2023-05-25,,,1,1,0343,002,2023,24.9,60,8,R32016,신동진,1,76
익산,익산(전북특별자치도 농업기술원),001,00122023002555,93.9, , ,16.2,4,3.5,2023-04-30,130,2022-05-30,,,1,1,0326,002,2023,16.2,61,8,R32016,신동진,1,76
계화,계화(국립식량과학원),001,00122023002516,100, , ,20.6,4.8,1.6,2023-05-03,130,2023-05-20,,,1,1,0343,002,2023,20.6,62,8,R32068,동진1호,1,76
화성,화성(경기도 경기도농업기술원),001,00122023002531,94.9, , ,13.2,3.5,1.9,2023-04-20,130,2023-06-05,,,1,1,0332,002,2023,13.2,63,8,R32082,삼광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002536,95.6, , ,14.5,4.2,2.5,2023-04-25,130,2023-05-30,,,1,1,0333,002,2023,14.5,64,8,R32082,삼광,1,76
청원,청원(충청북도 농업기술원),001,00122023002544,94.1, , ,13.9,3.1,2,2023-04-25,130,2023-05-18,,,1,1,2325,002,2023,13.9,65,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122023002549,83.9, , ,18.6,3.6,2.302,2023-04-25,130,2023-06-05,,,1,1,0350,002,2023,18.6,66,8,R32082,삼광,1,76
안동,안동(경상북도 농업기술원),001,00122023002572,95.6, , ,15.6,2.9,2.2,2023-04-20,120,2022-05-18,,,1,1,0351,002,2023,15.6,67,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122023002553,85.6, , ,18.1,3.7,2.486,2023-04-25,130,2016-05-20,,,1,1,0350,002,2023,18.1,68,8,R32084,새누리,1,76
익산,익산(전북특별자치도 농업기술원),001,00122023002558,95.2, , ,15.3,4.1,3.2,2023-04-30,130,2022-05-30,,,1,1,0326,002,2023,15.3,69,8,R32084,새누리,1,76
예산,예산(충청남도 농업기술원),001,00122023002552,86.2, , ,18.2,3.7,2.282,2023-04-25,130,2016-05-20,,,1,1,0350,002,2023,18.2,70,8,R32093,새일미,1,76
안동,안동(경상북도 농업기술원),001,00122023002574,88.8, , ,15.1,3.1,2,2023-04-20,120,2022-05-18,,,1,1,0351,002,2023,15.1,71,8,R32093,새일미,1,76
화성,화성(경기도 경기도농업기술원),001,00122023002532,95.8, , ,12.2,3.5,1.8,2023-04-20,130,2023-06-05,,,1,1,0332,002,2023,12.2,72,8,R33009,추청,1,76
청원,청원(충청북도 농업기술원),001,00122023002541,94.5, , ,13.7,3,2,2023-04-25,130,2023-05-18,,,1,1,2325,002,2023,13.7,73,8,R33009,추청,1,76
진부,진부(국립식량과학원),001,00122023002583,93.16509380968431, , ,16.41746031746032,4.123809523809524,2.07,2023-04-20,120,2022-05-20,,,1,1,0336,002,2023,16.41746031746032,74,8,R46057,한설,1,76
예산,예산(충청남도 농업기술원),001,00122023002550,84, , ,15.1,3.5,2.034,2023-04-25,130,2023-06-05,,,1,1,0350,002,2023,15.1,75,8,R46058,예찬,1,76
익산,익산(전북특별자치도 농업기술원),001,00122023002554,95.9, , ,13.5,3.8,3.1,2023-04-30,130,2016-05-20,,,1,1,0326,002,2023,13.5,76,8,R46058,예찬,1,76
나주,나주(전라남도 농업기술원),001,00122024002694,94.6, , ,15.1,3.8,1.78,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,15.1,1,3,R32006,일미벼,1,76
나주,나주(전라남도 농업기술원),001,00122024002695,82.5, , ,15.1,2.6,1.47,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,15.1,2,3,R32016,신동진,1,76
