areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam10,exam11,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
나주,나주(전라남도 농업기술원),001,00122024002697,89.5, , ,12.9,3.3,1.61,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,12.9,3,3,R32081,미품,1,76
나주,나주(전라남도 농업기술원),001,00122024002698,82.5, , ,13.8,4,2.29,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,13.8,4,3,R32092,현품,1,76
나주,나주(전라남도 농업기술원),001,00122024002699,93.4, , ,16,3.9,1.76,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,16,5,3,R32093,새일미,1,76
나주,나주(전라남도 농업기술원),001,00122024002696,92, , ,13,3.3,1.79,2024-05-10,130,2024-06-05,,,1,1,0352,002,2024,13,6,3,R46054,새청무,1,76
대구,대구(경상북도 농업기술원),001,00122024002700,83, , ,15.1,2.6,2.4,2024-04-30,130,2024-05-30,,,1,1,0340,002,2024,15.1,7,4,R22009,화영벼,1,76
대구,대구(경상북도 농업기술원),001,00122024002702,89.7, , ,15.7,2.7,2.3,2024-04-30,130,2024-05-30,,,1,1,0340,002,2024,15.7,8,4,R22083,삼덕,1,76
대구,대구(경상북도 농업기술원),001,00122024002701,91, , ,13.2,2.9,2.2,2024-04-30,130,2024-05-30,,,1,1,0340,002,2024,13.2,9,4,R32001,일품벼,1,76
대구,대구(경상북도 농업기술원),001,00122024002703,89.1, , ,17.8,2.7,2.3,2024-04-30,130,2024-05-30,,,1,1,0340,002,2024,17.8,10,4,R32082,삼광,1,76
대구,대구(경상북도 농업기술원),001,00122024002704,91.2, , ,18.2,2.8,2.3,2024-04-30,130,2024-05-30,,,1,1,0340,002,2024,18.2,11,4,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122024002712,98.15789473684211, , ,14.331666666666669,3.0116666666666667,1.8733333333333333,2024-05-10,130,2024-06-05,,,1,1,0335,002,2024,14.331666666666669,12,6,R32008,동안벼,1,76
진주,진주(경상남도 농업기술원),001,00122024002713,97.67981438515082, , ,14.680000000000001,3.4716666666666662,2.143333333333333,2024-05-10,130,2024-06-05,,,1,1,0335,002,2024,14.680000000000001,13,6,R32068,동진1호,1,76
진주,진주(경상남도 농업기술원),001,00122024002711,99.52153110047848, , ,14.617500000000001,3.153333333333333,1.7133333333333336,2024-05-10,130,2024-06-05,,,1,1,0335,002,2024,14.617500000000001,14,6,R32093,새일미,1,76
진주,진주(경상남도 농업기술원),001,00122024002710,98.86877828054298, , ,13.971929824561405,3.0383333333333327,1.6933333333333334,2024-05-10,130,2024-06-05,,,1,1,0335,002,2024,13.971929824561405,15,6,R46055,해품,1,76
진주,진주(경상남도 농업기술원),001,00122024002714,95.49295774647888, , ,14.436666666666667,3.1449999999999996,1.5200000000000002,2024-05-10,130,2024-06-05,,,1,1,0335,002,2024,14.436666666666667,16,6,R46056,영호진미,1,76
계화,계화(국립식량과학원),001,00122024002649,92.2, , ,20.7,4.3,1.7,2024-04-30,130,2024-05-30,,,1,1,0343,002,2024,20.7,17,8,R10123,참동진,1,76
익산,익산(전북특별자치도 농업기술원),001,00122024002692,94.1, , ,16.3,3.9,3.7,2024-04-30,130,2024-05-30,,,1,1,0326,002,2024,16.3,18,8,R10123,참동진,1,76
철원,철원(국립식량과학원),001,00122024002644,86.7, , ,16.7,4.9,2.15,2024-04-20,130,2024-05-20,,,1,1,0331,002,2024,16.7,19,8,R12004,진부벼,1,76
운봉,운봉(국립식량과학원),001,00122024002653,92.5, , ,19.5,3.8,1.4,2024-04-20,130,2024-05-20,,,1,1,0330,002,2024,19.5,20,8,R12004,진부벼,1,76
진부,진부(국립식량과학원),001,00122024002716,97.22116298981705, , ,15.834920634920636,4.514285714285713,2.8466666666666662,2024-04-20,120,2024-05-20,,,1,1,0336,002,2024,15.834920634920636,21,8,R12004,진부벼,1,76
상주,상주(국립식량과학원),001,00122024002657,89.3, , ,11.023499999999999,4.1049999999999995,1.14,2024-04-25,130,2024-05-24,,,1,1,0329,002,2024,11.023499999999999,22,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122024002682,93.8, , ,20.4,2.8,2.5,2024-04-20,130,2024-05-20,,,1,1,0337,002,2024,20.4,23,8,R12005,상주벼,1,76
제천,제천(충청북도 농업기술원),001,00122024002681,94.2, , ,18.6,2.7,2.3,2024-04-20,130,2024-05-20,,,1,1,0337,002,2024,18.6,24,8,R12016,상미,1,76
운봉,운봉(국립식량과학원),001,00122024002654,97.4, , ,17.5,3.3,1.3,2024-04-20,130,2024-05-20,,,1,1,0330,002,2024,17.5,25,8,R12019,삼천벼,1,76
철원,철원(국립식량과학원),001,00122024002645,84.3, , ,16.7,4.9,2.01,2024-04-20,130,2024-05-20,,,1,1,0331,002,2024,16.7,26,8,R12072,태봉,1,76
철원,철원(국립식량과학원),001,00122024002646,80.8, , ,13.3,4.9,1.74,2024-04-20,130,2024-05-20,,,1,1,0331,002,2024,13.3,27,8,R12079,운광,1,76
운봉,운봉(국립식량과학원),001,00122024002655,96, , ,15.8,3.9,1.4,2024-04-20,130,2024-05-20,,,1,1,0330,002,2024,15.8,28,8,R12079,운광,1,76
상주,상주(국립식량과학원),001,00122024002658,85, , ,10.278333333333334,4.083333333333333,1.02,2024-04-25,130,2024-05-24,,,1,1,0329,002,2024,10.278333333333334,29,8,R12079,운광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002669,97.2, , ,9.7,3.7,2.5,2024-04-25,130,2024-05-24,,,1,1,0333,002,2024,9.7,30,8,R12079,운광,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002674,94.1, , ,15,4,2.6,2024-04-20,130,2024-05-20,,,1,1,0344,002,2024,15,31,8,R12079,운광,1,76
제천,제천(충청북도 농업기술원),001,00122024002683,93.7, , ,16.5,3.4,2.3,2024-04-20,130,2024-05-20,,,1,1,0337,002,2024,16.5,32,8,R12079,운광,1,76
안동,안동(경상북도 농업기술원),001,00122024002706,75.1, , ,13.8,3.1,3,2024-04-20,120,2024-05-18,,,1,1,0351,002,2024,13.8,33,8,R12079,운광,1,76
철원,철원(국립식량과학원),001,00122024002647,86.3, , ,15.7,4.9,1.62,2024-04-20,130,2024-05-20,,,1,1,0331,002,2024,15.7,34,8,R12080,조운,1,76
상주,상주(국립식량과학원),001,00122024002659,88.7, , ,13.229999999999999,4.1,1.18,2024-04-25,130,2024-05-24,,,1,1,0329,002,2024,13.229999999999999,35,8,R12085,설레미,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002675,93.2, , ,17.1,3.8,2.6,2024-04-20,130,2024-05-20,,,1,1,0344,002,2024,17.1,36,8,R12086,오대1호,1,76
진부,진부(국립식량과학원),001,00122024002718,97.18717203034747, , ,14.776190476190479,4.0698412698412705,2.3433333333333333,2024-04-20,120,2024-05-20,,,1,1,0336,002,2024,14.776190476190479,37,8,R12092,한설,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002673,95.6, , ,16.6,4.1,2.9,2024-04-20,130,2024-05-20,,,1,1,0344,002,2024,16.6,38,8,R12093,오륜,1,76
예산,예산(충청남도 농업기술원),001,00122024002686,92.2711750942206, , ,13.6,4.3,2.384,2024-04-25,130,2024-05-25,,,1,1,0350,002,2024,13.6,39,8,R12122,친들,1,76
안동,안동(경상북도 농업기술원),001,00122024002705,85.8, , ,14.6,3.2,2.7,2024-04-20,120,2024-05-18,,,1,1,0351,002,2024,14.6,40,8,R12123,해담쌀,1,76
철원,철원(국립식량과학원),001,00122024002643,83.8, , ,14.7,5,1.89,2024-04-20,130,2024-05-20,,,1,1,0331,002,2024,14.7,41,8,R13002,오대벼,1,76
운봉,운봉(국립식량과학원),001,00122024002652,97.8, , ,20.2,3.4,1.6,2024-04-20,130,2024-05-20,,,1,1,0330,002,2024,20.2,42,8,R13002,오대벼,1,76
상주,상주(국립식량과학원),001,00122024002656,89.7, , ,13.073333333333332,4.153333333333333,1.53,2024-04-25,130,2024-05-24,,,1,1,0329,002,2024,13.073333333333332,43,8,R13002,오대벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122024002664,94.1, , ,14.4,2.4,2.1,2024-04-20,130,2024-05-20,,,1,1,0332,002,2024,14.4,44,8,R13002,오대벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002668,92.8, , ,12.2,3.8,2.9,2024-04-25,130,2024-05-24,,,1,1,0333,002,2024,12.2,45,8,R13002,오대벼,1,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002672,93, , ,16.3,4.1,3.3,2024-04-20,130,2024-05-20,,,1,1,0344,002,2024,16.3,46,8,R13002,오대벼,1,76
제천,제천(충청북도 농업기술원),001,00122024002680,94.6, , ,22.1,2.4,2.7,2024-04-20,130,2024-05-20,,,1,1,0337,002,2024,22.1,47,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122024002715,95.3709084880058, , ,15.239682539682539,4.222222222222222,2.82,2024-04-20,120,2024-05-20,,,1,1,0336,002,2024,15.239682539682539,48,8,R13002,오대벼,1,76
진부,진부(국립식량과학원),001,00122024002717,98.52976896985002, , ,14.298412698412697,4.266666666666667,2.6066666666666665,2024-04-20,120,2024-05-20,,,1,1,0336,002,2024,14.298412698412697,49,8,R13003,진부올벼,1,76
영덕,영덕(국립식량과학원),001,00122024002661,95.91161121983039, , ,15.499999999999998,3.1533333333333338,1.906666666666667,2024-04-20,130,2024-05-25,,,1,1,0338,002,2024,15.499999999999998,50,8,R22009,화영벼,1,76
영덕,영덕(국립식량과학원),001,00122024002662,95.96501035196688, , ,15.066666666666668,3.133333333333334,2.1033333333333335,2024-04-20,130,2024-05-25,,,1,1,0338,002,2024,15.066666666666668,51,8,R22083,삼덕,1,76
영덕,영덕(국립식량과학원),001,00122024002660,95.55399937752878, , ,16.366666666666667,2.7866666666666666,2.3499999999999996,2024-04-20,130,2024-05-25,,,1,1,0338,002,2024,16.366666666666667,52,8,R23004,화성벼,1,76
청원,청원(충청북도 농업기술원),001,00122024002678,93.1, , ,19.9,2.8,2.5,2024-04-25,130,2024-05-25,,,1,1,2325,002,2024,19.9,53,8,R32001,일품벼,1,76
안동,안동(경상북도 농업기술원),001,00122024002708,93, , ,13.4,2.7,2.2,2024-04-20,120,2024-05-18,,,1,1,0351,002,2024,13.4,54,8,R32001,일품벼,1,76
화성,화성(경기도 경기도농업기술원),001,00122024002665,92.9, , ,15.4,2.6,2.6,2024-04-20,130,2024-05-20,,,1,1,0332,002,2024,15.4,55,8,R32003,대안벼,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002670,93.6, , ,16,4,2.8,2024-04-25,130,2024-05-24,,,1,1,0333,002,2024,16,56,8,R32003,대안벼,1,76
청원,청원(충청북도 농업기술원),001,00122024002677,92.8, , ,23.7,2.7,2.6,2024-04-25,130,2024-05-25,,,1,1,2325,002,2024,23.7,57,8,R32003,대안벼,1,76
계화,계화(국립식량과학원),001,00122024002650,98, , ,19.4,3.7,1.5,2024-04-30,130,2024-05-30,,,1,1,0343,002,2024,19.4,58,8,R32011,남평벼,1,76
영덕,영덕(국립식량과학원),001,00122024002663,96.3723497529093, , ,17.366666666666664,2.9,1.9250000000000003,2024-04-20,130,2024-05-25,,,1,1,0338,002,2024,17.366666666666664,59,8,R32011,남평벼,1,76
익산,익산(전북특별자치도 농업기술원),001,00122024002691,92.9, , ,14,3.9,3.3,2024-04-30,130,2024-05-30,,,1,1,0326,002,2024,14,60,8,R32011,남평벼,1,76
계화,계화(국립식량과학원),001,00122024002648,98.1, , ,19.4,4.1,1.9,2024-04-30,130,2024-05-30,,,1,1,0343,002,2024,19.4,61,8,R32016,신동진,1,76
익산,익산(전북특별자치도 농업기술원),001,00122024002690,95.3, , ,15.7,3.8,3.5,2024-04-30,130,2024-05-30,,,1,1,0326,002,2024,15.7,62,8,R32016,신동진,1,76
계화,계화(국립식량과학원),001,00122024002651,97.6, , ,19.3,3.8,1.8,2024-04-30,130,2024-05-30,,,1,1,0343,002,2024,19.3,63,8,R32068,동진1호,1,76
화성,화성(경기도 경기도농업기술원),001,00122024002666,94.9, , ,13.9,2.7,2.2,2024-04-20,130,2024-05-20,,,1,1,0332,002,2024,13.9,64,8,R32082,삼광,1,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002671,96.6, , ,14.5,3.7,2.4,2024-04-25,130,2024-05-24,,,1,1,0333,002,2024,14.5,65,8,R32082,삼광,1,76
청원,청원(충청북도 농업기술원),001,00122024002679,93.4, , ,22.9,3,1.9,2024-04-25,130,2024-05-25,,,1,1,2325,002,2024,22.9,66,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122024002684,96.91358024691358, , ,17.3,4.3,2.472,2024-04-25,130,2024-05-25,,,1,1,0350,002,2024,17.3,67,8,R32082,삼광,1,76
안동,안동(경상북도 농업기술원),001,00122024002707,89.5, , ,16.6,2.6,2.2,2024-04-20,120,2024-05-18,,,1,1,0351,002,2024,16.6,68,8,R32082,삼광,1,76
예산,예산(충청남도 농업기술원),001,00122024002688,94.52898942940539, , ,17.3,4.5,2.508,2024-04-25,130,2024-05-25,,,1,1,0350,002,2024,17.3,69,8,R32084,새누리,1,76
익산,익산(전북특별자치도 농업기술원),001,00122024002693,94.2, , ,15.4,3.7,3.5,2024-04-30,130,2024-05-30,,,1,1,0326,002,2024,15.4,70,8,R32084,새누리,1,76
예산,예산(충청남도 농업기술원),001,00122024002687,98.75, , ,19.1,4.3,2.862,2024-04-25,130,2024-05-25,,,1,1,0350,002,2024,19.1,71,8,R32093,새일미,1,76
안동,안동(경상북도 농업기술원),001,00122024002709,84.6, , ,15.4,3,2.5,2024-04-20,120,2024-05-18,,,1,1,0351,002,2024,15.4,72,8,R32093,새일미,1,76
화성,화성(경기도 경기도농업기술원),001,00122024002667,94.6, , ,12.9,2.8,2.1,2024-04-20,130,2024-05-20,,,1,1,0332,002,2024,12.9,73,8,R33009,추청,1,76
청원,청원(충청북도 농업기술원),001,00122024002676,93.9, , ,20.8,3,1.9,2024-04-25,130,2024-05-25,,,1,1,2325,002,2024,20.8,74,8,R33009,추청,1,76
예산,예산(충청남도 농업기술원),001,00122024002685,90.26627103041699, , ,14.6,4.6,2.54,2024-04-25,130,2024-05-25,,,1,1,0350,002,2024,14.6,75,8,R46058,예찬,1,76
익산,익산(전북특별자치도 농업기술원),001,00122024002689,96.3, , ,13.6,3.6,3.3,2024-04-30,130,2024-05-30,,,1,1,0326,002,2024,13.6,76,8,R46058,예찬,1,76
