areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
익산,익산(전북특별자치도 농업기술원),001,00122022002461,42.4,20.6,490.3,1,3,0326,002,2022,20.6,60,8,R32016,신동진,3,76
계화,계화(국립식량과학원),001,00122022002422,40.3,13.1,310,1,3,0343,002,2022,13.1,61,8,R32068,동진1호,3,76
화성,화성(경기도 경기도농업기술원),001,00122022002437,54.6,20.7,492.6,1,3,0332,002,2022,20.7,62,8,R32082,삼광,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002442,53.2,17.2,418.9,1,3,0333,002,2022,17.2,63,8,R32082,삼광,3,76
청원,청원(충청북도 농업기술원),001,00122022002450,41.2,17.2,409.3,1,3,2325,002,2022,17.2,64,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122022002455,49.5,20.9,497.41999999999996,1,3,0350,002,2022,20.9,65,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122022002459,50.5,19.5,464.1,1,3,0350,002,2022,19.5,66,8,R32084,새누리,3,76
익산,익산(전북특별자치도 농업기술원),001,00122022002464,39.9,22.5,535.5,1,3,0326,002,2022,22.5,67,8,R32084,새누리,3,76
계화,계화(국립식량과학원),001,00122022002420,35.9,12.7,301,1,3,0343,002,2022,12.7,68,8,R32088,청호,3,76
예산,예산(충청남도 농업기술원),001,00122022002456,47.2,22.4,533.12,1,3,0350,002,2022,22.4,69,8,R32091,호품,3,76
익산,익산(전북특별자치도 농업기술원),001,00122022002463,33.6,24.7,587.9,1,3,0326,002,2022,24.7,70,8,R32091,호품,3,76
예산,예산(충청남도 농업기술원),001,00122022002458,50.3,20.5,487.90000000000003,1,3,0350,002,2022,20.5,71,8,R32093,새일미,3,76
안동,안동(경상북도 농업기술원),001,00122022002480,49,23.1,550.6,1,3,0351,002,2022,23.1,72,8,R32093,새일미,3,76
화성,화성(경기도 경기도농업기술원),001,00122022002438,52.2,22.8,542.6,1,3,0332,002,2022,22.8,73,8,R33009,추청,3,76
청원,청원(충청북도 농업기술원),001,00122022002447,41,17.2,409.3,1,3,2325,002,2022,17.2,74,8,R33009,추청,3,76
예산,예산(충청남도 농업기술원),001,00122022002457,45.7,20.9,497.41999999999996,1,3,0350,002,2022,20.9,75,8,R33009,추청,3,76
익산,익산(전북특별자치도 농업기술원),001,00122022002460,33.5,25.4,604.52,1,3,0326,002,2022,25.4,76,8,R46058,예찬,3,76
나주,나주(전라남도 농업기술원),001,00122023002559,36.7,14.1,336,1,3,0352,002,2023,14.1,1,3,R32006,일미벼,3,76
나주,나주(전라남도 농업기술원),001,00122023002560,41.2,15.2,362,1,3,0352,002,2023,15.2,2,3,R32016,신동진,3,76
나주,나주(전라남도 농업기술원),001,00122023002562,35.9,16.2,386,1,3,0352,002,2023,16.2,3,3,R32081,미품,3,76
나주,나주(전라남도 농업기술원),001,00122023002563,34,16.6,395,1,3,0352,002,2023,16.6,4,3,R32092,현품,3,76
나주,나주(전라남도 농업기술원),001,00122023002564,36,14.5,345,1,3,0352,002,2023,14.5,5,3,R32093,새일미,3,76
나주,나주(전라남도 농업기술원),001,00122023002561,39.1,16.4,390,1,3,0352,002,2023,16.4,6,3,R46054,새청무,3,76
대구,대구(경상북도 농업기술원),001,00122023002565,41.7,15.7,373.7,1,3,0340,002,2023,15.7,7,4,R22009,화영벼,3,76
대구,대구(경상북도 농업기술원),001,00122023002567,43.2,17.3,411.7,1,3,0340,002,2023,17.3,8,4,R22083,삼덕,3,76
대구,대구(경상북도 농업기술원),001,00122023002566,38.5,17.7,421.3,1,3,0340,002,2023,17.7,9,4,R32001,일품벼,3,76
대구,대구(경상북도 농업기술원),001,00122023002568,46.3,18.3,435.5,1,3,0340,002,2023,18.3,10,4,R32082,삼광,3,76
대구,대구(경상북도 농업기술원),001,00122023002569,43.9,19,452.2,1,3,0340,002,2023,19,11,4,R32093,새일미,3,76
진주,진주(경상남도 농업기술원),001,00122023002577,40.745,16.585666666666665,394.73886666666663,1,3,0335,002,2023,16.585666666666665,12,6,R32008,동안벼,3,76
진주,진주(경상남도 농업기술원),001,00122023002578,43.92666666666667,15.299999999999999,364.14,1,3,0335,002,2023,15.299999999999999,13,6,R32068,동진1호,3,76
진주,진주(경상남도 농업기술원),001,00122023002576,38.218333333333334,15.783333333333333,375.6433333333333,1,3,0335,002,2023,15.783333333333333,14,6,R32093,새일미,3,76
진주,진주(경상남도 농업기술원),001,00122023002575,37.01833333333334,15.833333333333334,376.83333333333337,1,3,0335,002,2023,15.833333333333334,15,6,R46055,해품,3,76
진주,진주(경상남도 농업기술원),001,00122023002579,34.725,17.419333333333334,414.5801333333334,1,3,0335,002,2023,17.419333333333334,16,6,R46056,영호진미,3,76
계화,계화(국립식량과학원),001,00122023002514,37.3,16.7,395.289,1,3,0343,002,2023,16.7,17,8,R10123,참동진,3,76
익산,익산(전북특별자치도 농업기술원),001,00122023002557,42.8,23.4,556.9,1,3,0326,002,2023,23.4,18,8,R10123,참동진,3,76
철원,철원(국립식량과학원),001,00122023002509,61,28.7,830.5,1,3,0331,002,2023,28.7,19,8,R12004,진부벼,3,76
운봉,운봉(국립식량과학원),001,00122023002518,47.8,16.4,450.99999999999994,1,3,0330,002,2023,16.4,20,8,R12004,진부벼,3,76
진부,진부(국립식량과학원),001,00122023002581,52.86666666666667,28.316666666666663,787.2033333333333,1,3,0336,002,2023,28.316666666666663,21,8,R12004,진부벼,3,76
상주,상주(국립식량과학원),001,00122023002522,42.833333333333336,25.55,710.2900000000001,1,3,0329,002,2023,25.55,22,8,R12005,상주벼,3,76
제천,제천(충청북도 농업기술원),001,00122023002547,56.1,20.6,572.7,1,3,0337,002,2023,20.6,23,8,R12005,상주벼,3,76
제천,제천(충청북도 농업기술원),001,00122023002546,54,19.7,547.7,1,3,0337,002,2023,19.7,24,8,R12016,상미,3,76
운봉,운봉(국립식량과학원),001,00122023002519,45.7,18.7,514.25,1,3,0330,002,2023,18.7,25,8,R12019,삼천벼,3,76
철원,철원(국립식량과학원),001,00122023002510,61.1,27.3,757,1,3,0331,002,2023,27.3,26,8,R12072,태봉,3,76
철원,철원(국립식량과학원),001,00122023002511,53.2,25.3,702.8,1,3,0331,002,2023,25.3,27,8,R12079,운광,3,76
운봉,운봉(국립식량과학원),001,00122023002520,46.1,19.5,536.25,1,3,0330,002,2023,19.5,28,8,R12079,운광,3,76
상주,상주(국립식량과학원),001,00122023002523,52.86666666666667,28.78333333333333,800.1766666666666,1,3,0329,002,2023,28.78333333333333,29,8,R12079,운광,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002534,48.5,15.4,343.4,1,3,0333,002,2023,15.4,30,8,R12079,운광,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002539,46.2,14.8,326.4,1,3,0344,002,2023,14.8,31,8,R12079,운광,3,76
제천,제천(충청북도 농업기술원),001,00122023002548,59.2,17.5,486.5,1,3,0337,002,2023,17.5,32,8,R12079,운광,3,76
안동,안동(경상북도 농업기술원),001,00122023002571,56.2,18.2,433.2,1,3,0351,002,2023,18.2,33,8,R12079,운광,3,76
철원,철원(국립식량과학원),001,00122023002512,54.6,28.2,782.8,1,3,0331,002,2023,28.2,34,8,R12080,조운,3,76
상주,상주(국립식량과학원),001,00122023002524,47.366666666666674,33.98333333333333,944.7366666666666,1,3,0329,002,2023,33.98333333333333,35,8,R12085,설레미,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002540,45.4,13.6,303.5,1,3,0344,002,2023,13.6,36,8,R12086,오대1호,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002538,48.2,15.3,339,1,3,0344,002,2023,15.3,37,8,R12093,오륜,3,76
예산,예산(충청남도 농업기술원),001,00122023002551,41.1,19.3,459.3,1,3,0350,002,2023,19.3,38,8,R12122,친들,3,76
안동,안동(경상북도 농업기술원),001,00122023002570,50.5,19.4,461.7,1,3,0351,002,2023,19.4,39,8,R12123,해담쌀,3,76
철원,철원(국립식량과학원),001,00122023002508,61.1,27.9,776.1,1,3,0331,002,2023,27.9,40,8,R13002,오대벼,3,76
운봉,운봉(국립식량과학원),001,00122023002517,49.3,17.2,473,1,3,0330,002,2023,17.2,41,8,R13002,오대벼,3,76
상주,상주(국립식량과학원),001,00122023002521,52.916666666666664,24.566666666666666,682.9533333333334,1,3,0329,002,2023,24.566666666666666,42,8,R13002,오대벼,3,76
화성,화성(경기도 경기도농업기술원),001,00122023002529,60.1605,18.387500000000003,437.62250000000006,1,3,0332,002,2023,18.387500000000003,43,8,R13002,오대벼,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002533,49.9,16.4,364.1,1,3,0333,002,2023,16.4,44,8,R13002,오대벼,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002537,46.3,18.8,420.7,1,3,0344,002,2023,18.8,45,8,R13002,오대벼,3,76
제천,제천(충청북도 농업기술원),001,00122023002545,56.8,17.8,494.8,1,3,0337,002,2023,17.8,46,8,R13002,오대벼,3,76
진부,진부(국립식량과학원),001,00122023002580,46.050000000000004,28.083333333333332,780.7166666666667,1,3,0336,002,2023,28.083333333333332,47,8,R13002,오대벼,3,76
진부,진부(국립식량과학원),001,00122023002582,50.45000000000001,35.46666666666667,985.9733333333334,1,3,0336,002,2023,35.46666666666667,48,8,R13003,진부올벼,3,76
영덕,영덕(국립식량과학원),001,00122023002526,43.7,21.1,502.18000000000006,1,3,0338,002,2023,21.1,49,8,R22009,화영벼,3,76
영덕,영덕(국립식량과학원),001,00122023002527,43.3,21.7,516.46,1,3,0338,002,2023,21.7,50,8,R22083,삼덕,3,76
영덕,영덕(국립식량과학원),001,00122023002525,39.8,18.4,437.91999999999996,1,3,0338,002,2023,18.4,51,8,R23004,화성벼,3,76
청원,청원(충청북도 농업기술원),001,00122023002543,35,16.4,390.3,1,3,2325,002,2023,16.4,52,8,R32001,일품벼,3,76
안동,안동(경상북도 농업기술원),001,00122023002573,50.1,20.3,483.1,1,3,0351,002,2023,20.3,53,8,R32001,일품벼,3,76
화성,화성(경기도 경기도농업기술원),001,00122023002530,57.49875,24.075,572.985,1,3,0332,002,2023,24.075,54,8,R32003,대안벼,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002535,47.6,21,471.8,1,3,0333,002,2023,21,55,8,R32003,대안벼,3,76
청원,청원(충청북도 농업기술원),001,00122023002542,37.5,17.5,416.5,1,3,2325,002,2023,17.5,56,8,R32003,대안벼,3,76
계화,계화(국립식량과학원),001,00122023002515,34.1,21.3,504.17100000000005,1,3,0343,002,2023,21.3,57,8,R32011,남평벼,3,76
영덕,영덕(국립식량과학원),001,00122023002528,36.9,16.6,395.08000000000004,1,3,0338,002,2023,16.6,58,8,R32011,남평벼,3,76
익산,익산(전북특별자치도 농업기술원),001,00122023002556,37.2,26.1,621.2,1,3,0326,002,2023,26.1,59,8,R32011,남평벼,3,76
계화,계화(국립식량과학원),001,00122023002513,35.8,16,378.72,1,3,0343,002,2023,16,60,8,R32016,신동진,3,76
익산,익산(전북특별자치도 농업기술원),001,00122023002555,41.8,20.5,487.9,1,3,0326,002,2023,20.5,61,8,R32016,신동진,3,76
계화,계화(국립식량과학원),001,00122023002516,38.3,20.3,480.50100000000003,1,3,0343,002,2023,20.3,62,8,R32068,동진1호,3,76
화성,화성(경기도 경기도농업기술원),001,00122023002531,56.85375,22.5,535.5,1,3,0332,002,2023,22.5,63,8,R32082,삼광,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002536,45.2,19.3,423.2,1,3,0333,002,2023,19.3,64,8,R32082,삼광,3,76
청원,청원(충청북도 농업기술원),001,00122023002544,35.4,17.8,423.6,1,3,2325,002,2023,17.8,65,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122023002549,47.6,22.5,535.5,1,3,0350,002,2023,22.5,66,8,R32082,삼광,3,76
안동,안동(경상북도 농업기술원),001,00122023002572,55.8,20.1,478.4,1,3,0351,002,2023,20.1,67,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122023002553,47.5,20.7,491.5,1,3,0350,002,2023,20.7,68,8,R32084,새누리,3,76
익산,익산(전북특별자치도 농업기술원),001,00122023002558,39,22.4,533.1,1,3,0326,002,2023,22.4,69,8,R32084,새누리,3,76
예산,예산(충청남도 농업기술원),001,00122023002552,45.7,19.9,474.2,1,3,0350,002,2023,19.9,70,8,R32093,새일미,3,76
안동,안동(경상북도 농업기술원),001,00122023002574,52.7,19.9,473.6,1,3,0351,002,2023,19.9,71,8,R32093,새일미,3,76
화성,화성(경기도 경기도농업기술원),001,00122023002532,55.01375,23.1875,551.8625000000001,1,3,0332,002,2023,23.1875,72,8,R33009,추청,3,76
청원,청원(충청북도 농업기술원),001,00122023002541,35.9,17.3,411.7,1,3,2325,002,2023,17.3,73,8,R33009,추청,3,76
진부,진부(국립식량과학원),001,00122023002583,55.900000000000006,28.45,790.91,1,3,0336,002,2023,28.45,74,8,R46057,한설,3,76
예산,예산(충청남도 농업기술원),001,00122023002550,42.5,21.4,509.9,1,3,0350,002,2023,21.4,75,8,R46058,예찬,3,76
익산,익산(전북특별자치도 농업기술원),001,00122023002554,35.5,24.4,580.7,1,3,0326,002,2023,24.4,76,8,R46058,예찬,3,76
나주,나주(전라남도 농업기술원),001,00122024002694,40,13.7,326,1,3,0352,002,2024,13.7,1,3,R32006,일미벼,3,76
나주,나주(전라남도 농업기술원),001,00122024002695,41.5,13.6,324,1,3,0352,002,2024,13.6,2,3,R32016,신동진,3,76
나주,나주(전라남도 농업기술원),001,00122024002697,36.8,13.3,317,1,3,0352,002,2024,13.3,3,3,R32081,미품,3,76
나주,나주(전라남도 농업기술원),001,00122024002698,37.8,14.4,343,1,3,0352,002,2024,14.4,4,3,R32092,현품,3,76
나주,나주(전라남도 농업기술원),001,00122024002699,40,13.5,321,1,3,0352,002,2024,13.5,5,3,R32093,새일미,3,76
나주,나주(전라남도 농업기술원),001,00122024002696,40.6,13.9,331,1,3,0352,002,2024,13.9,6,3,R46054,새청무,3,76
대구,대구(경상북도 농업기술원),001,00122024002700,48,12,285.6,1,3,0340,002,2024,12,7,4,R22009,화영벼,3,76
대구,대구(경상북도 농업기술원),001,00122024002702,48.7,16,380.8,1,3,0340,002,2024,16,8,4,R22083,삼덕,3,76
대구,대구(경상북도 농업기술원),001,00122024002701,40.6,13.9,330.8,1,3,0340,002,2024,13.9,9,4,R32001,일품벼,3,76
대구,대구(경상북도 농업기술원),001,00122024002703,46,15.4,366.5,1,3,0340,002,2024,15.4,10,4,R32082,삼광,3,76
대구,대구(경상북도 농업기술원),001,00122024002704,45,14.9,354.6,1,3,0340,002,2024,14.9,11,4,R32093,새일미,3,76
진주,진주(경상남도 농업기술원),001,00122024002712,35.935,16.183333333333334,385.16333333333336,1,3,0335,002,2024,16.183333333333334,12,6,R32008,동안벼,3,76
진주,진주(경상남도 농업기술원),001,00122024002713,38.19500000000001,14.950000000000001,355.81000000000006,1,3,0335,002,2024,14.950000000000001,13,6,R32068,동진1호,3,76
진주,진주(경상남도 농업기술원),001,00122024002711,35.55833333333333,16.599999999999998,395.08,1,3,0335,002,2024,16.599999999999998,14,6,R32093,새일미,3,76
진주,진주(경상남도 농업기술원),001,00122024002710,32.03333333333334,16.616666666666664,395.47666666666663,1,3,0335,002,2024,16.616666666666664,15,6,R46055,해품,3,76
진주,진주(경상남도 농업기술원),001,00122024002714,32.73666666666667,17.616666666666664,419.2766666666666,1,3,0335,002,2024,17.616666666666664,16,6,R46056,영호진미,3,76
계화,계화(국립식량과학원),001,00122024002649,40.375,20.5,485.235,1,3,0343,002,2024,20.5,17,8,R10123,참동진,3,76
익산,익산(전북특별자치도 농업기술원),001,00122024002692,43.6,23.5,559.3,1,3,0326,002,2024,23.5,18,8,R10123,참동진,3,76
철원,철원(국립식량과학원),001,00122024002644,55.2,24.6,668.7,1,3,0331,002,2024,24.6,19,8,R12004,진부벼,3,76
운봉,운봉(국립식량과학원),001,00122024002653,40.041666666666664,18.85,524.0300000000001,1,3,0330,002,2024,18.85,20,8,R12004,진부벼,3,76
진부,진부(국립식량과학원),001,00122024002716,48.13333333333333,21.483333333333334,597.2366666666667,1,3,0336,002,2024,21.483333333333334,21,8,R12004,진부벼,3,76
상주,상주(국립식량과학원),001,00122024002657,36.9,19.3,536.5400000000001,1,3,0329,002,2024,19.3,22,8,R12005,상주벼,3,76
제천,제천(충청북도 농업기술원),001,00122024002682,48,18.7,519.9,1,3,0337,002,2024,18.7,23,8,R12005,상주벼,3,76
제천,제천(충청북도 농업기술원),001,00122024002681,47.2,16.2,450.4,1,3,0337,002,2024,16.2,24,8,R12016,상미,3,76
운봉,운봉(국립식량과학원),001,00122024002654,40.70166666666667,17.357142857142858,482.52857142857147,1,3,0330,002,2024,17.357142857142858,25,8,R12019,삼천벼,3,76
철원,철원(국립식량과학원),001,00122024002645,57.4,23.1,642.8,1,3,0331,002,2024,23.1,26,8,R12072,태봉,3,76
철원,철원(국립식량과학원),001,00122024002646,53.9,24.1,670,1,3,0331,002,2024,24.1,27,8,R12079,운광,3,76
운봉,운봉(국립식량과학원),001,00122024002655,38.066666666666656,16.833333333333332,467.96666666666664,1,3,0330,002,2024,16.833333333333332,28,8,R12079,운광,3,76
상주,상주(국립식량과학원),001,00122024002658,40.65,18.099999999999998,503.17999999999995,1,3,0329,002,2024,18.099999999999998,29,8,R12079,운광,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002669,46,14.7,317,1,3,0333,002,2024,14.7,30,8,R12079,운광,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002674,48.3,12.1,308.9,1,3,0344,002,2024,12.1,31,8,R12079,운광,3,76
제천,제천(충청북도 농업기술원),001,00122024002683,48.1,16,444.8,1,3,0337,002,2024,16,32,8,R12079,운광,3,76
안동,안동(경상북도 농업기술원),001,00122024002706,46.2,17.6,418.9,1,3,0351,002,2024,17.6,33,8,R12079,운광,3,76
철원,철원(국립식량과학원),001,00122024002647,49.3,22.1,613.2,1,3,0331,002,2024,22.1,34,8,R12080,조운,3,76
상주,상주(국립식량과학원),001,00122024002659,36.15,26.666666666666668,741.3333333333334,1,3,0329,002,2024,26.666666666666668,35,8,R12085,설레미,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002675,48.6,12.2,298.3,1,3,0344,002,2024,12.2,36,8,R12086,오대1호,3,76
진부,진부(국립식량과학원),001,00122024002718,52.916666666666664,18.099999999999998,503.17999999999995,1,3,0336,002,2024,18.099999999999998,37,8,R12092,한설,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002673,55,12.7,319.5,1,3,0344,002,2024,12.7,38,8,R12093,오륜,3,76
예산,예산(충청남도 농업기술원),001,00122024002686,45,25.9,616.42,1,3,0350,002,2024,25.9,39,8,R12122,친들,3,76
안동,안동(경상북도 농업기술원),001,00122024002705,44,17.5,416.5,1,3,0351,002,2024,17.5,40,8,R12123,해담쌀,3,76
철원,철원(국립식량과학원),001,00122024002643,55.9,24.4,677.6,1,3,0331,002,2024,24.4,41,8,R13002,오대벼,3,76
운봉,운봉(국립식량과학원),001,00122024002652,41.413333333333334,13.5,375.3,1,3,0330,002,2024,13.5,42,8,R13002,오대벼,3,76
상주,상주(국립식량과학원),001,00122024002656,43.56666666666666,19.533333333333335,543.0266666666668,1,3,0329,002,2024,19.533333333333335,43,8,R13002,오대벼,3,76
화성,화성(경기도 경기도농업기술원),001,00122024002664,59.9,24.7,588,1,3,0332,002,2024,24.7,44,8,R13002,오대벼,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002668,48.6,15.4,334.2,1,3,0333,002,2024,15.4,45,8,R13002,오대벼,3,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002672,49.3,13.2,334.3,1,3,0344,002,2024,13.2,46,8,R13002,오대벼,3,76
제천,제천(충청북도 농업기술원),001,00122024002680,47.7,16.4,455.9,1,3,0337,002,2024,16.4,47,8,R13002,오대벼,3,76
진부,진부(국립식량과학원),001,00122024002715,44.71666666666667,21.15,587.97,1,3,0336,002,2024,21.15,48,8,R13002,오대벼,3,76
진부,진부(국립식량과학원),001,00122024002717,46.13333333333333,26.316666666666666,731.6033333333334,1,3,0336,002,2024,26.316666666666666,49,8,R13003,진부올벼,3,76
영덕,영덕(국립식량과학원),001,00122024002661,41.6,14.8,352.24,1,3,0338,002,2024,14.8,50,8,R22009,화영벼,3,76
영덕,영덕(국립식량과학원),001,00122024002662,44,18.4,437.91999999999996,1,3,0338,002,2024,18.4,51,8,R22083,삼덕,3,76
영덕,영덕(국립식량과학원),001,00122024002660,42.3,17.3,411.74,1,3,0338,002,2024,17.3,52,8,R23004,화성벼,3,76
청원,청원(충청북도 농업기술원),001,00122024002678,34.8,15.7,373.7,1,3,2325,002,2024,15.7,53,8,R32001,일품벼,3,76
안동,안동(경상북도 농업기술원),001,00122024002708,37.8,18.8,447.4,1,3,0351,002,2024,18.8,54,8,R32001,일품벼,3,76
화성,화성(경기도 경기도농업기술원),001,00122024002665,56.9,29.1,693,1,3,0332,002,2024,29.1,55,8,R32003,대안벼,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002670,38.8,18.4,398.3,1,3,0333,002,2024,18.4,56,8,R32003,대안벼,3,76
청원,청원(충청북도 농업기술원),001,00122024002677,37.2,15.9,378.4,1,3,2325,002,2024,15.9,57,8,R32003,대안벼,3,76
계화,계화(국립식량과학원),001,00122024002650,38.35,26.266666666666666,621.732,1,3,0343,002,2024,26.266666666666666,58,8,R32011,남평벼,3,76
영덕,영덕(국립식량과학원),001,00122024002663,43.6,20.4,485.52,1,3,0338,002,2024,20.4,59,8,R32011,남평벼,3,76
익산,익산(전북특별자치도 농업기술원),001,00122024002691,38.3,26,618.8,1,3,0326,002,2024,26,60,8,R32011,남평벼,3,76
계화,계화(국립식량과학원),001,00122024002648,39.843333333333334,20.433333333333334,483.65700000000004,1,3,0343,002,2024,20.433333333333334,61,8,R32016,신동진,3,76
익산,익산(전북특별자치도 농업기술원),001,00122024002690,42.6,21.8,518.8,1,3,0326,002,2024,21.8,62,8,R32016,신동진,3,76
계화,계화(국립식량과학원),001,00122024002651,34.608333333333334,25.266666666666666,598.062,1,3,0343,002,2024,25.266666666666666,63,8,R32068,동진1호,3,76
화성,화성(경기도 경기도농업기술원),001,00122024002666,58,25.9,616,1,3,0332,002,2024,25.9,64,8,R32082,삼광,3,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002671,40.7,17.7,382,1,3,0333,002,2024,17.7,65,8,R32082,삼광,3,76
청원,청원(충청북도 농업기술원),001,00122024002679,33.9,16.6,395.1,1,3,2325,002,2024,16.6,66,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122024002684,47.1,26,618.8000000000001,1,3,0350,002,2024,26,67,8,R32082,삼광,3,76
안동,안동(경상북도 농업기술원),001,00122024002707,42.8,19.9,473.6,1,3,0351,002,2024,19.9,68,8,R32082,삼광,3,76
예산,예산(충청남도 농업기술원),001,00122024002688,52.3,24.7,587.86,1,3,0350,002,2024,24.7,69,8,R32084,새누리,3,76
익산,익산(전북특별자치도 농업기술원),001,00122024002693,41.9,24.8,590.2,1,3,0326,002,2024,24.8,70,8,R32084,새누리,3,76
예산,예산(충청남도 농업기술원),001,00122024002687,47.7,24.4,580.72,1,3,0350,002,2024,24.4,71,8,R32093,새일미,3,76
안동,안동(경상북도 농업기술원),001,00122024002709,41.8,14.7,349.9,1,3,0351,002,2024,14.7,72,8,R32093,새일미,3,76
화성,화성(경기도 경기도농업기술원),001,00122024002667,56.2,25.2,600,1,3,0332,002,2024,25.2,73,8,R33009,추청,3,76
청원,청원(충청북도 농업기술원),001,00122024002676,33.6,15.7,373.7,1,3,2325,002,2024,15.7,74,8,R33009,추청,3,76
예산,예산(충청남도 농업기술원),001,00122024002685,45.8,26.7,635.46,1,3,0350,002,2024,26.7,75,8,R46058,예찬,3,76
익산,익산(전북특별자치도 농업기술원),001,00122024002689,37.6,30,714,1,3,0326,002,2024,30,76,8,R46058,예찬,3,76
