rnum,crpstDsgnRegistId,cropsSpchcknCode,exprYear,exprAreaCode,spciesCode,examForm,pajong,exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,examinTmrd,srchExaminTmrd,exprSpchcknCode,areaNm,sortSn,totCnt,areaNm_full,spciesNm
74,00122020002147,001,2020,0332,R33009,1,2020-04-20,,,,,,,,,,,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
75,00122020002156,001,2020,2325,R33009,1,2020-04-25,,,,,,,,,,,8,002,청원,8,76,청원(충청북도 농업기술원),추청
76,00122020002166,001,2020,0350,R33009,1,2020-04-25,,,,,,,,,,,8,002,예산,8,76,예산(충청남도 농업기술원),추청
1,00122021002365,001,2021,0352,R32006,1,2021-05-10,23.8,94.8,28246,0,0,32.1,74.2,17.5,4.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122021002366,001,2021,0352,R32016,1,2021-05-10,23.8,85.8,22944,0,0,28.8,65.8,16.6,6.8,8,8,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122021002368,001,2021,0352,R32081,1,2021-05-10,23.8,91.2,28250,0,0,39.7,80.6,20.6,5.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122021002369,001,2021,0352,R32092,1,2021-05-10,23.8,89.6,24489,0,0,31.7,64.8,17.1,4.9,8,8,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122021002370,001,2021,0352,R32093,1,2021-05-10,23.8,92.6,27046,0,0,35,77.8,18,7,8,8,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122021002367,001,2021,0352,R46054,1,2021-05-10,23.8,93.3,26380,0,0,38.2,73.3,18.2,4.8,8,8,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122021002371,001,2021,0340,R22009,1,2021-04-30,23.8,92.2,33434,0,0,35.1,88.7,21.1,11.2,8,8,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122021002373,001,2021,0340,R22083,1,2021-04-30,23.8,83.5,36817,0,0,35.7,83.4,20.1,9.2,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122021002372,001,2021,0340,R32001,1,2021-04-30,23.8,89.2,32407,0,0,37.7,86,20.7,12.7,8,8,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122021002374,001,2021,0340,R32082,1,2021-04-30,23.8,89.5,31802,0,0,38,87.7,22.7,7,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122021002375,001,2021,0340,R32093,1,2021-04-30,23.8,86.5,34325,0,0,36,80.3,20.7,7.7,8,8,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122021002383,001,2021,0335,R32008,1,2021-05-10,23.8,89,32128,0,0,36,70.7,21.2,4.1,8,8,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122021002384,001,2021,0335,R32068,1,2021-05-10,23.8,84.4,32985,0,0,33,69.4,18.4,3,8,8,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122021002382,001,2021,0335,R32093,1,2021-05-10,23.8,96.1,36620,0,0,36.6,77.7,18.2,4.5,8,8,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122021002381,001,2021,0335,R46055,1,2021-05-10,23.8,95.9,34703,0,0,30.7,66.2,18.5,2.6,8,8,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122021002385,001,2021,0335,R46056,1,2021-05-10,23.8,94.6,30355,0,0,38.8,77.3,18.6,3.9,8,8,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122021002315,001,2021,0331,R12004,1,2021-04-20,27.8,96.3,35535,0,0,21.4,65.8,13.7,2.8,8,8,002,철원,8,76,철원(국립식량과학원),진부벼
18,00122021002324,001,2021,0330,R12004,1,2021-04-20,27.8,97,35289,0,0,17.8,54.6,12.5,0.2,8,8,002,운봉,8,76,운봉(국립식량과학원),진부벼
19,00122021002387,001,2021,0336,R12004,1,2021-04-20,27.8,95.8,35734,0,0,26.3,69.5,17.2,4.7,8,8,002,진부,8,76,진부(국립식량과학원),진부벼
20,00122021002328,001,2021,0329,R12005,1,2021-04-25,27.8,94.7,43282.867036481686,0,0,20.9,53.1,15.9,3.3,8,8,002,상주,8,76,상주(국립식량과학원),상주벼
21,00122021002353,001,2021,0337,R12005,1,2021-04-20,27.8,91.9,38403,0,0,20.2,58.4,19.6,2.2,8,8,002,제천,8,76,제천(충청북도 농업기술원),상주벼
22,00122021002352,001,2021,0337,R12016,1,2021-04-20,27.8,93.1,39356,0,0,27.1,58.6,18.3,2.7,8,8,002,제천,8,76,제천(충청북도 농업기술원),상미
23,00122021002325,001,2021,0330,R12019,1,2021-04-20,27.8,94.3,40255,0,0,17.2,43.6,13,0.4,8,8,002,운봉,8,76,운봉(국립식량과학원),삼천벼
24,00122021002316,001,2021,0331,R12072,1,2021-04-20,27.8,96.1,38464,0,0,20.8,71.2,17.6,3.9,8,8,002,철원,8,76,철원(국립식량과학원),태봉
25,00122021002317,001,2021,0331,R12079,1,2021-04-20,27.8,91.5,44531,0,0,20.4,62.4,21.5,5.1,8,8,002,철원,8,76,철원(국립식량과학원),운광
26,00122021002326,001,2021,0330,R12079,1,2021-04-20,27.8,94.1,50432,0,0,23.3,56.1,17.3,0.5,8,8,002,운봉,8,76,운봉(국립식량과학원),운광
27,00122021002329,001,2021,0329,R12079,1,2021-04-25,27.8,94.6,50545.3099372565,0,0,25.2,67.9,22.7,3.7,8,8,002,상주,8,76,상주(국립식량과학원),운광
28,00122021002340,001,2021,0333,R12079,1,2021-04-25,22,87.9,26708,0,0,28.3,115.7,23.4,3,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
29,00122021002345,001,2021,0344,R12079,1,2021-04-20,21.2,85.2,33000,0,0,31.1,120.6,27.6,4.9,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
30,00122021002354,001,2021,0337,R12079,1,2021-04-20,27.8,89.9,40037,0,0,24.1,54.4,19.2,2.1,8,8,002,제천,8,76,제천(충청북도 농업기술원),운광
31,00122021002377,001,2021,0351,R12079,1,2021-04-20,23.8,86.4,33820,0,0,19.7,60.2,17.7,1,8,8,002,안동,8,76,안동(경상북도 농업기술원),운광
32,00122021002318,001,2021,0331,R12080,1,2021-04-20,27.8,95.3,31360,0,0,19.5,62.2,12.6,3.2,8,8,002,철원,8,76,철원(국립식량과학원),조운
33,00122021002330,001,2021,0329,R12085,1,2021-04-25,27.8,95.1,42054.39971862707,0,0,25.3,62.5,18.4,5.1,8,8,002,상주,8,76,상주(국립식량과학원),설레미
34,00122021002346,001,2021,0344,R12086,1,2021-04-20,21,91.4,27964,0,0,29.5,108.8,25.2,2.8,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
35,00122021002389,001,2021,0336,R12092,1,2021-04-20,27.8,93,38937,0,0,21,57.4,17.2,4.3,8,8,002,진부,8,76,진부(국립식량과학원),한설
36,00122021002344,001,2021,0344,R12093,1,2021-04-20,21.1,91.4,28416,0,0,24.5,71.9,18.8,1.2,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
37,00122021002314,001,2021,0331,R13002,1,2021-04-20,27.8,92.1,34198,0,0,21.8,56.8,15.5,5.1,8,8,002,철원,8,76,철원(국립식량과학원),오대벼
38,00122021002323,001,2021,0330,R13002,1,2021-04-20,27.8,97.1,37966,0,0,20.9,52.4,15,0.2,8,8,002,운봉,8,76,운봉(국립식량과학원),오대벼
39,00122021002327,001,2021,0329,R13002,1,2021-04-25,27.8,96.3,36749.55377017216,0,0,24.9,64.3,15.9,3.1,8,8,002,상주,8,76,상주(국립식량과학원),오대벼
40,00122021002335,001,2021,0332,R13002,1,2021-04-20,23.8,96,30690,0,0,24.5,66.6,27.4,1.2,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122021002339,001,2021,0333,R13002,1,2021-04-25,22.8,95.6,18142,0,0,27.3,94.2,18.1,2.4,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
42,00122021002343,001,2021,0344,R13002,1,2021-04-20,21,90.3,23893,0,0,27.2,93.9,21.4,1.9,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
43,00122021002351,001,2021,0337,R13002,1,2021-04-20,27.8,93.3,34584,0,0,21.9,54,20,1.5,8,8,002,제천,8,76,제천(충청북도 농업기술원),오대벼
44,00122021002376,001,2021,0351,R13002,1,2021-04-20,23.8,91.6,23550,0,0,20.7,57.2,14.4,1.4,8,8,002,안동,8,76,안동(경상북도 농업기술원),오대벼
45,00122021002386,001,2021,0336,R13002,1,2021-04-20,27.8,91.6,32060,0,0,21.7,60.7,16.8,5.1,8,8,002,진부,8,76,진부(국립식량과학원),오대벼
46,00122021002388,001,2021,0336,R13003,1,2021-04-20,27.8,91.2,37283,0,0,23.1,52.5,19.7,3.5,8,8,002,진부,8,76,진부(국립식량과학원),진부올벼
47,00122021002332,001,2021,0338,R22009,1,2021-04-20,23.8,91.4,29948.935632,0,0,10.08,28.61,6.03,0,8,8,002,영덕,8,76,영덕(국립식량과학원),화영벼
48,00122021002333,001,2021,0338,R22083,1,2021-04-20,23.8,89.1,31729.814424,0,0,10.36,30.61,6.54,0,8,8,002,영덕,8,76,영덕(국립식량과학원),삼덕
49,00122021002331,001,2021,0338,R23004,1,2021-04-20,23.8,88.8,28176.382079999995,0,0,10.94,33.75,6.48,0,8,8,002,영덕,8,76,영덕(국립식량과학원),화성벼
50,00122021002349,001,2021,2325,R32001,1,2021-04-25,23.8,94.8,34542,0,0,29.3,79.6,17.4,5.4,8,8,002,청원,8,76,청원(충청북도 농업기술원),일품벼
51,00122021002379,001,2021,0351,R32001,1,2021-04-20,23.8,90.4,36579,0,0,34.4,76.7,19.1,8.4,8,8,002,안동,8,76,안동(경상북도 농업기술원),일품벼
52,00122021002336,001,2021,0332,R32003,1,2021-04-20,23.8,93.1,31509,0,0,37.5,107,20.5,3.7,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
53,00122021002341,001,2021,0333,R32003,1,2021-04-25,22.6,92,20645,0,0,36.7,115.2,18,8,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
54,00122021002348,001,2021,2325,R32003,1,2021-04-25,23.8,95.2,31647,0,0,31.7,74.5,18.2,2.1,8,8,002,청원,8,76,청원(충청북도 농업기술원),대안벼
55,00122021002321,001,2021,0343,R32011,1,2021-04-30,23.8,91.3,36096,0,0,33.2,79.1,16.4,1.5,8,8,002,계화,8,76,계화(국립식량과학원),남평벼
56,00122021002334,001,2021,0338,R32011,1,2021-04-20,23.8,86.2,33393.447276000006,0,0,12.34,33.42,7.08,0,8,8,002,영덕,8,76,영덕(국립식량과학원),남평벼
57,00122021002362,001,2021,0326,R32011,1,2021-04-30,23.8,91.1,30617,0,0,32.2,66.9,13.1,2.59,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
58,00122021002378,001,2021,0351,R32015,1,2021-04-20,23.8,89.6,36685,0,0,29.9,90.3,20.6,7.2,8,8,002,안동,8,76,안동(경상북도 농업기술원),새추청
59,00122021002319,001,2021,0343,R32016,1,2021-04-30,23.8,92.1,29963,0,0,37.2,85.9,18,1.6,8,8,002,계화,8,76,계화(국립식량과학원),신동진
60,00122021002361,001,2021,0326,R32016,1,2021-04-30,23.8,91.3,28948,0,0,33.5,69.4,16,2.77,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
61,00122021002322,001,2021,0343,R32068,1,2021-04-30,23.8,90.3,32727,0,0,31.2,74.5,18.6,0.9,8,8,002,계화,8,76,계화(국립식량과학원),동진1호
62,00122021002337,001,2021,0332,R32082,1,2021-04-20,23.8,94.7,38898,0,0,35.7,107.7,24.2,2.8,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
63,00122021002342,001,2021,0333,R32082,1,2021-04-25,22.5,95.7,19808,0,0,32.9,108.1,20.5,4.1,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
64,00122021002350,001,2021,2325,R32082,1,2021-04-25,23.8,97.1,41997,0,0,30.1,82.6,19.2,1.4,8,8,002,청원,8,76,청원(충청북도 농업기술원),삼광
65,00122021002355,001,2021,0350,R32082,1,2021-04-25,23.8,95.9,30927.167857348024,0,0,42.8475,83.6,20.1,2.18925,8,8,002,예산,8,76,예산(충청남도 농업기술원),삼광
66,00122021002359,001,2021,0350,R32084,1,2021-04-25,23.8,86.4,31584.68167512649,0,0,41.28625,75.114,24.7,2.961,8,8,002,예산,8,76,예산(충청남도 농업기술원),새누리
67,00122021002364,001,2021,0326,R32084,1,2021-04-30,23.8,90.7,29733,0,0,32.3,64.3,14.5,2.41,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
68,00122021002320,001,2021,0343,R32088,1,2021-04-30,23.8,89.1,35799,0,0,33.1,69.2,17,1.8,8,8,002,계화,8,76,계화(국립식량과학원),청호
69,00122021002356,001,2021,0350,R32091,1,2021-04-25,23.8,94.24033099900484,35570.6532516444,0,0,38.3875,83.43,22.9,2.89125,8,8,002,예산,8,76,예산(충청남도 농업기술원),호품
70,00122021002363,001,2021,0326,R32091,1,2021-04-30,23.8,92.5,30825,0,0,31.5,64.4,13.1,2.26,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
71,00122021002358,001,2021,0350,R32093,1,2021-04-25,23.8,95.42425678751552,33691.72861673847,0,0,40.35,82.8,22.4,2.74725,8,8,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122021002380,001,2021,0351,R32093,1,2021-04-20,23.8,88.3,34533,0,0,31.3,82.7,17.5,5.9,8,8,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122021002338,001,2021,0332,R33009,1,2021-04-20,23.8,93.7,37100,0,0,38.4,122.7,26.6,3.3,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122021002347,001,2021,2325,R33009,1,2021-04-25,23.8,96,32927,0,0,29,78.9,19.5,2.3,8,8,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122021002357,001,2021,0350,R33009,1,2021-04-25,23.8,94.70669025881673,31006.213368592463,0,0,38.405,83.9,26.9,4.014,8,8,002,예산,8,76,예산(충청남도 농업기술원),추청
76,00122021002360,001,2021,0326,R46058,1,2021-04-30,23.8,92.6,30959,0,0,30.5,66.7,13.9,2.47,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122022002465,001,2022,0352,R32006,1,92.1,23.8,92.1,34691,0,0,,,17.5,4.1,8,8,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122022002466,001,2022,0352,R32016,1,84.3,23.8,84.3,35009,0,0,,,21,7,8,8,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122022002468,001,2022,0352,R32081,1,87.8,23.8,87.8,38546,0,0,,,21,5.1,8,8,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122022002469,001,2022,0352,R32092,1,85.3,23.8,85.3,32326,0,0,,,19.5,6.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122022002470,001,2022,0352,R32093,1,93.6,23.8,93.6,35761,0,0,,,19.1,5,8,8,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122022002467,001,2022,0352,R46054,1,89.3,23.8,89.3,36896,0,0,,,19.4,4.2,8,8,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122022002471,001,2022,0340,R22009,1,94.3,23.8,94.3,38077.39,0,0,,,20.55,2.77,8,8,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122022002473,001,2022,0340,R22083,1,92.9,23.8,92.9,37569.69,0,0,,,17.37,2.57,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122022002472,001,2022,0340,R32001,1,94,23.8,94,40770.62,0,0,,,22.2,4.26,8,8,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122022002474,001,2022,0340,R32082,1,94.7,23.8,94.7,45979.7,0,0,,,22.65,4.14,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122022002475,001,2022,0340,R32093,1,95.7,23.8,95.7,42164.46,0,0,,,17.79,4.35,8,8,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122022002483,001,2022,0335,R32008,1,94.31873203980193,23.8,94.31873203980193,27866.210004646374,0,0,,,16.97319275684365,3.1896742470805166,8,8,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122022002484,001,2022,0335,R32068,1,88.67798982266305,23.8,88.67798982266305,34692.993361577464,0,0,,,23.658455864970925,2.205285802089736,8,8,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122022002482,001,2022,0335,R32093,1,95.25814402653185,23.8,95.25814402653185,30869.430359753132,0,0,,,16.984539738073852,3.8992009834050405,8,8,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122022002481,001,2022,0335,R46055,1,95.1427868684164,23.8,95.1427868684164,30101.401766478735,0,0,,,18.19299323909035,3.0426551936078674,8,8,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122022002485,001,2022,0335,R46056,1,94.2727237674377,23.8,94.2727237674377,28890.323993969177,0,0,,,15.961155500921943,2.5632452366318374,8,8,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122022002415,001,2022,0331,R12004,1,96.56,27.8,96.56,33901.4,0,0,,,15.3,4.46,8,8,002,철원,8,76,철원(국립식량과학원),진부벼
18,00122022002424,001,2022,0330,R12004,1,96.4,27.8,96.4,34074,0,0,,,11.6,0.3,8,8,002,운봉,8,76,운봉(국립식량과학원),진부벼
19,00122022002487,001,2022,0336,R12004,1,87.51398178541329,27.8,87.51398178541329,35157.94483267797,0,0,,,16.48333333333333,6.033333333333334,8,8,002,진부,8,76,진부(국립식량과학원),진부벼
20,00122022002428,001,2022,0329,R12005,1,90.69756506500046,27.8,90.69756506500046,39588.584054267645,0,0,,,17.753179594689026,1.3706498951781966,8,8,002,상주,8,76,상주(국립식량과학원),상주벼
21,00122022002453,001,2022,0337,R12005,1,91.2,27.8,91.2,41718,0,0,,,18.5,2.4,8,8,002,제천,8,76,제천(충청북도 농업기술원),상주벼
22,00122022002452,001,2022,0337,R12016,1,81.9,27.8,81.9,37799,0,0,,,17.1,2.8,8,8,002,제천,8,76,제천(충청북도 농업기술원),상미
23,00122022002425,001,2022,0330,R12019,1,91.7,27.8,91.7,38134,0,0,,,15.5,0.8,8,8,002,운봉,8,76,운봉(국립식량과학원),삼천벼
24,00122022002416,001,2022,0331,R12072,1,96.26,27.8,96.26,36531.1,0,0,,,19.49,4.56,8,8,002,철원,8,76,철원(국립식량과학원),태봉
25,00122022002417,001,2022,0331,R12079,1,90.04,27.8,90.04,38923.7,0,0,,,24.75,4.84,8,8,002,철원,8,76,철원(국립식량과학원),운광
26,00122022002426,001,2022,0330,R12079,1,91.2,27.8,91.2,40777,0,0,,,15.9,0.8,8,8,002,운봉,8,76,운봉(국립식량과학원),운광
27,00122022002429,001,2022,0329,R12079,1,94.74596612881717,27.8,94.74596612881717,41434.53731564553,0,0,,,18.98962962962963,1.3423703703703702,8,8,002,상주,8,76,상주(국립식량과학원),운광
28,00122022002440,001,2022,0333,R12079,1,93.3,22,93.3,29454,0,0,,,18.5,2.9,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
29,00122022002445,001,2022,0344,R12079,1,88,21.2,88,33913,0,0,,,25.4,4.7,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
30,00122022002454,001,2022,0337,R12079,1,92.8,27.8,92.8,40662,0,0,,,19.8,2.6,8,8,002,제천,8,76,제천(충청북도 농업기술원),운광
31,00122022002477,001,2022,0351,R12079,1,92,23.8,92,36361,0,0,,,14.7,1.3,8,8,002,안동,8,76,안동(경상북도 농업기술원),운광
32,00122022002418,001,2022,0331,R12080,1,90.1,27.8,90.1,30153,0,0,,,18.04,4.97,8,8,002,철원,8,76,철원(국립식량과학원),조운
33,00122022002430,001,2022,0329,R12085,1,95.26295585412667,27.8,95.26295585412667,43455.64764249367,0,0,,,18.27512820512821,2.293076923076923,8,8,002,상주,8,76,상주(국립식량과학원),설레미
34,00122022002446,001,2022,0344,R12086,1,90.7,21,90.7,34539,0,0,,,18,2.3,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
35,00122022002489,001,2022,0336,R12092,1,79.90377920425982,27.8,79.90377920425982,37372.560096625646,0,0,,,17.696666666666665,4.993333333333333,8,8,002,진부,8,76,진부(국립식량과학원),한설
36,00122022002444,001,2022,0344,R12093,1,90.3,21.1,90.3,32028,0,0,,,13.5,6.2,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
37,00122022002414,001,2022,0331,R13002,1,90.07,27.8,90.07,30303.1,0,0,,,17.55,6.48,8,8,002,철원,8,76,철원(국립식량과학원),오대벼
38,00122022002423,001,2022,0330,R13002,1,93.2,27.8,93.2,36978,0,0,,,14,0.9,8,8,002,운봉,8,76,운봉(국립식량과학원),오대벼
39,00122022002427,001,2022,0329,R13002,1,92.67595240291486,27.8,92.67595240291486,31239.15480029,0,0,,,16.293888888888887,1.3773611111111112,8,8,002,상주,8,76,상주(국립식량과학원),오대벼
40,00122022002435,001,2022,0332,R13002,1,92.2,23.8,92.2,34154,0,0,,,31.4,6.2,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122022002439,001,2022,0333,R13002,1,93.6,22.8,93.6,19570,0,0,,,12.2,2.2,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
42,00122022002443,001,2022,0344,R13002,1,90,21,90,25047,0,0,,,17.6,2.7,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
43,00122022002451,001,2022,0337,R13002,1,93.7,27.8,93.7,31034,0,0,,,18,2.9,8,8,002,제천,8,76,제천(충청북도 농업기술원),오대벼
44,00122022002476,001,2022,0351,R13002,1,91.5,23.8,91.5,30573,0,0,,,12.3,1.3,8,8,002,안동,8,76,안동(경상북도 농업기술원),오대벼
45,00122022002486,001,2022,0336,R13002,1,88.34261403075273,27.8,88.34261403075273,36972.581505082424,0,0,,,15.410000000000002,4.75,8,8,002,진부,8,76,진부(국립식량과학원),오대벼
46,00122022002488,001,2022,0336,R13003,1,91.09858639817196,27.8,91.09858639817196,27435.85760358279,0,0,,,15.963333333333333,2.3833333333333333,8,8,002,진부,8,76,진부(국립식량과학원),진부올벼
47,00122022002432,001,2022,0338,R22009,1,90.9,23.8,90.9,30764.697768000005,0,0,,,5.4,0,8,8,002,영덕,8,76,영덕(국립식량과학원),화영벼
48,00122022002433,001,2022,0338,R22083,1,95.2,23.8,95.2,26742.991855999997,0,0,,,4.6,0,8,8,002,영덕,8,76,영덕(국립식량과학원),삼덕
49,00122022002431,001,2022,0338,R23004,1,91.4,23.8,91.4,26876.513664000002,0,0,,,4.5,0,8,8,002,영덕,8,76,영덕(국립식량과학원),화성벼
50,00122022002449,001,2022,2325,R32001,1,97,23.8,97,37134,0,0,,,20.9,0.7,8,8,002,청원,8,76,청원(충청북도 농업기술원),일품벼
51,00122022002479,001,2022,0351,R32001,1,91.4,23.8,91.4,31271,0,0,,,16.3,7,8,8,002,안동,8,76,안동(경상북도 농업기술원),일품벼
52,00122022002436,001,2022,0332,R32003,1,91.7,23.8,91.7,32430,0,0,,,13.7,9.9,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
53,00122022002441,001,2022,0333,R32003,1,94.6,22.6,94.6,21029,0,0,,,19.6,4.3,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
54,00122022002448,001,2022,2325,R32003,1,97.9,23.8,97.9,36500,0,0,,,17,4,8,8,002,청원,8,76,청원(충청북도 농업기술원),대안벼
55,00122022002421,001,2022,0343,R32011,1,87.6,23.8,87.6,27256,0,0,,,15.3,1.6,8,8,002,계화,8,76,계화(국립식량과학원),남평벼
56,00122022002434,001,2022,0338,R32011,1,89,23.8,89,27597.60416,0,0,,,4.7,0,8,8,002,영덕,8,76,영덕(국립식량과학원),남평벼
57,00122022002462,001,2022,0326,R32011,1,89.1,23.8,89.1,30323,0,0,,,13.3,2.74,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
58,00122022002478,001,2022,0351,R32015,1,93.1,23.8,93.1,32803,0,0,,,13,5.3,8,8,002,안동,8,76,안동(경상북도 농업기술원),새추청
59,00122022002419,001,2022,0343,R32016,1,88.4,23.8,88.4,27404,0,0,,,13.8,1.1,8,8,002,계화,8,76,계화(국립식량과학원),신동진
60,00122022002461,001,2022,0326,R32016,1,90.1,23.8,90.1,29231,0,0,,,16.2,2.56,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
61,00122022002422,001,2022,0343,R32068,1,89.7,23.8,89.7,31793,0,0,,,12,0.9,8,8,002,계화,8,76,계화(국립식량과학원),동진1호
62,00122022002437,001,2022,0332,R32082,1,94.4,23.8,94.4,44496,0,0,,,26.3,9.9,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
63,00122022002442,001,2022,0333,R32082,1,93.4,22.5,93.4,27532,0,0,,,20.8,6,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
64,00122022002450,001,2022,2325,R32082,1,98.2,23.8,98.2,41803,0,0,,,19.8,6.8,8,8,002,청원,8,76,청원(충청북도 농업기술원),삼광
65,00122022002455,001,2022,0350,R32082,1,97.1,23.8,97.1,32556,0,0,,,18.3,4.5,8,8,002,예산,8,76,예산(충청남도 농업기술원),삼광
66,00122022002459,001,2022,0350,R32084,1,96.1,23.8,96.1,25868,0,0,,,15.9,4.8,8,8,002,예산,8,76,예산(충청남도 농업기술원),새누리
67,00122022002464,001,2022,0326,R32084,1,89.9,23.8,89.9,29921,0,0,,,14.6,2.31,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
68,00122022002420,001,2022,0343,R32088,1,88.3,23.8,88.3,28138,0,0,,,16.2,1.6,8,8,002,계화,8,76,계화(국립식량과학원),청호
69,00122022002456,001,2022,0350,R32091,1,96,23.8,96,30348,0,0,,,15.9,4.2,8,8,002,예산,8,76,예산(충청남도 농업기술원),호품
70,00122022002463,001,2022,0326,R32091,1,90.1,23.8,90.1,30709,0,0,,,13.2,1.99,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
71,00122022002458,001,2022,0350,R32093,1,97,23.8,97,27440,0,0,,,16.2,3.6,8,8,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122022002480,001,2022,0351,R32093,1,95.6,23.8,95.6,31102,0,0,,,12.3,4,8,8,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122022002438,001,2022,0332,R33009,1,96.1,23.8,96.1,39421,0,0,,,24.5,9.8,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122022002447,001,2022,2325,R33009,1,98.5,23.8,98.5,34231,0,0,,,17.3,2.5,8,8,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122022002457,001,2022,0350,R33009,1,95.8,23.8,95.8,28732,0,0,,,17.1,4.8,8,8,002,예산,8,76,예산(충청남도 농업기술원),추청
76,00122022002460,001,2022,0326,R46058,1,90.8,23.8,90.8,31185,0,0,,,14,2.31,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122023002559,001,2023,0352,R32006,1,91.8,23.8,91.8,38613,0,0,,,21.3,3.5,8,8,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122023002560,001,2023,0352,R32016,1,79.3,23.8,79.3,36639,0,0,,,20.7,5.3,8,8,002,나주,3,76,나주(전라남도 농업기술원),신동진
