rnum,crpstDsgnRegistId,cropsSpchcknCode,exprYear,exprAreaCode,spciesCode,examForm,pajong,exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,examinTmrd,srchExaminTmrd,exprSpchcknCode,areaNm,sortSn,totCnt,areaNm_full,spciesNm
1,00122017001870,001,2017,0352,R32006,1,2017-05-10,23.8,92.7,35942, , ,41.9,73.5,19,2,8,8,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122017001869,001,2017,0352,R32011,1,2017-05-10,23.8,91.4,34425, , ,47.7,81.2,19.8,3.3,8,8,002,나주,3,76,나주(전라남도 농업기술원),남평벼
3,00122017001866,001,2017,0352,R32081,1,2017-05-10,23.8,91.8,36438, , ,49.3,80.9,22.6,2.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122017001867,001,2017,0352,R32084,1,2017-05-10,23.8,88.3,34728, , ,54.9,81.8,24.8,3.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),새누리
5,00122017001868,001,2017,0352,R32090,1,2017-05-10,23.8,92.9,37127, , ,50.9,78.4,20.2,4.3,8,8,002,나주,3,76,나주(전라남도 농업기술원),호평
6,00122017001865,001,2017,0352,R32092,1,2017-05-10,23.8,92.2,37441, , ,48.4,78.1,25.3,3.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),현품
7,00122017001875,001,2017,0340,R22009,1,2017-04-30,23.8,94.8,37255, , ,46.3,100.7,23.8,6.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122017001873,001,2017,0340,R22083,1,2017-04-30,23.8,95.6,34253, , ,45.5,95.5,20.7,8.7,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122017001874,001,2017,0340,R32001,1,2017-04-30,23.8,92.5,33279, , ,52.3,105.4,22.8,4.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122017001872,001,2017,0340,R32015,1,2017-04-30,23.8,96.5,31253, , ,45.2,98,17.8,12.2,8,8,002,대구,4,76,대구(경상북도 농업기술원),새추청
11,00122017001871,001,2017,0340,R32093,1,2017-04-30,23.8,96,35202, , ,42,91.8,18.9,8.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122017001885,001,2017,0335,R22009,1,2017-05-10,23.8,96.9,30284, , ,29.4,69,19,3.3,8,8,002,진주,6,76,진주(경상남도 농업기술원),화영벼
13,00122017001883,001,2017,0335,R32008,1,2017-05-10,23.8,97.7,26740, , ,28.3,72.2,20.9,3.4,8,8,002,진주,6,76,진주(경상남도 농업기술원),동안벼
14,00122017001881,001,2017,0335,R32068,1,2017-05-10,23.8,95.7,29733, , ,27.2,73,18.3,3.6,8,8,002,진주,6,76,진주(경상남도 농업기술원),동진1호
15,00122017001882,001,2017,0335,R32069,1,2017-05-10,23.8,97,27991, , ,31.2,77.1,19.6,2.6,8,8,002,진주,6,76,진주(경상남도 농업기술원),주남
16,00122017001884,001,2017,0335,R32093,1,2017-05-10,23.8,97.3,27209, , ,35.1,90.7,15.4,3.9,8,8,002,진주,6,76,진주(경상남도 농업기술원),새일미
17,00122017001822,001,2017,0343,R11073,1,2017-04-30,23.8,97.4,38519, , ,32.2,69.4,20.1,1.4,8,8,002,계화,8,76,계화(국립식량과학원),새계화
18,00122017001818,001,2017,0331,R12004,1,2017-04-20,27.8,96.3,34704, , ,20.5,60.5,24.8,6.2,8,8,002,철원,8,76,철원(국립식량과학원),진부벼
19,00122017001825,001,2017,0330,R12004,1,2017-04-20,27.8,98.9,37462, , ,22.6,71.3,17.3,1.1,8,8,002,운봉,8,76,운봉(국립식량과학원),진부벼
20,00122017001888,001,2017,0336,R12004,1,2017-04-20,27.8,97.7,34519, , ,20.8,48.7,12.7,4.5,8,8,002,진부,8,76,진부(국립식량과학원),진부벼
21,00122017001837,001,2017,0329,R12005,1,2017-04-25,27.8,93.3,40850, , ,23.7,52.8,18.6,3.7,8,8,002,상주,8,76,상주(국립식량과학원),상주벼
22,00122017001848,001,2017,0337,R12005,1,2017-04-20,27.8,95.6,39194, , ,21.2,54.7,19.7,1.5,8,8,002,제천,8,76,제천(충청북도 농업기술원),상주벼
23,00122017001849,001,2017,0337,R12016,1,2017-04-20,27.8,97.7,34896, , ,25.5,56.6,19.2,2,8,8,002,제천,8,76,제천(충청북도 농업기술원),상미
24,00122017001824,001,2017,0330,R12019,1,2017-04-20,27.8,94.6,37338, , ,20.1,62.2,12.2,1.4,8,8,002,운봉,8,76,운봉(국립식량과학원),삼천벼
25,00122017001817,001,2017,0331,R12072,1,2017-04-20,27.8,95.4,34176, , ,20.7,53.8,32.7,4.5,8,8,002,철원,8,76,철원(국립식량과학원),태봉
26,00122017001816,001,2017,0331,R12079,1,2017-04-20,27.8,92.4,43831, , ,22.3,55.7,21.8,4.3,8,8,002,철원,8,76,철원(국립식량과학원),운광
27,00122017001823,001,2017,0330,R12079,1,2017-04-20,27.8,94.9,57888, , ,23.3,65,21.4,1.3,8,8,002,운봉,8,76,운봉(국립식량과학원),운광
28,00122017001836,001,2017,0329,R12079,1,2017-04-25,27.8,95.3,46270, , ,31.4,63.8,22.6,2.8,8,8,002,상주,8,76,상주(국립식량과학원),운광
29,00122017001841,001,2017,0333,R12079,1,2017-04-25,25.4,93.1,31261, , ,21.1,49.1,19.2,2,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
30,00122017001844,001,2017,0344,R12079,1,2017-04-20,25.3,88.7,42843, , ,21.5,55,18.3,0.9,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
31,00122017001847,001,2017,0337,R12079,1,2017-04-20,27.8,94.5,35642, , ,21.6,50.8,20.7,1.7,8,8,002,제천,8,76,제천(충청북도 농업기술원),운광
32,00122017001879,001,2017,0351,R12079,1,2017-04-20,23.8,96.9,35513, , ,20.3,46.3,16.3,1,8,8,002,안동,8,76,안동(경상북도 농업기술원),운광
33,00122017001815,001,2017,0331,R12080,1,2017-04-20,27.8,94.7,36353, , ,19.3,49.3,32.7,5.2,8,8,002,철원,8,76,철원(국립식량과학원),조운
34,00122017001835,001,2017,0329,R12085,1,2017-04-25,27.8,96,39833, , ,27.5,57.9,20.2,5.3,8,8,002,상주,8,76,상주(국립식량과학원),설레미
35,00122017001843,001,2017,0344,R12086,1,2017-04-20,26,90.3,36079, , ,21.2,53.4,18.4,1.8,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
36,00122017001886,001,2017,0336,R12092,1,2017-04-20,27.8,96.7,34909, , ,17.9,40.4,13.3,4.4,8,8,002,진부,8,76,진부(국립식량과학원),한설
37,00122017001845,001,2017,0344,R12093,1,2017-04-20,25.6,89.9,34338, , ,26.4,69.6,16.2,1.5,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
38,00122017001814,001,2017,0331,R13002,1,2017-04-20,27.8,94.3,35047, , ,24.5,59.5,22.8,7.5,8,8,002,철원,8,76,철원(국립식량과학원),오대벼
39,00122017001826,001,2017,0330,R13002,1,2017-04-20,27.8,96.1,35670, , ,23.1,61.3,17.2,1.6,8,8,002,운봉,8,76,운봉(국립식량과학원),오대벼
40,00122017001830,001,2017,0332,R13002,1,2017-04-20,23.8,86.4,23713, , ,30.3,49,14.7,2.2,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
41,00122017001838,001,2017,0329,R13002,1,2017-04-25,27.8,96.2,37641, , ,31.3,64.7,19.8,3.2,8,8,002,상주,8,76,상주(국립식량과학원),오대벼
42,00122017001842,001,2017,0333,R13002,1,2017-04-25,26.5,91.9,25182, , ,24,52.6,16.8,3.2,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
43,00122017001846,001,2017,0344,R13002,1,2017-04-20,25.6,89,30989, , ,22.1,65.3,18.5,2.8,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
44,00122017001850,001,2017,0337,R13002,1,2017-04-20,27.8,96.6,31719, , ,20.7,53.5,18.9,1.4,8,8,002,제천,8,76,제천(충청북도 농업기술원),오대벼
45,00122017001880,001,2017,0351,R13002,1,2017-04-20,23.8,96.1,27154, , ,26.2,56.9,17.6,2.4,8,8,002,안동,8,76,안동(경상북도 농업기술원),오대벼
46,00122017001889,001,2017,0336,R13002,1,2017-04-20,27.8,97.7,33734, , ,24.7,59.7,16.4,4.5,8,8,002,진부,8,76,진부(국립식량과학원),오대벼
47,00122017001887,001,2017,0336,R13003,1,2017-04-20,27.8,97.7,33442, , ,18.4,37.8,13.3,3.1,8,8,002,진부,8,76,진부(국립식량과학원),진부올벼
48,00122017001833,001,2017,0338,R22009,1,2017-04-20,27.8,93.8,31558, , ,24.8,51.6,14.4, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화영벼
49,00122017001832,001,2017,0338,R22083,1,2017-04-20,27.8,89.8,36125, , ,28.6,56.6,15.8, ,8,8,002,영덕,8,76,영덕(국립식량과학원),삼덕
50,00122017001834,001,2017,0338,R23004,1,2017-04-20,27.8,85.6,29196, , ,27.2,50.6,13.6, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화성벼
51,00122017001839,001,2017,0333,R32001,1,2017-04-25,25.6,90.7,29156, , ,44.2,97.7,16.2,3.3,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),일품벼
52,00122017001852,001,2017,2325,R32001,1,2017-04-25,23.8,98.4,39852, , ,32,80.3,17.6,1.9,8,8,002,청원,8,76,청원(충청북도 농업기술원),일품벼
53,00122017001877,001,2017,0351,R32001,1,2017-04-20,23.8,94.7,28006, , ,27.9,56.2,13.8,5.1,8,8,002,안동,8,76,안동(경상북도 농업기술원),일품벼
54,00122017001829,001,2017,0332,R32003,1,2017-04-20,23.8,86.4,29468, , ,42.3,70.6,16.8,9.1,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
55,00122017001840,001,2017,0333,R32003,1,2017-04-25,27.3,91.9,25545, , ,33.3,68.6,20.6,1.2,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
56,00122017001853,001,2017,2325,R32003,1,2017-04-25,23.8,98.5,38275, , ,31.7,79.2,19.5,2,8,8,002,청원,8,76,청원(충청북도 농업기술원),대안벼
57,00122017001864,001,2017,0326,R32006,1,2017-04-30,23.8,90.8,29630, , ,28.6,64.6,13.2,1.5,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),일미벼
58,00122017001820,001,2017,0343,R32011,1,2017-04-30,23.8,93.7,33429, , ,32,68.1,16.8,2,8,8,002,계화,8,76,계화(국립식량과학원),남평벼
59,00122017001831,001,2017,0338,R32011,1,2017-04-20,27.8,94.3,38481, , ,37.2,73.4,16.8, ,8,8,002,영덕,8,76,영덕(국립식량과학원),남평벼
60,00122017001856,001,2017,0350,R32011,1,2017-04-25,23.8,92.3,33958, , ,45.4,76.4,17.7,7.7,8,8,002,예산,8,76,예산(충청남도 농업기술원),남평벼
61,00122017001862,001,2017,0326,R32011,1,2017-04-30,23.8,89.4,29579, , ,32.1,68.1,13.2,2.5,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
62,00122017001878,001,2017,0351,R32015,1,2017-04-20,23.8,97.2,29364, , ,27.9,68.9,12.2,5.7,8,8,002,안동,8,76,안동(경상북도 농업기술원),새추청
63,00122017001863,001,2017,0326,R32016,1,2017-04-30,23.8,89.8,27617, , ,33.3,69.3,15.3,2.4,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
64,00122017001819,001,2017,0343,R32068,1,2017-04-30,23.8,95.4,39331, , ,34.1,71.5,19.9,1.5,8,8,002,계화,8,76,계화(국립식량과학원),동진1호
65,00122017001828,001,2017,0332,R32082,1,2017-04-20,23.8,86.1,36217, , ,42.2,72,18.3,5.5,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
66,00122017001851,001,2017,2325,R32082,1,2017-04-25,23.8,98.8,39448, , ,31.5,87.3,18.5,2.1,8,8,002,청원,8,76,청원(충청북도 농업기술원),삼광
67,00122017001859,001,2017,0350,R32082,1,2017-04-25,23.8,95.4,32518, , ,45.3,75.5,17.7,5.6,8,8,002,예산,8,76,예산(충청남도 농업기술원),삼광
68,00122017001855,001,2017,0350,R32084,1,2017-04-25,23.8,91.5,32133, , ,46.4,69.1,19.3,5.6,8,8,002,예산,8,76,예산(충청남도 농업기술원),새누리
69,00122017001860,001,2017,0326,R32084,1,2017-04-30,23.8,91,28326, , ,32.1,65.1,14.9,2.4,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
70,00122017001821,001,2017,0343,R32088,1,2017-04-30,23.8,95.7,37406, , ,32.3,67.6,17.6,2.4,8,8,002,계화,8,76,계화(국립식량과학원),청호
71,00122017001858,001,2017,0350,R32091,1,2017-04-25,23.8,92.4,34427, , ,41.7,66.5,20.2,5,8,8,002,예산,8,76,예산(충청남도 농업기술원),호품
72,00122017001861,001,2017,0326,R32091,1,2017-04-30,23.8,92.5,29620, , ,31.8,65.9,13.3,2.1,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
73,00122017001876,001,2017,0351,R32093,1,2017-04-20,23.8,96.1,30656, , ,31.7,74.2,17.9,4.5,8,8,002,안동,8,76,안동(경상북도 농업기술원),새일미
74,00122017001827,001,2017,0332,R33009,1,2017-04-20,23.8,91.7,31067, , ,36.6,66.3,13.2,4.7,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
75,00122017001854,001,2017,2325,R33009,1,2017-04-25,23.8,98.9,36942, , ,29.3,82.3,17.3,1.7,8,8,002,청원,8,76,청원(충청북도 농업기술원),추청
76,00122017001857,001,2017,0350,R33009,1,2017-04-25,23.8,93.5,32071, , ,45.8,80.9,14.8,10.2,8,8,002,예산,8,76,예산(충청남도 농업기술원),추청
1,00122018001941,001,2018,0352,R32006,1,2018-05-10,23.8,93.8,35084, , ,35.5,84.9,21.5,3.3,8,8,002,나주,3,75,나주(전라남도 농업기술원),일미벼
2,00122018001944,001,2018,0352,R32081,1,2018-05-10,23.8,91.6,40492, , ,43.6,89.5,20.7,3.5,8,8,002,나주,3,75,나주(전라남도 농업기술원),미품
3,00122018001943,001,2018,0352,R32084,1,2018-05-10,23.8,86.6,28516, , ,38.2,76.9,21.4,3.8,8,8,002,나주,3,75,나주(전라남도 농업기술원),새누리
4,00122018001942,001,2018,0352,R32090,1,2018-05-10,23.8,91.9,33828, , ,34.4,71.1,18.4,4.5,8,8,002,나주,3,75,나주(전라남도 농업기술원),호평
5,00122018001945,001,2018,0352,R32092,1,2018-05-10,23.8,91.9,35841, , ,34.1,71,19.6,2.4,8,8,002,나주,3,75,나주(전라남도 농업기술원),현품
6,00122018001946,001,2018,0340,R22009,1,2018-04-30,23.8,93.7,29830, , ,37.3,99.1,19.6,5.6,8,8,002,대구,4,75,대구(경상북도 농업기술원),화영벼
7,00122018001948,001,2018,0340,R22083,1,2018-04-30,23.8,91.8,34660, , ,29.1,93.2,16.7,8,8,8,002,대구,4,75,대구(경상북도 농업기술원),삼덕
8,00122018001947,001,2018,0340,R32001,1,2018-04-30,23.8,92.7,41954, , ,37.9,92.2,19.1,5.5,8,8,002,대구,4,75,대구(경상북도 농업기술원),일품벼
9,00122018001949,001,2018,0340,R32082,1,2018-04-30,23.8,94.5,42216, , ,30.1,84.8,17,3.6,8,8,002,대구,4,75,대구(경상북도 농업기술원),삼광
10,00122018001950,001,2018,0340,R32093,1,2018-04-30,23.8,92.5,32334, , ,37.7,105,19.2,4.7,8,8,002,대구,4,75,대구(경상북도 농업기술원),새일미
11,00122018001956,001,2018,0335,R22009,1,2018-05-10,23.8,95.1,25710, , ,25.6,63.5,13.8,1.8,8,8,002,진주,6,75,진주(경상남도 농업기술원),화영벼
12,00122018001958,001,2018,0335,R32008,1,2018-05-10,23.8,95.1,29608, , ,32.5,77.7,19.1,3,8,8,002,진주,6,75,진주(경상남도 농업기술원),동안벼
13,00122018001960,001,2018,0335,R32068,1,2018-05-10,23.8,97,29918, , ,25.7,67.2,17.2,2,8,8,002,진주,6,75,진주(경상남도 농업기술원),동진1호
14,00122018001959,001,2018,0335,R32069,1,2018-05-10,23.8,93.7,25382, , ,30.4,79.1,18.2,2.5,8,8,002,진주,6,75,진주(경상남도 농업기술원),주남
15,00122018001957,001,2018,0335,R32093,1,2018-05-10,23.8,97.5,28897, , ,30.1,82.1,15.3,2.3,8,8,002,진주,6,75,진주(경상남도 농업기술원),새일미
16,00122018001893,001,2018,0331,R12004,1,2018-04-20,27.8,97.6,29678, , ,24.4,70.6,17.8,3.8,8,8,002,철원,8,75,철원(국립식량과학원),진부벼
17,00122018001901,001,2018,0330,R12004,1,2018-04-20,27.8,97.7,47108, , ,27.8,74.9,20.4,1,8,8,002,운봉,8,75,운봉(국립식량과학원),진부벼
18,00122018001962,001,2018,0336,R12004,1,2018-04-20,27.8,96.3,32357, , ,19,53.6,13.5,5.2,8,8,002,진부,8,75,진부(국립식량과학원),진부벼
19,00122018001905,001,2018,0329,R12005,1,2018-04-25,27.8,92.4,39894,0,0,21.7,57.1,19.2,5.5,8,8,002,상주,8,75,상주(국립식량과학원),상주벼
20,00122018001929,001,2018,0337,R12005,1,2018-04-20,27.8,93.3,36672, , ,22.8,54.7,18.2,2.3,8,8,002,제천,8,75,제천(충청북도 농업기술원),상주벼
21,00122018001928,001,2018,0337,R12016,1,2018-04-20,27.8,93.5,31387, , ,26.3,62.1,18.5,3.1,8,8,002,제천,8,75,제천(충청북도 농업기술원),상미
22,00122018001900,001,2018,0330,R12019,1,2018-04-20,27.8,96.1,44109, , ,24,62.3,21.9,1.1,8,8,002,운봉,8,75,운봉(국립식량과학원),삼천벼
23,00122018001892,001,2018,0331,R12072,1,2018-04-20,27.8,96.8,42170, , ,20,61.7,28.1,4.2,8,8,002,철원,8,75,철원(국립식량과학원),태봉
24,00122018001891,001,2018,0331,R12079,1,2018-04-20,27.8,95.2,41641, , ,25.8,70.5,26.8,7.1,8,8,002,철원,8,75,철원(국립식량과학원),운광
25,00122018001899,001,2018,0330,R12079,1,2018-04-20,27.8,98.7,58167, , ,23.1,71.3,30.6,1.7,8,8,002,운봉,8,75,운봉(국립식량과학원),운광
26,00122018001904,001,2018,0329,R12079,1,2018-04-25,27.8,90.1,41905,0,0,20.2,51.2,18.2,7.9,8,8,002,상주,8,75,상주(국립식량과학원),운광
27,00122018001917,001,2018,0333,R12079,1,2018-04-25,25.4,89.1,34967,0,0,21.8,58.5,16.8,1.2,8,8,002,춘천,8,75,춘천(강원특별자치도 농업기술원),운광
28,00122018001921,001,2018,0344,R12079,1,2018-04-20,25.3,89.7,40800,0,0,20.4,51.6,19.1,2.4,8,8,002,강릉,8,75,강릉(강원특별자치도 농업기술원),운광
29,00122018001930,001,2018,0337,R12079,1,2018-04-20,27.8,95.8,39786, , ,21.7,57.7,19.8,2.4,8,8,002,제천,8,75,제천(충청북도 농업기술원),운광
30,00122018001952,001,2018,0351,R12079,1,2018-04-20,23.8,92.5,26211, , ,20.2,54.5,16.2,1.3,8,8,002,안동,8,75,안동(경상북도 농업기술원),운광
31,00122018001890,001,2018,0331,R12080,1,2018-04-20,27.8,96.2,25094, , ,17.6,50.7,14.7,3.5,8,8,002,철원,8,75,철원(국립식량과학원),조운
32,00122018001903,001,2018,0329,R12085,1,2018-04-25,27.8,92.1,33945,0,0,21.5,57.6,20.2,4.9,8,8,002,상주,8,75,상주(국립식량과학원),설레미
33,00122018001922,001,2018,0344,R12086,1,2018-04-20,26,91.5,34309,0,0,12.8,32.3,19.9,3.7,8,8,002,강릉,8,75,강릉(강원특별자치도 농업기술원),오대1호
34,00122018001964,001,2018,0336,R12092,1,2018-04-20,27.8,95.2,35582, , ,16.6,44.2,13.5,4,8,8,002,진부,8,75,진부(국립식량과학원),한설
