areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,exam4,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
나주,나주(전라남도 농업기술원),001,00122022002469,22,3.9,93,23.8,1,2,0352,002,2022,3.9,4,3,R32092,현품,2,76
나주,나주(전라남도 농업기술원),001,00122022002470,22.3,3.6,86,23.8,1,2,0352,002,2022,3.6,5,3,R32093,새일미,2,76
나주,나주(전라남도 농업기술원),001,00122022002467,23.2,3.8,90,23.8,1,2,0352,002,2022,3.8,6,3,R46054,새청무,2,76
대구,대구(경상북도 농업기술원),001,00122022002471,24.2,5.8,138.4,23.8,1,2,0340,002,2022,5.8,7,4,R22009,화영벼,2,76
대구,대구(경상북도 농업기술원),001,00122022002473,24.5,5.6,133.3,23.8,1,2,0340,002,2022,5.6,8,4,R22083,삼덕,2,76
대구,대구(경상북도 농업기술원),001,00122022002472,23.3,6.2,147.6,23.8,1,2,0340,002,2022,6.2,9,4,R32001,일품벼,2,76
대구,대구(경상북도 농업기술원),001,00122022002474,26.3,5.4,128.5,23.8,1,2,0340,002,2022,5.4,10,4,R32082,삼광,2,76
대구,대구(경상북도 농업기술원),001,00122022002475,26.3,5.2,123.8,23.8,1,2,0340,002,2022,5.2,11,4,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122022002483,19.299,4.33,103.054,23.8,1,2,0335,002,2022,4.33,12,6,R32008,동안벼,2,76
진주,진주(경상남도 농업기술원),001,00122022002484,21.241000000000003,4.0200000000000005,95.67600000000001,23.8,1,2,0335,002,2022,4.0200000000000005,13,6,R32068,동진1호,2,76
진주,진주(경상남도 농업기술원),001,00122022002482,19.146,4.209999999999999,100.19799999999998,23.8,1,2,0335,002,2022,4.209999999999999,14,6,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122022002481,16.525,4.03,95.91400000000001,23.8,1,2,0335,002,2022,4.03,15,6,R46055,해품,2,76
진주,진주(경상남도 농업기술원),001,00122022002485,15.966000000000002,3.9,92.82000000000001,23.8,1,2,0335,002,2022,3.9,16,6,R46056,영호진미,2,76
철원,철원(국립식량과학원),001,00122022002415,30.8,16.4,456.6,27.8,1,2,0331,002,2022,16.4,17,8,R12004,진부벼,2,76
운봉,운봉(국립식량과학원),001,00122022002424,31.7,7.6,209,27.8,1,2,0330,002,2022,7.6,18,8,R12004,진부벼,2,76
진부,진부(국립식량과학원),001,00122022002487,26.433333333333333,8.2,227.95999999999998,27.8,1,2,0336,002,2022,8.2,19,8,R12004,진부벼,2,76
상주,상주(국립식량과학원),001,00122022002428,24.933333333333333,7.616666666666667,211.74333333333334,27.8,1,2,0329,002,2022,7.616666666666667,20,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122022002453,30.8,11.5,319.7,27.8,1,2,0337,002,2022,11.5,21,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122022002452,26.1,11.8,328.04,27.8,1,2,0337,002,2022,11.8,22,8,R12016,상미,2,76
운봉,운봉(국립식량과학원),001,00122022002425,31.3,9,268,27.8,1,2,0330,002,2022,9,23,8,R12019,삼천벼,2,76
철원,철원(국립식량과학원),001,00122022002416,32.4,16,444.4,27.8,1,2,0331,002,2022,16,24,8,R12072,태봉,2,76
철원,철원(국립식량과학원),001,00122022002417,25.2,13.9,387.3,27.8,1,2,0331,002,2022,13.9,25,8,R12079,운광,2,76
운봉,운봉(국립식량과학원),001,00122022002426,28.4,9.8,270,27.8,1,2,0330,002,2022,9.8,26,8,R12079,운광,2,76
상주,상주(국립식량과학원),001,00122022002429,22.916666666666668,7.7,214.06,27.8,1,2,0329,002,2022,7.7,27,8,R12079,운광,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002440,25.6,7.8,188.8,22,1,2,0333,002,2022,7.8,28,8,R12079,운광,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002445,32.1,6.5,157.4,21.2,1,2,0344,002,2022,6.5,29,8,R12079,운광,2,76
제천,제천(충청북도 농업기술원),001,00122022002454,30.1,10.5,291.9,27.8,1,2,0337,002,2022,10.5,30,8,R12079,운광,2,76
안동,안동(경상북도 농업기술원),001,00122022002477,27.1,11.8,279.7,23.8,1,2,0351,002,2022,11.8,31,8,R12079,운광,2,76
철원,철원(국립식량과학원),001,00122022002418,27.6,14.8,411.5,27.8,1,2,0331,002,2022,14.8,32,8,R12080,조운,2,76
상주,상주(국립식량과학원),001,00122022002430,28.21666666666667,8.749999999999998,243.24999999999994,27.8,1,2,0329,002,2022,8.749999999999998,33,8,R12085,설레미,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002446,34.3,7.6,183.7,21,1,2,0344,002,2022,7.6,34,8,R12086,오대1호,2,76
진부,진부(국립식량과학원),001,00122022002489,24.21666666666667,8.049999999999999,223.78999999999996,27.8,1,2,0336,002,2022,8.049999999999999,35,8,R12092,한설,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002444,36.1,8.1,197.3,21.1,1,2,0344,002,2022,8.1,36,8,R12093,오륜,2,76
철원,철원(국립식량과학원),001,00122022002414,30.7,14,389.3,27.8,1,2,0331,002,2022,14,37,8,R13002,오대벼,2,76
운봉,운봉(국립식량과학원),001,00122022002423,31,9.3,256,27.8,1,2,0330,002,2022,9.3,38,8,R13002,오대벼,2,76
상주,상주(국립식량과학원),001,00122022002427,27.166666666666668,7.166666666666667,199.23333333333335,27.8,1,2,0329,002,2022,7.166666666666667,39,8,R13002,오대벼,2,76
화성,화성(경기도 경기도농업기술원),001,00122022002435,29.85,12.612499999999999,300.1775,23.8,1,2,0332,002,2022,12.612499999999999,40,8,R13002,오대벼,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002439,28.9,6.3,154.4,22.8,1,2,0333,002,2022,6.3,41,8,R13002,오대벼,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122022002443,36.7,7.4,172.5,21,1,2,0344,002,2022,7.4,42,8,R13002,오대벼,2,76
제천,제천(충청북도 농업기술원),001,00122022002451,28.7,9.4,261.32,27.8,1,2,0337,002,2022,9.4,43,8,R13002,오대벼,2,76
안동,안동(경상북도 농업기술원),001,00122022002476,30.4,10.4,247.9,23.8,1,2,0351,002,2022,10.4,44,8,R13002,오대벼,2,76
진부,진부(국립식량과학원),001,00122022002486,28.233333333333334,5.416666666666667,150.58333333333334,27.8,1,2,0336,002,2022,5.416666666666667,45,8,R13002,오대벼,2,76
진부,진부(국립식량과학원),001,00122022002488,24.183333333333333,7.5,208.5,27.8,1,2,0336,002,2022,7.5,46,8,R13003,진부올벼,2,76
영덕,영덕(국립식량과학원),001,00122022002432,23.2,4.6,109.47999999999999,23.8,1,2,0338,002,2022,4.6,47,8,R22009,화영벼,2,76
영덕,영덕(국립식량과학원),001,00122022002433,21.6,4.9,116.62000000000002,23.8,1,2,0338,002,2022,4.9,48,8,R22083,삼덕,2,76
영덕,영덕(국립식량과학원),001,00122022002431,25.2,5.4,128.52,23.8,1,2,0338,002,2022,5.4,49,8,R23004,화성벼,2,76
청원,청원(충청북도 농업기술원),001,00122022002449,24.1,10.7,254.7,23.8,1,2,2325,002,2022,10.7,50,8,R32001,일품벼,2,76
안동,안동(경상북도 농업기술원),001,00122022002479,25,11.8,280.4,23.8,1,2,0351,002,2022,11.8,51,8,R32001,일품벼,2,76
화성,화성(경기도 경기도농업기술원),001,00122022002436,27.28125,12.125,288.575,23.8,1,2,0332,002,2022,12.125,52,8,R32003,대안벼,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002441,25.5,6.3,148.8,22.6,1,2,0333,002,2022,6.3,53,8,R32003,대안벼,2,76
청원,청원(충청북도 농업기술원),001,00122022002448,23.4,9.1,216.6,23.8,1,2,2325,002,2022,9.1,54,8,R32003,대안벼,2,76
계화,계화(국립식량과학원),001,00122022002421,21.9,4.4,104,23.8,1,2,0343,002,2022,4.4,55,8,R32011,남평벼,2,76
영덕,영덕(국립식량과학원),001,00122022002434,23,5.4,128.52,23.8,1,2,0338,002,2022,5.4,56,8,R32011,남평벼,2,76
익산,익산(전북특별자치도 농업기술원),001,00122022002462,23.3,10.9,259.42,23.8,1,2,0326,002,2022,10.9,57,8,R32011,남평벼,2,76
안동,안동(경상북도 농업기술원),001,00122022002478,26.2,13.6,322.5,23.8,1,2,0351,002,2022,13.6,58,8,R32015,새추청,2,76
계화,계화(국립식량과학원),001,00122022002419,24.5,3.2,76,23.8,1,2,0343,002,2022,3.2,59,8,R32016,신동진,2,76
익산,익산(전북특별자치도 농업기술원),001,00122022002461,25.8,8.2,195.16,23.8,1,2,0326,002,2022,8.2,60,8,R32016,신동진,2,76
계화,계화(국립식량과학원),001,00122022002422,25.6,3.6,85,23.8,1,2,0343,002,2022,3.6,61,8,R32068,동진1호,2,76
화성,화성(경기도 경기도농업기술원),001,00122022002437,28.45375,12.8875,306.72249999999996,23.8,1,2,0332,002,2022,12.8875,62,8,R32082,삼광,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122022002442,26.9,7.9,191.4,22.5,1,2,0333,002,2022,7.9,63,8,R32082,삼광,2,76
청원,청원(충청북도 농업기술원),001,00122022002450,23.1,10.6,252.3,23.8,1,2,2325,002,2022,10.6,64,8,R32082,삼광,2,76
예산,예산(충청남도 농업기술원),001,00122022002455,26.4,10.3,245.1,23.8,1,2,0350,002,2022,10.3,65,8,R32082,삼광,2,76
예산,예산(충청남도 농업기술원),001,00122022002459,28.2,9.5,226.1,23.8,1,2,0350,002,2022,9.5,66,8,R32084,새누리,2,76
익산,익산(전북특별자치도 농업기술원),001,00122022002464,24.7,8.8,209.44000000000003,23.8,1,2,0326,002,2022,8.8,67,8,R32084,새누리,2,76
계화,계화(국립식량과학원),001,00122022002420,21.8,3.4,80,23.8,1,2,0343,002,2022,3.4,68,8,R32088,청호,2,76
예산,예산(충청남도 농업기술원),001,00122022002456,25.9,10.1,240.4,23.8,1,2,0350,002,2022,10.1,69,8,R32091,호품,2,76
익산,익산(전북특별자치도 농업기술원),001,00122022002463,21.1,9,214.20000000000002,23.8,1,2,0326,002,2022,9,70,8,R32091,호품,2,76
예산,예산(충청남도 농업기술원),001,00122022002458,27.2,10.6,252.3,23.8,1,2,0350,002,2022,10.6,71,8,R32093,새일미,2,76
안동,안동(경상북도 농업기술원),001,00122022002480,25.2,14.1,336.4,23.8,1,2,0351,002,2022,14.1,72,8,R32093,새일미,2,76
화성,화성(경기도 경기도농업기술원),001,00122022002438,27.64625,14.9,354.62,23.8,1,2,0332,002,2022,14.9,73,8,R33009,추청,2,76
청원,청원(충청북도 농업기술원),001,00122022002447,23.9,9.9,235.6,23.8,1,2,2325,002,2022,9.9,74,8,R33009,추청,2,76
예산,예산(충청남도 농업기술원),001,00122022002457,26.7,9.2,219,23.8,1,2,0350,002,2022,9.2,75,8,R33009,추청,2,76
익산,익산(전북특별자치도 농업기술원),001,00122022002460,20.3,9.4,223.72000000000003,23.8,1,2,0326,002,2022,9.4,76,8,R46058,예찬,2,76
나주,나주(전라남도 농업기술원),001,00122023002559,18.6,4,95,23.8,1,2,0352,002,2023,4,1,3,R32006,일미벼,2,76
나주,나주(전라남도 농업기술원),001,00122023002560,19.1,4,95,23.8,1,2,0352,002,2023,4,2,3,R32016,신동진,2,76
나주,나주(전라남도 농업기술원),001,00122023002562,16.3,4.1,98,23.8,1,2,0352,002,2023,4.1,3,3,R32081,미품,2,76
나주,나주(전라남도 농업기술원),001,00122023002563,15.9,4.2,100,23.8,1,2,0352,002,2023,4.2,4,3,R32092,현품,2,76
나주,나주(전라남도 농업기술원),001,00122023002564,17.9,3.8,90,23.8,1,2,0352,002,2023,3.8,5,3,R32093,새일미,2,76
나주,나주(전라남도 농업기술원),001,00122023002561,18.8,4.1,98,23.8,1,2,0352,002,2023,4.1,6,3,R46054,새청무,2,76
대구,대구(경상북도 농업기술원),001,00122023002565,22.2,7.5,178.5,23.8,1,2,0340,002,2023,7.5,7,4,R22009,화영벼,2,76
대구,대구(경상북도 농업기술원),001,00122023002567,23.9,7.3,173.7,23.8,1,2,0340,002,2023,7.3,8,4,R22083,삼덕,2,76
대구,대구(경상북도 농업기술원),001,00122023002566,20.1,7.2,171.4,23.8,1,2,0340,002,2023,7.2,9,4,R32001,일품벼,2,76
대구,대구(경상북도 농업기술원),001,00122023002568,25.2,7.8,185.6,23.8,1,2,0340,002,2023,7.8,10,4,R32082,삼광,2,76
대구,대구(경상북도 농업기술원),001,00122023002569,25.3,8.4,199.9,23.8,1,2,0340,002,2023,8.4,11,4,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122023002577,22.573333333333334,4.7,111.86000000000001,23.8,1,2,0335,002,2023,4.7,12,6,R32008,동안벼,2,76
진주,진주(경상남도 농업기술원),001,00122023002578,24.00666666666667,4.716666666666667,112.25666666666667,23.8,1,2,0335,002,2023,4.716666666666667,13,6,R32068,동진1호,2,76
진주,진주(경상남도 농업기술원),001,00122023002576,20.506666666666664,4.216666666666667,100.35666666666667,23.8,1,2,0335,002,2023,4.216666666666667,14,6,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122023002575,20.246666666666666,4.6499999999999995,110.66999999999999,23.8,1,2,0335,002,2023,4.6499999999999995,15,6,R46055,해품,2,76
진주,진주(경상남도 농업기술원),001,00122023002579,18.26833333333333,5.183333333333334,123.36333333333334,23.8,1,2,0335,002,2023,5.183333333333334,16,6,R46056,영호진미,2,76
계화,계화(국립식량과학원),001,00122023002514,24.9,4.2,100,23.8,1,2,0343,002,2023,4.2,17,8,R10123,참동진,2,76
익산,익산(전북특별자치도 농업기술원),001,00122023002557,25.3,10.4,247.52,23.8,1,2,0326,002,2023,10.4,18,8,R10123,참동진,2,76
철원,철원(국립식량과학원),001,00122023002509,36.1,18.8,522.2,27.8,1,2,0331,002,2023,18.8,19,8,R12004,진부벼,2,76
운봉,운봉(국립식량과학원),001,00122023002518,31.7,7.6,211.28,27.8,1,2,0330,002,2023,7.6,20,8,R12004,진부벼,2,76
진부,진부(국립식량과학원),001,00122023002581,29.400000000000002,19.400000000000002,539.32,27.8,1,2,0336,002,2023,19.400000000000002,21,8,R12004,진부벼,2,76
상주,상주(국립식량과학원),001,00122023002522,27.600000000000005,10.799999999999999,300.23999999999995,27.8,1,2,0329,002,2023,10.799999999999999,22,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122023002547,33.7,12.5,347.5,27.8,1,2,0337,002,2023,12.5,23,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122023002546,29.3,12.1,336.4,27.8,1,2,0337,002,2023,12.1,24,8,R12016,상미,2,76
운봉,운봉(국립식량과학원),001,00122023002519,31.3,9,250.20000000000002,27.8,1,2,0330,002,2023,9,25,8,R12019,삼천벼,2,76
철원,철원(국립식량과학원),001,00122023002510,38.1,19.1,530.6,27.8,1,2,0331,002,2023,19.1,26,8,R12072,태봉,2,76
철원,철원(국립식량과학원),001,00122023002511,30.2,15.8,439.6,27.8,1,2,0331,002,2023,15.8,27,8,R12079,운광,2,76
운봉,운봉(국립식량과학원),001,00122023002520,28.4,9.8,272.44000000000005,27.8,1,2,0330,002,2023,9.8,28,8,R12079,운광,2,76
상주,상주(국립식량과학원),001,00122023002523,29.816666666666666,14.216666666666666,395.22333333333335,27.8,1,2,0329,002,2023,14.216666666666666,29,8,R12079,운광,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002534,26.5,9.1,203.2,22.4,1,2,0333,002,2023,9.1,30,8,R12079,운광,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002539,37.1,9.3,204.9,22.1,1,2,0344,002,2023,9.3,31,8,R12079,운광,2,76
제천,제천(충청북도 농업기술원),001,00122023002548,31.6,13.2,367,27.8,1,2,0337,002,2023,13.2,32,8,R12079,운광,2,76
안동,안동(경상북도 농업기술원),001,00122023002571,29.8,11.9,282,23.8,1,2,0351,002,2023,11.9,33,8,R12079,운광,2,76
철원,철원(국립식량과학원),001,00122023002512,29.7,15.3,425.3,27.8,1,2,0331,002,2023,15.3,34,8,R12080,조운,2,76
상주,상주(국립식량과학원),001,00122023002524,29.966666666666665,14.649999999999998,407.27,27.8,1,2,0329,002,2023,14.649999999999998,35,8,R12085,설레미,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002540,35.3,9.2,205.1,22.4,1,2,0344,002,2023,9.2,36,8,R12086,오대1호,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002538,39.6,10,223,22.2,1,2,0344,002,2023,10,37,8,R12093,오륜,2,76
예산,예산(충청남도 농업기술원),001,00122023002551,25,12.1,288,23.8,1,2,0350,002,2023,12.1,38,8,R12122,친들,2,76
안동,안동(경상북도 농업기술원),001,00122023002570,27.2,12.3,292.3,23.8,1,2,0351,002,2023,12.3,39,8,R12123,해담쌀,2,76
철원,철원(국립식량과학원),001,00122023002508,36.3,17.6,489.8,27.8,1,2,0331,002,2023,17.6,40,8,R13002,오대벼,2,76
운봉,운봉(국립식량과학원),001,00122023002517,31,9.3,258.54,27.8,1,2,0330,002,2023,9.3,41,8,R13002,오대벼,2,76
상주,상주(국립식량과학원),001,00122023002521,30.333333333333332,10.35,287.73,27.8,1,2,0329,002,2023,10.35,42,8,R13002,오대벼,2,76
화성,화성(경기도 경기도농업기술원),001,00122023002529,36.7,12.4,295,23.8,1,2,0332,002,2023,12.4,43,8,R13002,오대벼,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002533,28.2,10.4,230.7,22.2,1,2,0333,002,2023,10.4,44,8,R13002,오대벼,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122023002537,37.7,12.2,273.7,22.4,1,2,0344,002,2023,12.2,45,8,R13002,오대벼,2,76
제천,제천(충청북도 농업기술원),001,00122023002545,29.3,10.9,303,27.8,1,2,0337,002,2023,10.9,46,8,R13002,오대벼,2,76
진부,진부(국립식량과학원),001,00122023002580,30.2,15.883333333333331,441.5566666666666,27.8,1,2,0336,002,2023,15.883333333333331,47,8,R13002,오대벼,2,76
진부,진부(국립식량과학원),001,00122023002582,28,22.433333333333337,623.6466666666668,27.8,1,2,0336,002,2023,22.433333333333337,48,8,R13003,진부올벼,2,76
영덕,영덕(국립식량과학원),001,00122023002526,25.1,10.6,252.28,23.8,1,2,0338,002,2023,10.6,49,8,R22009,화영벼,2,76
영덕,영덕(국립식량과학원),001,00122023002527,24.9,10.6,252.28,23.8,1,2,0338,002,2023,10.6,50,8,R22083,삼덕,2,76
영덕,영덕(국립식량과학원),001,00122023002525,23.4,9.1,216.57999999999998,23.8,1,2,0338,002,2023,9.1,51,8,R23004,화성벼,2,76
청원,청원(충청북도 농업기술원),001,00122023002543,20.9,10.1,240.4,23.8,1,2,2325,002,2023,10.1,52,8,R32001,일품벼,2,76
안동,안동(경상북도 농업기술원),001,00122023002573,26.6,11.3,268.9,23.8,1,2,0351,002,2023,11.3,53,8,R32001,일품벼,2,76
화성,화성(경기도 경기도농업기술원),001,00122023002530,34,13.7,326,23.8,1,2,0332,002,2023,13.7,54,8,R32003,대안벼,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002535,27.1,11.5,259.8,22.5,1,2,0333,002,2023,11.5,55,8,R32003,대안벼,2,76
청원,청원(충청북도 농업기술원),001,00122023002542,23.4,11.2,266.6,23.8,1,2,2325,002,2023,11.2,56,8,R32003,대안벼,2,76
계화,계화(국립식량과학원),001,00122023002515,24.3,5.3,126,23.8,1,2,0343,002,2023,5.3,57,8,R32011,남평벼,2,76
영덕,영덕(국립식량과학원),001,00122023002528,23.9,8.8,209.44000000000003,23.8,1,2,0338,002,2023,8.8,58,8,R32011,남평벼,2,76
익산,익산(전북특별자치도 농업기술원),001,00122023002556,23.7,11,261.8,23.8,1,2,0326,002,2023,11,59,8,R32011,남평벼,2,76
계화,계화(국립식량과학원),001,00122023002513,25.3,4.4,105,23.8,1,2,0343,002,2023,4.4,60,8,R32016,신동진,2,76
익산,익산(전북특별자치도 농업기술원),001,00122023002555,25.1,8.8,209.44000000000003,23.8,1,2,0326,002,2023,8.8,61,8,R32016,신동진,2,76
계화,계화(국립식량과학원),001,00122023002516,24.2,5.5,131,23.8,1,2,0343,002,2023,5.5,62,8,R32068,동진1호,2,76
화성,화성(경기도 경기도농업기술원),001,00122023002531,30.4,17.3,412,23.8,1,2,0332,002,2023,17.3,63,8,R32082,삼광,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122023002536,28,12.8,280.3,21.9,1,2,0333,002,2023,12.8,64,8,R32082,삼광,2,76
청원,청원(충청북도 농업기술원),001,00122023002544,20.7,10.8,257,23.8,1,2,2325,002,2023,10.8,65,8,R32082,삼광,2,76
예산,예산(충청남도 농업기술원),001,00122023002549,26.8,14.9,354.6,23.8,1,2,0350,002,2023,14.9,66,8,R32082,삼광,2,76
안동,안동(경상북도 농업기술원),001,00122023002572,28.6,12.8,305,23.8,1,2,0351,002,2023,12.8,67,8,R32082,삼광,2,76
예산,예산(충청남도 농업기술원),001,00122023002553,27.2,14.5,345.1,23.8,1,2,0350,002,2023,14.5,68,8,R32084,새누리,2,76
익산,익산(전북특별자치도 농업기술원),001,00122023002558,24.2,9,214.20000000000002,23.8,1,2,0326,002,2023,9,69,8,R32084,새누리,2,76
예산,예산(충청남도 농업기술원),001,00122023002552,26.4,15,357,23.8,1,2,0350,002,2023,15,70,8,R32093,새일미,2,76
안동,안동(경상북도 농업기술원),001,00122023002574,27.9,13.5,320.9,23.8,1,2,0351,002,2023,13.5,71,8,R32093,새일미,2,76
화성,화성(경기도 경기도농업기술원),001,00122023002532,29.5,17.4,414,23.8,1,2,0332,002,2023,17.4,72,8,R33009,추청,2,76
청원,청원(충청북도 농업기술원),001,00122023002541,21.3,10.7,254.7,23.8,1,2,2325,002,2023,10.7,73,8,R33009,추청,2,76
진부,진부(국립식량과학원),001,00122023002583,28.483333333333334,19.8,550.44,27.8,1,2,0336,002,2023,19.8,74,8,R46057,한설,2,76
예산,예산(충청남도 농업기술원),001,00122023002550,24.5,16.1,383.2,23.8,1,2,0350,002,2023,16.1,75,8,R46058,예찬,2,76
익산,익산(전북특별자치도 농업기술원),001,00122023002554,22.2,10,238,23.8,1,2,0326,002,2023,10,76,8,R46058,예찬,2,76
나주,나주(전라남도 농업기술원),001,00122024002694,20,3.9,93,23.8,1,2,0352,002,2024,3.9,1,3,R32006,일미벼,2,76
나주,나주(전라남도 농업기술원),001,00122024002695,20.5,4.1,98,23.8,1,2,0352,002,2024,4.1,2,3,R32016,신동진,2,76
나주,나주(전라남도 농업기술원),001,00122024002697,18.2,4.1,98,23.8,1,2,0352,002,2024,4.1,3,3,R32081,미품,2,76
나주,나주(전라남도 농업기술원),001,00122024002698,20,4,95,23.8,1,2,0352,002,2024,4,4,3,R32092,현품,2,76
나주,나주(전라남도 농업기술원),001,00122024002699,20.4,3.9,93,23.8,1,2,0352,002,2024,3.9,5,3,R32093,새일미,2,76
나주,나주(전라남도 농업기술원),001,00122024002696,19.4,4.1,98,23.8,1,2,0352,002,2024,4.1,6,3,R46054,새청무,2,76
대구,대구(경상북도 농업기술원),001,00122024002700,26.6,5.3,126.14,23.8,1,2,0340,002,2024,5.3,7,4,R22009,화영벼,2,76
대구,대구(경상북도 농업기술원),001,00122024002702,28.1,6.8,161.84,23.8,1,2,0340,002,2024,6.8,8,4,R22083,삼덕,2,76
대구,대구(경상북도 농업기술원),001,00122024002701,25.9,5.9,140.42,23.8,1,2,0340,002,2024,5.9,9,4,R32001,일품벼,2,76
대구,대구(경상북도 농업기술원),001,00122024002703,28.1,6.2,147.56,23.8,1,2,0340,002,2024,6.2,10,4,R32082,삼광,2,76
대구,대구(경상북도 농업기술원),001,00122024002704,29.3,6.1,145.18,23.8,1,2,0340,002,2024,6.1,11,4,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122024002712,19.495,4.5,107.10000000000001,23.8,1,2,0335,002,2024,4.5,12,6,R32008,동안벼,2,76
진주,진주(경상남도 농업기술원),001,00122024002713,19.10833333333333,4.550000000000001,108.29000000000002,23.8,1,2,0335,002,2024,4.550000000000001,13,6,R32068,동진1호,2,76
진주,진주(경상남도 농업기술원),001,00122024002711,18.685,5.083333333333333,120.98333333333333,23.8,1,2,0335,002,2024,5.083333333333333,14,6,R32093,새일미,2,76
진주,진주(경상남도 농업기술원),001,00122024002710,16.32361666666667,4.75,113.05,23.8,1,2,0335,002,2024,4.75,15,6,R46055,해품,2,76
진주,진주(경상남도 농업기술원),001,00122024002714,17.863333333333333,4.95,117.81,23.8,1,2,0335,002,2024,4.95,16,6,R46056,영호진미,2,76
계화,계화(국립식량과학원),001,00122024002649,24.2,5.1,121.38,23.8,1,2,0343,002,2024,5.1,17,8,R10123,참동진,2,76
익산,익산(전북특별자치도 농업기술원),001,00122024002692,24.2,7,166.6,23.8,1,2,0326,002,2024,7,18,8,R10123,참동진,2,76
철원,철원(국립식량과학원),001,00122024002644,35.3,15.9,432.9,27.8,1,2,0331,002,2024,15.9,19,8,R12004,진부벼,2,76
운봉,운봉(국립식량과학원),001,00122024002653,27.2,11.6,322,27.8,1,2,0330,002,2024,11.6,20,8,R12004,진부벼,2,76
진부,진부(국립식량과학원),001,00122024002716,30.7,13.383333333333333,372.0566666666667,27.8,1,2,0336,002,2024,13.383333333333333,21,8,R12004,진부벼,2,76
상주,상주(국립식량과학원),001,00122024002657,26.683333333333334,8.200000000000001,227.96000000000004,27.8,1,2,0329,002,2024,8.200000000000001,22,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122024002682,32.3,11.4,316.9,27.8,1,2,0337,002,2024,11.4,23,8,R12005,상주벼,2,76
제천,제천(충청북도 농업기술원),001,00122024002681,28.6,12.8,355.8,27.8,1,2,0337,002,2024,12.8,24,8,R12016,상미,2,76
운봉,운봉(국립식량과학원),001,00122024002654,28,10.4,289,27.8,1,2,0330,002,2024,10.4,25,8,R12019,삼천벼,2,76
철원,철원(국립식량과학원),001,00122024002645,36,14.9,412.9,27.8,1,2,0331,002,2024,14.9,26,8,R12072,태봉,2,76
철원,철원(국립식량과학원),001,00122024002646,30.9,16.3,453.7,27.8,1,2,0331,002,2024,16.3,27,8,R12079,운광,2,76
운봉,운봉(국립식량과학원),001,00122024002655,26,9.1,253,27.8,1,2,0330,002,2024,9.1,28,8,R12079,운광,2,76
상주,상주(국립식량과학원),001,00122024002658,26.375,7.733333333333334,214.9866666666667,27.8,1,2,0329,002,2024,7.733333333333334,29,8,R12079,운광,2,76
춘천,춘천(강원특별자치도 농업기술원),001,00122024002669,25.7,8,172.4,21.5,1,2,0333,002,2024,8,30,8,R12079,운광,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002674,29.8,6.9,174.7,25.4,1,2,0344,002,2024,6.9,31,8,R12079,운광,2,76
제천,제천(충청북도 농업기술원),001,00122024002683,29.7,12.3,341.94,27.8,1,2,0337,002,2024,12.3,32,8,R12079,운광,2,76
안동,안동(경상북도 농업기술원),001,00122024002706,26.7,10.4,247.5,23.8,1,2,0351,002,2024,10.4,33,8,R12079,운광,2,76
철원,철원(국립식량과학원),001,00122024002647,29.9,14.5,404.1,27.8,1,2,0331,002,2024,14.5,34,8,R12080,조운,2,76
상주,상주(국립식량과학원),001,00122024002659,26.5,12.683333333333332,352.59666666666664,27.8,1,2,0329,002,2024,12.683333333333332,35,8,R12085,설레미,2,76
강릉,강릉(강원특별자치도 농업기술원),001,00122024002675,29.9,6.9,169.9,24.5,1,2,0344,002,2024,6.9,36,8,R12086,오대1호,2,76
