areaNm,areaNm_full,cropsSpchcknCode,crpstDsgnRegistId,exam1,exam2,exam3,exam4,exam5,exam6,exam7,examForm,examinTmrd,exprAreaCode,exprSpchcknCode,exprYear,pajong,rnum,sortSn,spciesCode,spciesNm,srchExaminTmrd,totCnt
청원,청원(충청북도 농업기술원),001,00122017001853,18.2,433.2,89.7,38858,2017-08-11,74.5,21.1,1,7,2325,002,2017,2017-04-25,56,8,R32003,대안벼,7,76
익산,익산(전북특별자치도 농업기술원),001,00122017001864,15.1,359.4,90.8,32632,2017-08-15,76.1,20.3,1,7,0326,002,2017,2017-04-30,57,8,R32006,일미벼,7,76
계화,계화(국립식량과학원),001,00122017001820,12.2,290,123,35683,2017-08-18,76.1,21.7,1,7,0343,002,2017,2017-04-30,58,8,R32011,남평벼,7,76
영덕,영덕(국립식량과학원),001,00122017001831,19.2,456.96,89.3,40807,2017-08-24,80.2,17.9,1,7,0338,002,2017,2017-04-20,59,8,R32011,남평벼,7,76
예산,예산(충청남도 농업기술원),001,00122017001856,15.2,361.8,101.7,36791,2017-08-16,90.7,20.3,1,7,0350,002,2017,2017-04-25,60,8,R32011,남평벼,7,76
익산,익산(전북특별자치도 농업기술원),001,00122017001862,14.9,354.6,93.3,33086,2017-08-15,77.4,19.7,1,7,0326,002,2017,2017-04-30,61,8,R32011,남평벼,7,76
안동,안동(경상북도 농업기술원),001,00122017001878,24.3,579.1,52.2,30210,2017-08-09,91.2,17.7,1,7,0351,002,2017,2017-04-20,62,8,R32015,새추청,7,76
익산,익산(전북특별자치도 농업기술원),001,00122017001863,13,309.4,99.4,30754,2017-08-13,79.8,21.2,1,7,0326,002,2017,2017-04-30,63,8,R32016,신동진,7,76
계화,계화(국립식량과학원),001,00122017001819,11.9,283,145.5,41224,2017-08-12,86.5,22.8,1,7,0343,002,2017,2017-04-30,64,8,R32068,동진1호,7,76
화성,화성(경기도 경기도농업기술원),001,00122017001828,13,309.5,135.9,42064,2017-08-13,93.2,19.9,1,7,0332,002,2017,2017-04-20,65,8,R32082,삼광,7,76
청원,청원(충청북도 농업기술원),001,00122017001851,17.1,407,98.1,39927,2017-08-17,82.1,19.4,1,7,2325,002,2017,2017-04-25,66,8,R32082,삼광,7,76
예산,예산(충청남도 농업기술원),001,00122017001859,15.4,366.5,93,34086,2017-08-14,97.4,19.8,1,7,0350,002,2017,2017-04-25,67,8,R32082,삼광,7,76
예산,예산(충청남도 농업기술원),001,00122017001855,14.8,352.2,99.7,35118,2017-08-15,88.1,22.9,1,7,0350,002,2017,2017-04-25,68,8,R32084,새누리,7,76
익산,익산(전북특별자치도 농업기술원),001,00122017001860,14.5,345.1,90.2,31128,2017-08-17,81.6,22,1,7,0326,002,2017,2017-04-30,69,8,R32084,새누리,7,76
계화,계화(국립식량과학원),001,00122017001821,12.9,308,126.9,39074,2017-08-14,79.6,22.4,1,7,0343,002,2017,2017-04-30,70,8,R32088,청호,7,76
예산,예산(충청남도 농업기술원),001,00122017001858,15.5,368.9,101,37259,2017-08-13,77.4,21.4,1,7,0350,002,2017,2017-04-25,71,8,R32091,호품,7,76
익산,익산(전북특별자치도 농업기술원),001,00122017001861,14.9,354.6,90.3,32022,2017-08-13,63.9,20.6,1,7,0326,002,2017,2017-04-30,72,8,R32091,호품,7,76
안동,안동(경상북도 농업기술원),001,00122017001876,16.8,399.8,79.8,31900,2017-08-08,76.3,19.8,1,7,0351,002,2017,2017-04-20,73,8,R32093,새일미,7,76
화성,화성(경기도 경기도농업기술원),001,00122017001827,17,404.8,83.7,33879,2017-08-19,98.2,18.6,1,7,0332,002,2017,2017-04-20,74,8,R33009,추청,7,76
청원,청원(충청북도 농업기술원),001,00122017001854,18.4,437.9,85.3,37353,2017-08-17,84,19.6,1,7,2325,002,2017,2017-04-25,75,8,R33009,추청,7,76
예산,예산(충청남도 농업기술원),001,00122017001857,20.1,478.4,71.7,34300,2017-08-17,100.4,19,1,7,0350,002,2017,2017-04-25,76,8,R33009,추청,7,76
나주,나주(전라남도 농업기술원),001,00122018001941,13.9,331,113,37403,2018-08-17,70.5,20.7,1,7,0352,002,2018,2018-05-10,1,3,R32006,일미벼,7,75
나주,나주(전라남도 농업기술원),001,00122018001944,17.7,421,105,44205,2018-08-23,71,19.7,1,7,0352,002,2018,2018-05-10,2,3,R32081,미품,7,75
나주,나주(전라남도 농업기술원),001,00122018001943,14.1,336,98,32928,2018-08-19,75.6,23.7,1,7,0352,002,2018,2018-05-10,3,3,R32084,새누리,7,75
나주,나주(전라남도 농업기술원),001,00122018001942,17.2,409,90,36810,2018-08-18,71.2,20.2,1,7,0352,002,2018,2018-05-10,4,3,R32090,호평,7,75
나주,나주(전라남도 농업기술원),001,00122018001945,16.4,390,100,39000,2018-08-20,62,21,1,7,0352,002,2018,2018-05-10,5,3,R32092,현품,7,75
대구,대구(경상북도 농업기술원),001,00122018001946,15.5,368.9,86.3,31836,2018-08-10,74.6,20.2,1,7,0340,002,2018,2018-04-30,6,4,R22009,화영벼,7,75
대구,대구(경상북도 농업기술원),001,00122018001948,14.8,352.2,107.2,37756,2018-08-09,71.5,18.9,1,7,0340,002,2018,2018-04-30,7,4,R22083,삼덕,7,75
대구,대구(경상북도 농업기술원),001,00122018001947,16.8,399.8,113.2,45257,2018-08-15,69.5,20.5,1,7,0340,002,2018,2018-04-30,8,4,R32001,일품벼,7,75
대구,대구(경상북도 농업기술원),001,00122018001949,15.1,359.4,124.3,44673,2018-08-11,76.7,18.8,1,7,0340,002,2018,2018-04-30,9,4,R32082,삼광,7,75
대구,대구(경상북도 농업기술원),001,00122018001950,14.1,355.6,98.3,34956,2018-08-15,72,19.5,1,7,0340,002,2018,2018-04-30,10,4,R32093,새일미,7,75
진주,진주(경상남도 농업기술원),001,00122018001956,13.9,330.82,81.72,27035,2018-08-13,69.1,21,1,7,0335,002,2018,2018-05-10,11,6,R22009,화영벼,7,75
진주,진주(경상남도 농업기술원),001,00122018001958,15.2,361.76,86.06,31133,2018-08-18,72.4,19.8,1,7,0335,002,2018,2018-05-10,12,6,R32008,동안벼,7,75
진주,진주(경상남도 농업기술원),001,00122018001960,13.3,316.54,97.44,30844,2018-08-14,79.4,21,1,7,0335,002,2018,2018-05-10,13,6,R32068,동진1호,7,75
진주,진주(경상남도 농업기술원),001,00122018001959,12.8,304.64,88.92,27089,2018-08-19,59.4,20.1,1,7,0335,002,2018,2018-05-10,14,6,R32069,주남,7,75
진주,진주(경상남도 농업기술원),001,00122018001957,13.1,311.78,95.06,29638,2018-08-17,67.4,19.4,1,7,0335,002,2018,2018-05-10,15,6,R32093,새일미,7,75
철원,철원(국립식량과학원),001,00122018001893,16.1,462.3,71.3,32959,2018-07-21,78.1,19.9,1,7,0331,002,2018,2018-04-20,16,8,R12004,진부벼,7,75
운봉,운봉(국립식량과학원),001,00122018001901,21.3,593,81.4,48215,2018-07-21,76.5,20.4,1,7,0330,002,2018,2018-04-20,17,8,R12004,진부벼,7,75
진부,진부(국립식량과학원),001,00122018001962,18.4,480,70,33600,2018-08-01,72.5,17.4,1,7,0336,002,2018,2018-04-20,18,8,R12004,진부벼,7,75
상주,상주(국립식량과학원),001,00122018001905,15.6,433.7,99.6,43175,2018-07-30,61.5,19.6,1,7,0329,002,2018,2018-04-25,19,8,R12005,상주벼,7,75
제천,제천(충청북도 농업기술원),001,00122018001929,15.6,433.4,90.7,39306,2018-07-22,63.2,19,1,7,0337,002,2018,2018-04-20,20,8,R12005,상주벼,7,75
제천,제천(충청북도 농업기술원),001,00122018001928,15.2,422.3,79.5,33569,2018-07-30,64.5,19.2,1,7,0337,002,2018,2018-04-20,21,8,R12016,상미,7,75
운봉,운봉(국립식량과학원),001,00122018001900,21.4,596,77,45879,2018-07-23,66.4,19.8,1,7,0330,002,2018,2018-04-20,22,8,R12019,삼천벼,7,75
철원,철원(국립식량과학원),001,00122018001892,16.5,424.3,80.7,34244,2018-07-24,68.8,20.9,1,7,0331,002,2018,2018-04-20,23,8,R12072,태봉,7,75
철원,철원(국립식량과학원),001,00122018001891,16.3,454.1,90,40872,2018-07-26,64.1,20.8,1,7,0331,002,2018,2018-04-20,24,8,R12079,운광,7,75
운봉,운봉(국립식량과학원),001,00122018001899,17.9,497,118.6,58914,2018-07-25,65.2,21.3,1,7,0330,002,2018,2018-04-20,25,8,R12079,운광,7,75
상주,상주(국립식량과학원),001,00122018001904,15,417,111.5,46509,2018-07-29,62.8,21,1,7,0329,002,2018,2018-04-25,26,8,R12079,운광,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001917,14.2,368.5,106.5,39245,2018-07-28,63.4,21.5,1,7,0333,002,2018,2018-04-25,27,8,R12079,운광,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001921,15.1,370.1,122.9,45485,2018-07-31,61.2,21.6,1,7,0344,002,2018,2018-04-20,28,8,R12079,운광,7,75
제천,제천(충청북도 농업기술원),001,00122018001930,14.5,402.8,103.1,41530,2018-07-19,62.8,20.6,1,7,0337,002,2018,2018-04-20,29,8,R12079,운광,7,75
안동,안동(경상북도 농업기술원),001,00122018001952,15.6,370.5,76.5,28338,2018-07-23,62.4,19,1,7,0351,002,2018,2018-04-20,30,8,R12079,운광,7,75
철원,철원(국립식량과학원),001,00122018001890,18.1,501.8,58.7,29476,2018-07-20,59.1,18.5,1,7,0331,002,2018,2018-04-20,31,8,R12080,조운,7,75
상주,상주(국립식량과학원),001,00122018001903,17.2,478.16,77.1,36857,2018-07-31,64.6,18.4,1,7,0329,002,2018,2018-04-25,32,8,R12085,설레미,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001922,14.1,345.6,108.5,37496,2018-07-28,63.3,21.1,1,7,0344,002,2018,2018-04-20,33,8,R12086,오대1호,7,75
진부,진부(국립식량과학원),001,00122018001964,15.4,512,73,37376,2018-07-28,65.6,20.5,1,7,0336,002,2018,2018-04-20,34,8,R12092,한설,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001920,16.2,397.1,108.7,43160,2018-08-09,61.5,19.6,1,7,0344,002,2018,2018-04-20,35,8,R12093,오륜,7,75
철원,철원(국립식량과학원),001,00122018001894,16.4,458.9,71.2,32653,2018-07-23,70.1,21.2,1,7,0331,002,2018,2018-04-20,36,8,R13002,오대벼,7,75
운봉,운봉(국립식량과학원),001,00122018001902,19.4,540,75.3,40688,2018-07-24,67.4,20.8,1,7,0330,002,2018,2018-04-20,37,8,R13002,오대벼,7,75
상주,상주(국립식량과학원),001,00122018001906,15.5,430.9,75.6,32574,2018-07-28,68.6,20.5,1,7,0329,002,2018,2018-04-25,38,8,R13002,오대벼,7,75
화성,화성(경기도 경기도농업기술원),001,00122018001914,14,333.3,84.7,28233,2018-07-25,72.4,21.5,1,7,0332,002,2018,2018-04-20,39,8,R13002,오대벼,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001918,14.1,357.9,70.6,25268,2018-07-26,65.8,20.7,1,7,0333,002,2018,2018-04-25,40,8,R13002,오대벼,7,75
강릉,강릉(강원특별자치도 농업기술원),001,00122018001919,13.8,335.8,95.5,32066,2018-07-29,73,21.6,1,7,0344,002,2018,2018-04-20,41,8,R13002,오대벼,7,75
제천,제천(충청북도 농업기술원),001,00122018001927,14.6,405.6,77.6,31473,2018-07-22,68.3,20.3,1,7,0337,002,2018,2018-04-20,42,8,R13002,오대벼,7,75
안동,안동(경상북도 농업기술원),001,00122018001951,15.2,360.6,61.2,22073,2018-07-24,70.3,19.1,1,7,0351,002,2018,2018-04-20,43,8,R13002,오대벼,7,75
진부,진부(국립식량과학원),001,00122018001961,16.8,466,68.7,32014,2018-08-03,66.6,18.7,1,7,0336,002,2018,2018-04-20,44,8,R13002,오대벼,7,75
진부,진부(국립식량과학원),001,00122018001963,22.5,489,73,35697,2018-07-23,63.7,17.1,1,7,0336,002,2018,2018-04-20,45,8,R13003,진부올벼,7,75
영덕,영덕(국립식량과학원),001,00122018001909,16.9,402.2,99.1,39860,2018-08-17,67.5,20.3,1,7,0338,002,2018,2018-04-20,46,8,R22009,화영벼,7,75
영덕,영덕(국립식량과학원),001,00122018001908,16,380.8,99.7,37966,2018-08-16,70.4,20,1,7,0338,002,2018,2018-04-20,47,8,R22083,삼덕,7,75
영덕,영덕(국립식량과학원),001,00122018001910,16.5,392.7,73.5,28863,2018-08-15,74.3,21.1,1,7,0338,002,2018,2018-04-20,48,8,R23004,화성벼,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001915,15.6,406.7,93.4,37986,2018-08-24,62.7,23.1,1,7,0333,002,2018,2018-04-25,49,8,R32001,일품벼,7,75
청원,청원(충청북도 농업기술원),001,00122018001925,16.2,385.6,95.9,36975,2018-08-12,63.7,20.6,1,7,2325,002,2018,2018-04-25,50,8,R32001,일품벼,7,75
안동,안동(경상북도 농업기술원),001,00122018001954,16.7,398.3,82.9,33019,2018-08-09,68.6,21.4,1,7,0351,002,2018,2018-04-20,51,8,R32001,일품벼,7,75
화성,화성(경기도 경기도농업기술원),001,00122018001913,15.7,373.8,83.7,31287,2018-08-12,78.2,22.7,1,7,0332,002,2018,2018-04-20,52,8,R32003,대안벼,7,75
춘천,춘천(강원특별자치도 농업기술원),001,00122018001916,14.6,386.7,76.4,29544,2018-08-15,64.6,23.2,1,7,0333,002,2018,2018-04-25,53,8,R32003,대안벼,7,75
청원,청원(충청북도 농업기술원),001,00122018001924,17,404.6,85.7,34674,2018-08-09,69.2,22.3,1,7,2325,002,2018,2018-04-25,54,8,R32003,대안벼,7,75
익산,익산(전북특별자치도 농업기술원),001,00122018001936,14.6,347.5,92.5,32142,2018-08-10,72.6,20.7,1,7,0326,002,2018,2018-04-30,55,8,R32006,일미벼,7,75
계화,계화(국립식량과학원),001,00122018001896,12.5,298,123.9,36881,2018-08-17,63.9,20.7,1,7,0343,002,2018,2018-04-30,56,8,R32011,남평벼,7,75
영덕,영덕(국립식량과학원),001,00122018001907,16.3,387.9,85.6,33208,2018-08-22,73,18.2,1,7,0338,002,2018,2018-04-20,57,8,R32011,남평벼,7,75
예산,예산(충청남도 농업기술원),001,00122018001934,15.3,364.14,102.8,37434,2018-08-13,73.8,23.2,1,7,0350,002,2018,2018-04-25,58,8,R32011,남평벼,7,75
익산,익산(전북특별자치도 농업기술원),001,00122018001938,14.6,347.5,95.1,33045,2018-08-10,72.9,20.1,1,7,0326,002,2018,2018-04-30,59,8,R32011,남평벼,7,75
안동,안동(경상북도 농업기술원),001,00122018001953,20.4,485.5,53.7,26093,2018-08-11,79.2,18.5,1,7,0351,002,2018,2018-04-20,60,8,R32015,새추청,7,75
계화,계화(국립식량과학원),001,00122018001898,11.6,275,94.5,25982,2018-08-13,64.3,22.8,1,7,0343,002,2018,2018-04-30,61,8,R32016,신동진,7,75
익산,익산(전북특별자치도 농업기술원),001,00122018001937,13,309.4,102.1,31590,2018-08-09,74.9,21.8,1,7,0326,002,2018,2018-04-30,62,8,R32016,신동진,7,75
계화,계화(국립식량과학원),001,00122018001895,11.6,275,111.8,30733,2018-08-14,66.5,22.6,1,7,0343,002,2018,2018-04-30,63,8,R32068,동진1호,7,75
화성,화성(경기도 경기도농업기술원),001,00122018001912,14.9,354.8,116.7,41405,2018-08-13,82.8,19.7,1,7,0332,002,2018,2018-04-20,64,8,R32082,삼광,7,75
청원,청원(충청북도 농업기술원),001,00122018001926,16.2,385.6,96.2,37091,2018-08-08,74.2,18.7,1,7,2325,002,2018,2018-04-25,65,8,R32082,삼광,7,75
예산,예산(충청남도 농업기술원),001,00122018001931,12.7,302.26,106.9,32312,2018-08-08,72.8,22,1,7,0350,002,2018,2018-04-25,66,8,R32082,삼광,7,75
예산,예산(충청남도 농업기술원),001,00122018001935,12.9,307.02,111.9,34356,2018-08-15,67.2,26.5,1,7,0350,002,2018,2018-04-25,67,8,R32084,새누리,7,75
익산,익산(전북특별자치도 농업기술원),001,00122018001940,14.4,342.7,93.2,31942,2018-08-17,80.2,22.2,1,7,0326,002,2018,2018-04-30,68,8,R32084,새누리,7,75
계화,계화(국립식량과학원),001,00122018001897,13.3,316,106.6,33673,2018-08-14,58.7,22.6,1,7,0343,002,2018,2018-04-30,69,8,R32088,청호,7,75
예산,예산(충청남도 농업기술원),001,00122018001932,12.4,295.12,116.3,34322,2018-08-09,60.5,24.9,1,7,0350,002,2018,2018-04-25,70,8,R32091,호품,7,75
익산,익산(전북특별자치도 농업기술원),001,00122018001939,14.7,349.9,92.4,32327,2018-08-08,60.1,21.1,1,7,0326,002,2018,2018-04-30,71,8,R32091,호품,7,75
안동,안동(경상북도 농업기술원),001,00122018001955,16.8,398.7,69.6,27727,2018-08-08,73.4,17.9,1,7,0351,002,2018,2018-04-20,72,8,R32093,새일미,7,75
화성,화성(경기도 경기도농업기술원),001,00122018001911,18.9,450,81.2,36540,2018-08-17,89.2,19.2,1,7,0332,002,2018,2018-04-20,73,8,R33009,추청,7,75
청원,청원(충청북도 농업기술원),001,00122018001923,17.2,409.4,79.5,32544,2018-08-13,76,18.6,1,7,2325,002,2018,2018-04-25,74,8,R33009,추청,7,75
예산,예산(충청남도 농업기술원),001,00122018001933,18,428.4,75.1,32173,2018-08-14,80.4,20.6,1,7,0350,002,2018,2018-04-25,75,8,R33009,추청,7,75
나주,나주(전라남도 농업기술원),001,00122019002250,,,,,,,,1,,0352,002,2019,2019-05-10,1,3,R32006,일미벼,7,75
나주,나주(전라남도 농업기술원),001,00122019002251,,,,,,,,1,,0352,002,2019,2019-05-10,2,3,R32016,신동진,7,75
나주,나주(전라남도 농업기술원),001,00122019002253,,,,,,,,1,,0352,002,2019,2019-05-10,3,3,R32081,미품,7,75
나주,나주(전라남도 농업기술원),001,00122019002254,,,,,,,,1,,0352,002,2019,2019-05-10,4,3,R32092,현품,7,75
