day,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,E0,ES0,ET0
2015-01-01,11850000.0,-4.3,-0.6,2.11865452515102,11.122081524969978,0.0,0.3238852023385577,0.3064006032053659,0.2211737562728633
2015-01-02,10270000.0,-6.5,2.6,2.2933663552201176,8.530121729323046,0.0,0.25618669627174057,0.24071439299150446,0.22072158128684047
2015-01-03,11470000.0,-3.8,4.7,2.7870632715572503,2.232796775464909,0.0,0.0961636154664021,0.07715646991972035,0.1416783042495696
2015-01-04,11060000.0,-0.1,10.5,6.083963625921374,3.2444392823109407,0.0,0.10686826836911587,0.08522636543563104,0.1503928581123889
2015-01-05,8289999.999999999,1.9,10.2,7.9695052569283416,5.737629247407817,0.8800000000000001,0.09937971385495768,0.08271816674428406,0.11337638667506758
2015-01-06,10760000.0,-4.3,3.7,2.0132433227496054,10.909576738028948,0.0,0.3994953504240589,0.38217324595995644,0.2950223243106652
2015-01-07,12230000.0,-5.7,1.7,1.6945963420202264,7.198225529481377,0.0,0.2579887947732559,0.23960170581672582,0.23826323224373308
2015-01-08,12190000.0,-4.7,4.1,2.633914576866364,6.2165132743171805,0.0,0.2099518547143337,0.19032764900639604,0.21666504123569763
2015-01-09,10930000.0,-3.4,5.4,3.946281788467599,7.491541995963362,0.0,0.19893344102432475,0.18044155459480396,0.1892839859841255
2015-01-10,12040000.0,-1.8,6.8,4.081641700004398,5.339556900039408,0.0,0.17658815567518354,0.15507637188400253,0.19802828364273517
2015-01-11,11710000.0,-4.8,6.7,3.312313098381047,8.832417271309582,0.0,0.2736617953663735,0.25388726085508095,0.24898838971042198
2015-01-12,12010000.0,-1.9,5.6,3.975309221041186,4.175270109616017,0.0,0.14264349953609726,0.12167901331933106,0.16906629901732179
2015-01-13,12010000.0,0.2,8.2,4.725344939317469,1.762891824060096,0.0,0.09405759511010645,0.07131079857418249,0.13230474466288406
2015-01-14,3430000.0,-0.9,8.3,5.622199107920115,3.4868743209338064,0.05,0.10218210100664833,0.09579377401584141,0.13227483322678796
2015-01-15,8470000.0,-0.3,9.1,6.896027799981558,4.537426154966223,0.0,0.09579405556445365,0.0796454027296615,0.11484610917041324
2015-01-16,9860000.0,-1.7,9.4,4.81013245423368,9.242461719350723,0.0,0.2768336895519178,0.2583763325587794,0.2510322160076068
2015-01-17,13010000.0,-4.6,3.2,2.374605772037828,7.907572494340871,0.0,0.2754220021923349,0.25480477852073774,0.23995081266918997
2015-01-18,13050000.0,-1.4,7.5,3.8578577465637864,5.9411549588442965,0.0,0.22416563467314546,0.20039563370701022,0.23594343608842633
2015-01-19,10000000.0,-3.7,7.4,4.238494568554459,6.88695091199029,0.0,0.20069523626879712,0.18323937763701842,0.20401023155213588
2015-01-20,12650000.0,-0.4,7.7,4.834173399387139,3.280355584329143,0.0,0.13470601532627513,0.11118545770035218,0.16427989556844763
2015-01-21,5100000.0,2.8,9.2,8.13022623490729,3.7083581833793873,0.53,0.07644017761329419,0.06620588302630812,0.08988097636051318
2015-01-22,6570000.0,-0.3,7.6,6.085809603857622,7.213190655322294,0.020000000000000004,0.14923366899302318,0.13701785368849245,0.14229075785285433
2015-01-23,12500000.0,-1.4,7.8,5.31818070900621,3.238453231974574,0.0,0.12022267911565163,0.09733604531778599,0.14362480934638902
2015-01-24,13080000.0,-0.3,9.0,5.357636955535073,4.459607500593451,0.0,0.1657305984091949,0.14083378596545365,0.18610424131641437
2015-01-25,6690000.0,2.8,10.8,9.019218965560995,4.690070438543582,0.35000000000000003,0.08130594137429878,0.06754883366454657,0.08938837624264906
2015-01-26,3870000.0,0.6,12.0,8.81230883890646,6.545746042817368,0.0,0.07444304766972829,0.06660482641784747,0.09798687327203093
2015-01-27,11940000.0,-4.7,5.6,2.809310161579893,8.326596017886565,0.0,0.30149695515758373,0.2817109640653971,0.2608027267029639
2015-01-28,11500000.0,-2.4,4.9,4.3882137175868055,5.764566473921469,0.0,0.16901337990175203,0.14937544468074737,0.16158550728689586
2015-01-29,5730000.0,1.2,5.8,5.726318191560705,5.109093962089276,0.020000000000000004,0.13449166867149437,0.12389191688778271,0.1349884115454286
2015-01-30,13300000.0,-4.3,4.9,2.813033288200132,10.48756018931507,0.0,0.36539357197918537,0.3434797452100836,0.2695557473063194
2015-01-31,14850000.0,-3.3,3.7,2.2281979021969844,5.8992526064897275,0.0,0.26278570496333187,0.23841164557363864,0.2511787531625096
2015-02-01,14690000.0,-1.5,6.7,2.4782952749918863,4.289005066006991,0.0,0.23680240598366561,0.21046300653839958,0.26405770814129165
2015-02-02,13090000.0,-0.3,8.4,4.04035094938848,2.7715413057379434,0.0,0.16512041211987033,0.14045173205718625,0.19735826198680617
2015-02-03,12070000.0,0.2,9.7,5.764920403452925,3.6365255793429823,0.1,0.16035558460926227,0.13692640611844778,0.17902794024622107
2015-02-04,9300000.0,-3.0,7.1,4.182535026554345,5.95312705951703,0.010000000000000002,0.20465739601716582,0.18830581005687358,0.20416713881782367
2015-02-05,13500000.0,-1.8,6.6,3.8763910226659535,7.2760441838541485,0.0,0.27565265395730826,0.2516176623970837,0.2415694790337784
2015-02-06,15160000.0,-0.6,8.2,4.177239868538166,3.492860371270173,0.0,0.19348613321669902,0.16515525924703717,0.21360227526913872
2015-02-07,13230000.0,-4.0,8.9,4.310056924177936,7.374814014404206,0.0,0.28257510644972744,0.25897898538411535,0.24320737927775382
2015-02-08,16250000.0,-7.7,-1.1,1.3273237003964624,13.0076873809256,0.0,0.44942476355792466,0.42739194770457994,0.255149803987251
2015-02-09,16140000.0,-6.4,0.9,2.0984784682389797,8.302651816541097,0.0,0.29536130440715286,0.27184653390306673,0.22183495965475813
2015-02-10,15560000.0,-1.0,9.4,4.575484801190997,6.554725118321919,0.0,0.28392753478475363,0.2544570806549471,0.2643634257880306
2015-02-11,11660000.0,-1.8,10.6,5.2708477132485365,6.8121252827857015,0.0,0.25858996385390187,0.23635935086055165,0.24282346953563766
2015-02-12,16420000.000000002,-3.6,5.5,2.206344315134927,10.01166918757389,0.0,0.45077592674659295,0.42304767254715453,0.331410428867691
2015-02-13,16570000.0,-2.6,5.5,2.70232888293374,6.563704193826469,0.0,0.3165926113492022,0.2880873962819232,0.2788273192383696
2015-02-14,16399999.999999998,1.1,10.4,4.611466200006287,3.9328350709931517,0.0,0.2486893338989778,0.21603455927430862,0.26224467583798916
2015-02-15,8780000.0,4.1,12.6,7.932098508455835,5.429347655084913,0.4,0.20463607338391704,0.1857461264527654,0.2046375676189013
2015-02-16,2280000.0,3.1,8.2,8.519723691595084,4.420698173407065,0.08000000000000002,0.046955363638448676,0.04242978043336542,0.06235332267000757
2015-02-17,10970000.0,-2.1,7.4,4.939073551457028,7.988384173881826,0.0,0.24318583662706214,0.22348177884472276,0.2011133663863244
2015-02-18,13830000.0,-2.0,8.1,4.8583207109048585,7.6441862795407225,0.0,0.2691942043534873,0.2440034676974221,0.22437427666863247
2015-02-19,15860000.0,0.2,9.5,4.919157008255685,4.717007665057235,0.0,0.2542385104817618,0.22355200559887156,0.24576626248128647
2015-02-20,16710000.0,1.2,10.7,5.794906862491866,3.621560453502065,0.08000000000000002,0.2289518790606498,0.19547154174417286,0.22743652071946965
2015-02-21,2250000.0,4.5,10.1,11.30088627225048,6.740292678749297,0.79,0.025209537495923924,0.02051330219023175,0.02791064155271592
2015-02-22,9410000.0,0.3,13.8,6.025153132190565,7.0425882207358335,0.0,0.3475688285111789,0.32807308852625783,0.30295435882511584
